,Total equity capital,Total assets,Total loans,1-4 family residential loans,Other real estate loans,Commercial and industrial loans,Credit cards,Allowance for loan losses,Total noninterest expense,Net Income before,Total transaction deposits,Total nontransaction deposits,Available-for-sale Fair Value,Number of full-time employees,AsOfDate,Target
16458,35148,285991.0,130442.0,20618.0,89429.0,17583.0,0.0,2503.0,7340.0,1244.0,28098.0,222087.0,67157.0,81.0,9/30/2012,0
16551,22632,223907.0,170342.0,59305.0,76622.0,14047.0,297.0,2602.0,5521.0,1792.0,59828.0,134123.0,31398.0,81.0,9/30/2012,0
16748,7024,59960.0,30399.0,7580.0,8658.0,3241.0,0.0,473.0,1331.0,474.0,19985.0,32536.0,8360.0,16.0,9/30/2012,0
16944,4454,40426.0,12938.0,8300.0,2634.0,1400.0,0.0,214.0,921.0,41.0,13393.0,22499.0,21552.0,12.0,9/30/2012,0
16953,5398,40845.0,14176.0,1404.0,2872.0,3157.0,0.0,107.0,838.0,156.0,16973.0,18344.0,13215.0,8.0,9/30/2012,0
17110,20387,101859.0,61136.0,1101.0,0.0,8634.0,0.0,279.0,14076.0,2568.0,0.0,79510.0,16740.0,66.0,9/30/2012,0
17147,616472,4230249.0,2845398.0,617742.0,1351803.0,625015.0,0.0,69493.0,91441.0,39189.0,301966.0,2926250.0,549917.0,1076.0,9/30/2012,0
17259,7676,68373.0,34327.0,10762.0,11364.0,4144.0,0.0,249.0,1817.0,639.0,16642.0,38115.0,23355.0,28.0,9/30/2012,0
17464,139765,1297107.0,846347.0,86726.0,595173.0,120916.0,3303.0,35643.0,40881.0,6509.0,214634.0,856044.0,274863.0,451.0,9/30/2012,0
17950,31613,320596.0,146767.0,28799.0,67928.0,16665.0,0.0,3280.0,5258.0,2036.0,110791.0,175180.0,148989.0,78.0,9/30/2012,0
17978,99882,326844.0,162726.0,110886.0,48363.0,0.0,0.0,2930.0,3752.0,2331.0,24633.0,195721.0,0.0,39.0,9/30/2012,0
18050,45790,383238.0,199041.0,64884.0,108101.0,10687.0,0.0,3486.0,8191.0,4632.0,144215.0,191442.0,134241.0,110.0,9/30/2012,0
18135,21827,235818.0,122735.0,67483.0,7428.0,39372.0,0.0,1400.0,6652.0,942.0,77651.0,99440.0,57974.0,52.0,9/30/2012,0
18377,3810,50255.0,19784.0,16157.0,1736.0,40.0,0.0,249.0,314.0,278.0,0.0,46001.0,9669.0,4.0,9/30/2012,0
18827,41684,399726.0,297289.0,143551.0,79443.0,44600.0,0.0,4514.0,6878.0,3655.0,113565.0,242205.0,56254.0,83.0,9/30/2012,0
18836,13897,150294.0,114495.0,58298.0,36034.0,2788.0,0.0,2110.0,3998.0,530.0,28764.0,104152.0,18314.0,50.0,9/30/2012,0
18854,23743,251402.0,197311.0,15353.0,50383.0,108663.0,0.0,2576.0,5140.0,5007.0,76603.0,147950.0,4152.0,55.0,9/30/2012,0
19356,8869,75982.0,32492.0,7837.0,12829.0,9035.0,0.0,904.0,1689.0,864.0,23262.0,40935.0,39738.0,27.0,9/30/2012,0
19730,224097,2162245.0,1548879.0,249617.0,1068326.0,199956.0,0.0,46143.0,47983.0,3935.0,287582.0,1617869.0,189112.0,546.0,9/30/2012,0
19936,22926,221480.0,145769.0,36682.0,78535.0,15994.0,0.0,2859.0,4210.0,1711.0,78251.0,119501.0,13860.0,47.0,9/30/2012,0
19972,14002,91478.0,34179.0,34041.0,1424.0,126.0,0.0,300.0,908.0,674.0,0.0,76629.0,0.0,6.0,9/30/2012,0
20053,9093,71092.0,52963.0,16024.0,24815.0,3665.0,77.0,857.0,1486.0,530.0,17137.0,43290.0,12304.0,16.0,9/30/2012,0
20512,9885,97422.0,48619.0,31274.0,9976.0,1030.0,0.0,564.0,2286.0,486.0,25349.0,56614.0,40226.0,26.0,9/30/2012,0
20633,29135,319927.0,206042.0,44292.0,140536.0,11707.0,0.0,3152.0,7060.0,1369.0,72510.0,210104.0,71425.0,83.0,9/30/2012,0
20857,20232,194484.0,55338.0,2940.0,21298.0,5339.0,0.0,431.0,1896.0,2332.0,93978.0,47630.0,109651.0,18.0,9/30/2012,0
21256,1126,9746.0,5028.0,2268.0,2166.0,315.0,0.0,144.0,228.0,45.0,4004.0,4607.0,419.0,4.0,9/30/2012,0
21359,2845,24357.0,15378.0,4060.0,3250.0,2498.0,0.0,201.0,632.0,309.0,4270.0,16922.0,5873.0,7.0,9/30/2012,0
21630,9744,91858.0,41931.0,12186.0,16828.0,8776.0,0.0,376.0,1811.0,827.0,24497.0,51362.0,42911.0,32.0,9/30/2012,0
21658,15014,148879.0,94224.0,23519.0,45483.0,6213.0,123.0,1517.0,3105.0,1228.0,410.0,130757.0,45502.0,45.0,9/30/2012,0
22048,19985,182293.0,123243.0,27600.0,64471.0,15716.0,0.0,3013.0,4853.0,1130.0,61962.0,88483.0,48001.0,67.0,9/30/2012,0
22543,14590,91024.0,50383.0,23543.0,24417.0,1236.0,0.0,802.0,1868.0,560.0,42615.0,33506.0,13349.0,22.0,9/30/2012,0
22552,7732,81621.0,69246.0,8110.0,28530.0,10216.0,0.0,1006.0,1808.0,1036.0,25718.0,47720.0,8937.0,21.0,9/30/2012,0
22730,13125,130534.0,69258.0,28342.0,23036.0,3997.0,0.0,702.0,3051.0,512.0,44623.0,68042.0,43817.0,44.0,9/30/2012,0
22936,9724,186745.0,133072.0,35077.0,66983.0,18390.0,0.0,5183.0,4860.0,-53.0,52044.0,122782.0,12091.0,56.0,9/30/2012,0
23045,7910,41210.0,7621.0,3207.0,3447.0,670.0,0.0,186.0,822.0,61.0,11665.0,21568.0,26606.0,13.0,9/30/2012,0
23456,12081,100049.0,65223.0,18786.0,24679.0,9471.0,0.0,773.0,2233.0,1186.0,36913.0,50615.0,27704.0,23.0,9/30/2012,0
23504,124486,1563219.0,690660.0,157897.0,414533.0,108857.0,0.0,14044.0,25126.0,10099.0,178290.0,1144257.0,560790.0,233.0,9/30/2012,0
23540,12580,199046.0,98025.0,33352.0,55302.0,6265.0,0.0,3278.0,4680.0,-270.0,35901.0,149430.0,78909.0,36.0,9/30/2012,0
23643,16886,173127.0,102578.0,21877.0,43146.0,18680.0,0.0,1860.0,3493.0,1996.0,57133.0,98470.0,59358.0,40.0,9/30/2012,0
23755,15924,169000.0,107300.0,40250.0,53059.0,7720.0,0.0,1450.0,4646.0,1391.0,56599.0,94526.0,39625.0,53.0,9/30/2012,0
24006,107983,963558.0,464600.0,159735.0,233290.0,63372.0,0.0,5101.0,15097.0,1310.0,133997.0,714334.0,84517.0,132.0,9/30/2012,0
24378,6654,66832.0,44457.0,39225.0,2718.0,626.0,0.0,269.0,1392.0,169.0,7835.0,52133.0,9959.0,19.0,9/30/2012,0
24453,19566,210064.0,121849.0,34221.0,75449.0,8319.0,0.0,1885.0,3881.0,-2819.0,62985.0,89701.0,10017.0,34.0,9/30/2012,0
24659,4982,41779.0,23893.0,4330.0,5990.0,6820.0,39.0,393.0,697.0,455.0,13158.0,23450.0,0.0,10.0,9/30/2012,0
24668,22365,220778.0,121000.0,38080.0,56920.0,15120.0,0.0,1575.0,6016.0,1773.0,23131.0,163298.0,76731.0,72.0,9/30/2012,0
24855,1034,16600.0,4449.0,302.0,320.0,1552.0,0.0,26.0,299.0,79.0,9111.0,6427.0,0.0,4.0,9/30/2012,0
24949,73668,738566.0,540955.0,130633.0,297955.0,77960.0,326.0,11653.0,14829.0,-1093.0,155267.0,501298.0,59909.0,191.0,9/30/2012,0
25357,11810,126497.0,52701.0,7544.0,28876.0,2101.0,0.0,1440.0,2975.0,904.0,41958.0,65772.0,7170.0,49.0,9/30/2012,0
25647,2632,63551.0,47019.0,16443.0,29085.0,1295.0,0.0,2174.0,1874.0,-158.0,10996.0,49295.0,226.0,20.0,9/30/2012,0
26176,33665,384382.0,318715.0,74251.0,238655.0,5720.0,0.0,16984.0,9244.0,2159.0,39917.0,225197.0,14584.0,68.0,9/30/2012,0
26242,57227,391177.0,233926.0,103384.0,89289.0,17665.0,895.0,2774.0,8821.0,3770.0,83689.0,239434.0,95601.0,118.0,9/30/2012,0
26457,3123,27033.0,19523.0,6339.0,10721.0,1076.0,0.0,193.0,566.0,158.0,6410.0,17376.0,4533.0,7.0,9/30/2012,0
26765,31314,277512.0,197075.0,20281.0,131656.0,40145.0,0.0,3673.0,8564.0,517.0,82154.0,162492.0,27608.0,72.0,9/30/2012,0
26859,31863,320498.0,200143.0,19971.0,130279.0,33827.0,0.0,6119.0,10096.0,-1652.0,95981.0,190763.0,0.0,87.0,9/30/2012,0
27070,109423,614860.0,380738.0,374541.0,3783.0,0.0,838.0,800.0,4192.0,6494.0,17460.0,486736.0,0.0,69.0,9/30/2012,0
27548,56827,557843.0,359139.0,108373.0,139188.0,102445.0,0.0,6269.0,15653.0,2466.0,101183.0,382876.0,137139.0,164.0,9/30/2012,0
27614,35382,337874.0,148686.0,92864.0,19902.0,8747.0,286.0,1590.0,6782.0,3306.0,119239.0,167391.0,152861.0,96.0,9/30/2012,0
27847,48759,416829.0,243424.0,90241.0,117660.0,10458.0,0.0,6697.0,9093.0,5816.0,104505.0,240271.0,133093.0,122.0,9/30/2012,0
28013,367046,2480007.0,1088268.0,112901.0,930837.0,42335.0,0.0,27069.0,35494.0,13098.0,84464.0,1496299.0,1203782.0,274.0,9/30/2012,0
28152,7446,75980.0,50266.0,13969.0,23797.0,6607.0,0.0,757.0,1271.0,1067.0,18736.0,48567.0,9068.0,19.0,9/30/2012,0
28255,21826,316640.0,127615.0,7523.0,77387.0,34667.0,0.0,1737.0,4145.0,1368.0,187735.0,106644.0,7336.0,53.0,9/30/2012,0
28349,16791,162153.0,139098.0,36448.0,54445.0,33139.0,0.0,4206.0,4232.0,-650.0,32455.0,100707.0,0.0,58.0,9/30/2012,0
28406,165863,1178551.0,412904.0,328658.0,58429.0,14878.0,0.0,4440.0,18957.0,5208.0,85203.0,699380.0,581250.0,140.0,9/30/2012,0
28572,1847,43990.0,34078.0,25102.0,8856.0,0.0,0.0,1021.0,1654.0,-1058.0,5903.0,29612.0,70.0,13.0,9/30/2012,0
28675,11008,90117.0,45895.0,27906.0,11181.0,1744.0,0.0,722.0,1583.0,587.0,17725.0,56466.0,33462.0,16.0,9/30/2012,0
28732,8844,82482.0,46601.0,11002.0,25112.0,4862.0,0.0,1060.0,1927.0,302.0,24671.0,43410.0,23598.0,23.0,9/30/2012,0
29104,161799,1611230.0,850059.0,185066.0,503812.0,156692.0,0.0,10240.0,18771.0,13259.0,79940.0,1213752.0,509147.0,174.0,9/30/2012,0
29476,5518,41996.0,35303.0,11007.0,13339.0,1200.0,0.0,434.0,798.0,323.0,15063.0,21316.0,2427.0,9.0,9/30/2012,0
29636,86418,847523.0,381471.0,120709.0,178890.0,36901.0,974.0,7449.0,18999.0,5182.0,89690.0,528941.0,394468.0,248.0,9/30/2012,0
29878,476709,1732817.0,1516203.0,1082538.0,434747.0,0.0,0.0,18033.0,18383.0,17861.0,99261.0,1137168.0,0.0,212.0,9/30/2012,0
29953,10011,81287.0,58929.0,16141.0,31212.0,6210.0,0.0,1063.0,1469.0,1212.0,19439.0,39653.0,8547.0,19.0,9/30/2012,0
30052,3206,24554.0,13837.0,2902.0,8916.0,1539.0,0.0,235.0,1037.0,162.0,7963.0,12819.0,2133.0,13.0,9/30/2012,0
30418,46488,515649.0,202555.0,0.0,0.0,0.0,0.0,52.0,4112.0,-87.0,0.0,414536.0,296534.0,18.0,9/30/2012,0
30502,88373,859328.0,530444.0,173244.0,208654.0,82469.0,0.0,10421.0,19514.0,4722.0,59703.0,614401.0,225368.0,213.0,9/30/2012,0
30650,13185,132559.0,79116.0,20342.0,44883.0,15156.0,0.0,2511.0,3531.0,380.0,38786.0,65364.0,21879.0,24.0,9/30/2012,0
30810,7583722,73272259.0,58165151.0,10160.0,0.0,208002.0,47319065.0,1730187.0,1969981.0,1716013.0,230550.0,41819522.0,6766660.0,8417.0,9/30/2012,0
30874,156123,1073297.0,681575.0,253476.0,309869.0,110330.0,0.0,11220.0,20491.0,3419.0,49767.0,680193.0,298232.0,144.0,9/30/2012,0
31134,17097,110404.0,55553.0,21626.0,13215.0,7393.0,227.0,877.0,2519.0,1026.0,37164.0,49024.0,21487.0,37.0,9/30/2012,0
31255,40956,451882.0,244932.0,15448.0,143496.0,46530.0,0.0,4865.0,11038.0,3274.0,96969.0,291204.0,174698.0,96.0,9/30/2012,0
31657,12752,117273.0,44082.0,14200.0,13755.0,5559.0,0.0,590.0,2033.0,1524.0,37882.0,66367.0,0.0,30.0,9/30/2012,0
31826,39652,250747.0,138037.0,68652.0,40542.0,11152.0,0.0,3178.0,5498.0,1757.0,66638.0,141069.0,54364.0,69.0,9/30/2012,0
31835,13442,117580.0,68344.0,5828.0,12629.0,10693.0,0.0,1860.0,2803.0,913.0,40769.0,54465.0,26008.0,27.0,9/30/2012,0
32234,13307,111546.0,36824.0,14452.0,11291.0,3303.0,0.0,286.0,1689.0,678.0,45080.0,33177.0,42040.0,20.0,9/30/2012,0
32766,5099,54144.0,17535.0,3853.0,8387.0,1735.0,0.0,246.0,1104.0,247.0,25841.0,23151.0,557.0,13.0,9/30/2012,0
32971,25341,202796.0,122007.0,90237.0,16091.0,13451.0,0.0,1721.0,5181.0,747.0,42548.0,121762.0,44398.0,63.0,9/30/2012,0
33147,36415,411952.0,349653.0,73862.0,150077.0,71862.0,0.0,5046.0,9339.0,2409.0,25899.0,338618.0,20414.0,86.0,9/30/2012,0
33259,47356,557044.0,398514.0,40727.0,279868.0,31354.0,0.0,8547.0,10159.0,2550.0,43817.0,454951.0,27034.0,80.0,9/30/2012,0
33268,16127,168400.0,31679.0,6753.0,10804.0,8826.0,0.0,632.0,3015.0,1279.0,53813.0,91982.0,119179.0,37.0,9/30/2012,0
33370,4100,30762.0,17708.0,14812.0,2896.0,0.0,0.0,189.0,791.0,-88.0,3611.0,20941.0,0.0,6.0,9/30/2012,0
33754,4474,32404.0,13392.0,2139.0,7223.0,2133.0,0.0,256.0,773.0,194.0,10369.0,17128.0,11265.0,11.0,9/30/2012,0
33839,3702,33457.0,14430.0,6207.0,2550.0,1284.0,0.0,88.0,564.0,265.0,12602.0,16938.0,8517.0,7.0,9/30/2012,0
33857,18799,177351.0,155186.0,30021.0,61377.0,47810.0,0.0,1431.0,3021.0,1466.0,51293.0,93324.0,5216.0,37.0,9/30/2012,0
34153,17820,381937.0,200209.0,31753.0,101158.0,27406.0,0.0,18567.0,19394.0,-4585.0,37723.0,322592.0,124227.0,170.0,9/30/2012,0
