,Total equity capital,Total assets,Total loans,1-4 family residential loans,Other real estate loans,Commercial and industrial loans,Credit cards,Allowance for loan losses,Total noninterest expense,Net Income before,Total transaction deposits,Total nontransaction deposits,Available-for-sale Fair Value,Number of full-time employees,AsOfDate,Target
58056,-324,41252.0,31371.0,6180.0,23627.0,1251.0,0.0,2345.0,1068.0,-2123.0,5347.0,36087.0,2476.0,11.0,6/30/2011,1
58222,1652,232648.0,167530.0,52276.0,102431.0,11925.0,0.0,8221.0,4891.0,-6531.0,13428.0,196309.0,34244.0,34.0,6/30/2011,1
58226,651,102338.0,64649.0,3800.0,16387.0,9643.0,0.0,2734.0,2218.0,-2271.0,4423.0,92160.0,9616.0,13.0,6/30/2011,1
58238,-977,177715.0,129530.0,6029.0,94474.0,24112.0,0.0,6924.0,5216.0,-6375.0,10784.0,147339.0,29349.0,22.0,6/30/2011,1
58273,2684,150751.0,112172.0,30867.0,60213.0,12229.0,0.0,2442.0,2658.0,-1339.0,12022.0,128590.0,7226.0,16.0,6/30/2011,1
58283,499,83493.0,73891.0,16031.0,50368.0,6287.0,0.0,3385.0,2322.0,-2842.0,1223.0,71732.0,0.0,8.0,6/30/2011,1
37,17412,84541.0,40348.0,21415.0,8135.0,2765.0,0.0,1038.0,1132.0,253.0,13766.0,53029.0,31573.0,25.0,6/30/2011,0
242,4381,34520.0,20972.0,7542.0,6971.0,1566.0,0.0,169.0,458.0,234.0,10077.0,15932.0,9829.0,13.0,6/30/2011,0
279,23812,149924.0,74451.0,48248.0,17899.0,2617.0,0.0,445.0,2332.0,563.0,20905.0,85673.0,13960.0,39.0,6/30/2011,0
354,1018,10483.0,4149.0,1163.0,1163.0,418.0,0.0,190.0,183.0,-3.0,2541.0,6913.0,5161.0,4.0,6/30/2011,0
457,3440,36314.0,31415.0,7756.0,8742.0,5997.0,0.0,447.0,500.0,424.0,5990.0,24048.0,0.0,9.0,6/30/2011,0
505,30160,398063.0,233688.0,134372.0,47988.0,18701.0,0.0,4458.0,5521.0,1276.0,29884.0,289401.0,80970.0,117.0,6/30/2011,0
1155,18841,204910.0,136207.0,24354.0,54587.0,37358.0,483.0,2521.0,2876.0,1033.0,72527.0,97958.0,24949.0,52.0,6/30/2011,0
1351,21336,158122.0,70911.0,12371.0,25012.0,19393.0,0.0,1375.0,1294.0,1410.0,23412.0,112796.0,4877.0,29.0,6/30/2011,0
1454,52078,535586.0,215910.0,90177.0,70680.0,25672.0,0.0,3580.0,7732.0,4325.0,228478.0,253933.0,220186.0,146.0,6/30/2011,0
1557,5585,57174.0,33939.0,2548.0,9836.0,2095.0,0.0,481.0,629.0,420.0,20015.0,28298.0,4655.0,13.0,6/30/2011,0
1669,44334,243103.0,81716.0,44954.0,11282.0,9251.0,0.0,2984.0,2553.0,1173.0,89568.0,108495.0,56531.0,57.0,6/30/2011,0
1829,42272,407934.0,232436.0,120542.0,88500.0,21152.0,722.0,3913.0,5661.0,1377.0,89946.0,248594.0,74709.0,101.0,6/30/2011,0
1856,23129,157012.0,38832.0,2155.0,8119.0,27885.0,0.0,661.0,809.0,4054.0,3751.0,75790.0,62507.0,6.0,6/30/2011,0
2040,20661,200708.0,140921.0,29874.0,93162.0,13633.0,3.0,3153.0,3016.0,529.0,37974.0,117560.0,44714.0,49.0,6/30/2011,0
2161,13821,128218.0,57840.0,28667.0,2576.0,13145.0,320.0,587.0,1756.0,997.0,49788.0,62703.0,38966.0,31.0,6/30/2011,0
2376,417887,2550741.0,1629321.0,252365.0,1345612.0,30939.0,0.0,26514.0,14579.0,13320.0,28147.0,1372400.0,595837.0,184.0,6/30/2011,0
2554,1140,11383.0,5133.0,457.0,2101.0,804.0,0.0,106.0,124.0,67.0,4431.0,5777.0,314.0,4.0,6/30/2011,0
2732,75115,514309.0,364837.0,41705.0,287895.0,31254.0,0.0,6016.0,6037.0,1201.0,126023.0,310508.0,79879.0,100.0,6/30/2011,0
2750,5426,58919.0,36125.0,2666.0,9889.0,2686.0,0.0,668.0,728.0,195.0,13307.0,34756.0,17460.0,11.0,6/30/2011,0
3252,19653,152403.0,80506.0,614.0,25403.0,9589.0,0.0,1506.0,1665.0,1723.0,52326.0,76624.0,54843.0,34.0,6/30/2011,0
3458,3290,32397.0,14281.0,2315.0,6469.0,3169.0,0.0,322.0,374.0,105.0,8381.0,16292.0,8789.0,11.0,6/30/2011,0
3720,28392,190957.0,113805.0,30463.0,57616.0,11634.0,0.0,1517.0,2898.0,1200.0,66944.0,85135.0,44830.0,57.0,6/30/2011,0
3953,8622,115411.0,100021.0,13327.0,35005.0,37976.0,0.0,2763.0,2990.0,23.0,34103.0,71289.0,4.0,35.0,6/30/2011,0
4156,20271,193039.0,125649.0,31275.0,65663.0,13703.0,0.0,2153.0,3300.0,503.0,57947.0,98599.0,32637.0,62.0,6/30/2011,0
4231,14620,124691.0,76852.0,13973.0,49841.0,4924.0,0.0,855.0,1637.0,137.0,24501.0,84895.0,33873.0,33.0,6/30/2011,0
4437,26583,264797.0,152030.0,64409.0,63452.0,11871.0,0.0,3424.0,3482.0,805.0,64551.0,166089.0,79112.0,59.0,6/30/2011,0
4839,31054,314669.0,244955.0,34289.0,196250.0,12062.0,0.0,4642.0,5703.0,995.0,51519.0,207147.0,44050.0,90.0,6/30/2011,0
5005,19885,352359.0,226221.0,118874.0,104336.0,2754.0,0.0,2085.0,7177.0,-1066.0,43903.0,229538.0,50629.0,93.0,6/30/2011,0
5069,132041,488278.0,379076.0,36377.0,334678.0,3253.0,0.0,20468.0,2650.0,12762.0,16108.0,334369.0,33510.0,29.0,6/30/2011,0
5135,38231,328769.0,247764.0,58256.0,105721.0,24160.0,511.0,3542.0,4196.0,1409.0,64620.0,204142.0,24489.0,62.0,6/30/2011,0
5210,83631,982544.0,670750.0,341988.0,252596.0,36960.0,0.0,14700.0,12722.0,4116.0,84457.0,686705.0,206995.0,251.0,6/30/2011,0
5331,34108,403028.0,145717.0,17554.0,121922.0,3847.0,0.0,2012.0,4928.0,731.0,61848.0,171072.0,214426.0,74.0,6/30/2011,0
5461,47747,474232.0,351094.0,46766.0,231778.0,49103.0,0.0,3431.0,8162.0,2378.0,40353.0,366813.0,65376.0,126.0,6/30/2011,0
5751,26084,115638.0,50971.0,9789.0,9220.0,6162.0,0.0,1042.0,1146.0,1142.0,19100.0,69755.0,57172.0,18.0,6/30/2011,0
6039,8888,85180.0,55958.0,6962.0,32889.0,6097.0,469.0,1277.0,1476.0,187.0,26309.0,49754.0,5023.0,24.0,6/30/2011,0
6141,4925,56936.0,23945.0,5891.0,9329.0,1839.0,0.0,408.0,628.0,120.0,32295.0,19585.0,0.0,11.0,6/30/2011,0
6329,33340,456118.0,351065.0,86717.0,127816.0,33724.0,1193.0,8426.0,11116.0,-1196.0,107451.0,313059.0,40314.0,184.0,6/30/2011,0
6972,89405,796502.0,494392.0,64512.0,331750.0,78042.0,0.0,14710.0,16855.0,7434.0,79522.0,615350.0,94202.0,237.0,6/30/2011,0
7009,52086,639061.0,278967.0,0.0,0.0,67609.0,0.0,0.0,26476.0,6016.0,95392.0,485130.0,333550.0,81.0,6/30/2011,0
7045,15439,139565.0,67528.0,26398.0,20770.0,3648.0,493.0,862.0,1784.0,517.0,58159.0,65308.0,46006.0,49.0,6/30/2011,0
7157,4256,48427.0,24765.0,8170.0,4424.0,5888.0,0.0,384.0,506.0,179.0,8812.0,34979.0,21453.0,8.0,6/30/2011,0
7456,5061,56400.0,28191.0,2204.0,9569.0,7740.0,0.0,383.0,850.0,303.0,18325.0,32921.0,19122.0,16.0,6/30/2011,0
7634,5361,67630.0,46008.0,12777.0,23722.0,4695.0,0.0,1480.0,894.0,-254.0,13779.0,46293.0,6151.0,11.0,6/30/2011,0
8033,15297,161225.0,122160.0,38927.0,69956.0,18158.0,0.0,1018.0,1796.0,825.0,36909.0,93741.0,8380.0,34.0,6/30/2011,0
8462,16060,135137.0,33509.0,1681.0,5802.0,10735.0,0.0,493.0,1094.0,996.0,60339.0,58532.0,77154.0,22.0,6/30/2011,0
8631,6671,57840.0,32819.0,13542.0,4967.0,6348.0,0.0,429.0,879.0,212.0,15960.0,34856.0,11109.0,21.0,6/30/2011,0
9357,68615,317151.0,184384.0,36397.0,48544.0,66257.0,0.0,5824.0,3496.0,2379.0,33740.0,206905.0,64070.0,45.0,6/30/2011,0
9553,8851,114252.0,75474.0,8124.0,24523.0,5820.0,0.0,816.0,908.0,536.0,24975.0,52275.0,26290.0,14.0,6/30/2011,0
9807,234703,2328198.0,1530392.0,496860.0,943783.0,88596.0,0.0,49302.0,26741.0,20016.0,88766.0,1647621.0,102593.0,240.0,6/30/2011,0
9955,12680,108615.0,55155.0,10121.0,25043.0,8656.0,0.0,1143.0,1664.0,609.0,37870.0,55884.0,26302.0,25.0,6/30/2011,0
10250,27716,387101.0,295722.0,65730.0,165378.0,50138.0,304.0,12637.0,7297.0,-2409.0,32124.0,326572.0,42363.0,98.0,6/30/2011,0
10849,23601,263973.0,196353.0,39863.0,144918.0,9804.0,0.0,4275.0,3662.0,400.0,16672.0,212062.0,31578.0,60.0,6/30/2011,0
10858,39478,394427.0,251487.0,42878.0,96677.0,46069.0,0.0,2658.0,6965.0,1918.0,2677.0,301002.0,83581.0,125.0,6/30/2011,0
11145,17046,166945.0,124780.0,73888.0,42812.0,2393.0,0.0,1708.0,2834.0,464.0,57521.0,83376.0,19079.0,55.0,6/30/2011,0
11640,32070,325879.0,191858.0,25944.0,72231.0,44468.0,0.0,3030.0,4380.0,1906.0,22610.0,238657.0,92749.0,57.0,6/30/2011,0
11837,11325,108130.0,32138.0,6019.0,23139.0,1573.0,112.0,964.0,1255.0,192.0,39333.0,50142.0,56614.0,17.0,6/30/2011,0
12030,36779,318972.0,275019.0,53162.0,156693.0,34353.0,0.0,9754.0,4112.0,2197.0,74271.0,205910.0,4652.0,86.0,6/30/2011,0
12142,20171,178199.0,104717.0,27611.0,46830.0,15421.0,379.0,1695.0,3094.0,616.0,70729.0,78922.0,46869.0,70.0,6/30/2011,0
12245,13569,115376.0,78129.0,34241.0,35613.0,4043.0,60.0,1365.0,1918.0,363.0,23540.0,70242.0,32315.0,41.0,6/30/2011,0
12311,3846588,,,,,,,,,,,,,,6/30/2011,0
12647,9775,93425.0,75063.0,21483.0,29029.0,16202.0,0.0,732.0,1313.0,524.0,14569.0,66172.0,0.0,25.0,6/30/2011,0
12656,1388,17287.0,12934.0,7353.0,2526.0,1080.0,0.0,263.0,371.0,55.0,5554.0,10303.0,0.0,9.0,6/30/2011,0
12937,32470,210500.0,170046.0,57646.0,97994.0,13190.0,0.0,2040.0,2741.0,769.0,44540.0,126507.0,497.0,40.0,6/30/2011,0
12946,70457,699423.0,517906.0,145222.0,301653.0,38840.0,0.0,9926.0,7861.0,4585.0,75775.0,519385.0,130782.0,163.0,6/30/2011,0
12955,11591,114609.0,98793.0,17907.0,62819.0,15277.0,0.0,998.0,2493.0,-292.0,31003.0,67161.0,7.0,56.0,6/30/2011,0
13103,179235,1275620.0,917797.0,318107.0,328571.0,89369.0,0.0,9961.0,20528.0,4762.0,97338.0,869315.0,278502.0,298.0,6/30/2011,0
13251,3902,41030.0,19080.0,3961.0,6148.0,4169.0,0.0,579.0,424.0,314.0,7020.0,30012.0,4398.0,8.0,6/30/2011,0
13457,5920,20603.0,11267.0,242.0,4960.0,1021.0,0.0,136.0,278.0,180.0,5564.0,9013.0,4409.0,5.0,6/30/2011,0
14052,6543,61417.0,37596.0,11785.0,18955.0,2768.0,0.0,1158.0,1116.0,21.0,16917.0,36803.0,11240.0,19.0,6/30/2011,0
14155,14040,117926.0,99780.0,33367.0,31997.0,13472.0,0.0,1710.0,2338.0,917.0,30644.0,64231.0,6555.0,44.0,6/30/2011,0
14650,2852,27013.0,15702.0,4230.0,3161.0,3168.0,0.0,344.0,635.0,202.0,12234.0,11567.0,24.0,13.0,6/30/2011,0
14753,3499,40710.0,14692.0,1543.0,3072.0,1639.0,0.0,503.0,593.0,55.0,9243.0,27548.0,10710.0,11.0,6/30/2011,0
14865,27349,252007.0,197017.0,15069.0,111673.0,18782.0,543.0,2981.0,4972.0,959.0,30770.0,192642.0,22551.0,100.0,6/30/2011,0
14977,7606,44069.0,22408.0,6883.0,5011.0,670.0,0.0,319.0,642.0,64.0,7831.0,28368.0,7726.0,17.0,6/30/2011,0
16458,34274,285882.0,137860.0,21340.0,92981.0,20235.0,0.0,2399.0,4993.0,960.0,27357.0,223070.0,81990.0,81.0,6/30/2011,0
16551,20872,166537.0,128620.0,44857.0,59305.0,12146.0,0.0,2627.0,2715.0,614.0,24187.0,112179.0,13628.0,52.0,6/30/2011,0
16748,6382,60242.0,28988.0,8741.0,9459.0,2373.0,0.0,466.0,878.0,262.0,17755.0,35625.0,9870.0,16.0,6/30/2011,0
16944,4137,37360.0,14505.0,9459.0,1184.0,1241.0,0.0,215.0,611.0,86.0,12083.0,20867.0,16302.0,12.0,6/30/2011,0
16953,5120,34137.0,13420.0,1621.0,2928.0,3035.0,0.0,119.0,547.0,100.0,12224.0,16679.0,10010.0,8.0,6/30/2011,0
17110,19061,110279.0,71918.0,1828.0,0.0,8497.0,0.0,319.0,8412.0,1832.0,0.0,88039.0,19963.0,64.0,6/30/2011,0
17147,577209,4073647.0,2747021.0,733321.0,1272403.0,545585.0,0.0,77133.0,59050.0,15294.0,295054.0,2873774.0,587950.0,1116.0,6/30/2011,0
17259,7453,64710.0,33229.0,8793.0,14881.0,3559.0,0.0,188.0,1163.0,512.0,12753.0,39400.0,25314.0,28.0,6/30/2011,0
17464,219681,1562386.0,1138797.0,99159.0,344856.0,159555.0,3602.0,40790.0,27937.0,-13098.0,222570.0,932899.0,124121.0,448.0,6/30/2011,0
17950,26765,285086.0,146597.0,28809.0,62714.0,18264.0,0.0,2628.0,3329.0,1007.0,82141.0,173621.0,114373.0,79.0,6/30/2011,0
18050,40911,338705.0,197808.0,65451.0,100674.0,12312.0,0.0,2689.0,5217.0,2617.0,124274.0,167814.0,100902.0,110.0,6/30/2011,0
18135,19799,237079.0,135761.0,73987.0,9287.0,41458.0,0.0,1571.0,4277.0,636.0,69532.0,105356.0,44588.0,56.0,6/30/2011,0
18377,3402,44765.0,19837.0,16439.0,1600.0,0.0,0.0,202.0,178.0,245.0,0.0,41332.0,8845.0,3.0,6/30/2011,0
18827,40322,386449.0,297644.0,138356.0,102382.0,30599.0,0.0,4542.0,4534.0,1736.0,114680.0,230905.0,57565.0,87.0,6/30/2011,0
18836,13312,158516.0,121340.0,59831.0,41911.0,2010.0,0.0,2142.0,2613.0,133.0,27653.0,113162.0,12333.0,49.0,6/30/2011,0
18854,20439,184921.0,144955.0,12249.0,40718.0,62417.0,0.0,1221.0,2240.0,12145.0,39429.0,122041.0,8277.0,45.0,6/30/2011,0
18957,876,26444.0,19321.0,6343.0,7416.0,4161.0,0.0,418.0,564.0,-116.0,7537.0,17006.0,4372.0,9.0,6/30/2011,0
19356,8504,76878.0,39822.0,9682.0,15074.0,11445.0,0.0,617.0,1081.0,328.0,23901.0,41335.0,31354.0,28.0,6/30/2011,0
19730,224889,2212727.0,1620938.0,267866.0,1174034.0,149340.0,0.0,41017.0,30686.0,77.0,277394.0,1657053.0,169545.0,568.0,6/30/2011,0
19936,20957,239332.0,142066.0,26309.0,88322.0,12901.0,0.0,4280.0,2813.0,111.0,71557.0,141142.0,20417.0,48.0,6/30/2011,0
19972,12880,82713.0,35180.0,35046.0,496.0,139.0,0.0,250.0,599.0,344.0,0.0,69103.0,0.0,6.0,6/30/2011,0
20053,8186,67927.0,47730.0,15736.0,20859.0,3420.0,78.0,992.0,1167.0,248.0,13955.0,43599.0,11459.0,19.0,6/30/2011,0
20512,9967,97836.0,51086.0,32080.0,10226.0,983.0,0.0,557.0,1401.0,509.0,23987.0,59489.0,38410.0,26.0,6/30/2011,0
20633,26107,325057.0,207935.0,49627.0,137016.0,9907.0,0.0,2932.0,4734.0,639.0,59969.0,230708.0,71417.0,85.0,6/30/2011,0
20857,19430,235693.0,52504.0,2178.0,18752.0,7060.0,0.0,621.0,1246.0,1609.0,165128.0,44937.0,106269.0,17.0,6/30/2011,0
21256,1049,9773.0,5416.0,2129.0,2647.0,288.0,0.0,143.0,174.0,20.0,4246.0,4473.0,1081.0,4.0,6/30/2011,0
21359,2557,24178.0,14551.0,3631.0,3856.0,2677.0,0.0,195.0,369.0,178.0,3286.0,17987.0,4974.0,7.0,6/30/2011,0
21630,8780,84238.0,30873.0,11383.0,10519.0,5133.0,0.0,336.0,1165.0,445.0,20847.0,46620.0,46466.0,29.0,6/30/2011,0
21658,14637,146425.0,97668.0,29373.0,41224.0,7116.0,128.0,1682.0,2069.0,515.0,43192.0,86862.0,32215.0,43.0,6/30/2011,0
22048,18827,188712.0,119982.0,27109.0,62065.0,16672.0,0.0,2912.0,3356.0,570.0,48100.0,98748.0,49286.0,67.0,6/30/2011,0
22356,42378,373025.0,137799.0,27197.0,58881.0,24490.0,0.0,2409.0,4190.0,1442.0,26086.0,262929.0,195354.0,78.0,6/30/2011,0
22543,13249,78159.0,53934.0,26493.0,24429.0,1407.0,0.0,936.0,1087.0,392.0,33016.0,30966.0,6603.0,23.0,6/30/2011,0
22552,4889,55837.0,50473.0,4883.0,21385.0,9180.0,0.0,671.0,944.0,472.0,13721.0,35149.0,4559.0,13.0,6/30/2011,0
22730,12493,111447.0,72436.0,27558.0,21516.0,10591.0,0.0,719.0,2008.0,360.0,34423.0,59946.0,26109.0,45.0,6/30/2011,0
22936,9931,243870.0,191205.0,45957.0,101728.0,22763.0,0.0,7951.0,4447.0,-9102.0,51019.0,178472.0,14308.0,62.0,6/30/2011,0
22954,8601,83951.0,54324.0,13085.0,19119.0,6879.0,0.0,1431.0,1140.0,412.0,24607.0,42283.0,19286.0,20.0,6/30/2011,0
23045,7698,39591.0,7167.0,3030.0,3020.0,592.0,0.0,191.0,583.0,90.0,9587.0,22203.0,26852.0,15.0,6/30/2011,0
23241,20870,1994430.0,1238766.0,303002.0,662466.0,167556.0,0.0,96561.0,46452.0,-68097.0,91169.0,1602423.0,498214.0,476.0,6/30/2011,0
23456,10582,92311.0,61817.0,17288.0,22305.0,10859.0,0.0,744.0,1375.0,679.0,32291.0,49098.0,22320.0,23.0,6/30/2011,0
23504,91680,1189786.0,553142.0,145849.0,317989.0,78853.0,0.0,9494.0,15160.0,5128.0,149365.0,925140.0,385910.0,209.0,6/30/2011,0
23540,12219,189637.0,67738.0,35703.0,22814.0,5374.0,0.0,926.0,2553.0,274.0,53715.0,121612.0,38701.0,39.0,6/30/2011,0
23643,16135,156945.0,107327.0,22944.0,40193.0,16712.0,0.0,1903.0,2279.0,1423.0,51058.0,89063.0,44177.0,41.0,6/30/2011,0
23755,14633,148153.0,102818.0,38668.0,49881.0,7455.0,0.0,1325.0,3012.0,327.0,46869.0,83252.0,25532.0,52.0,6/30/2011,0
24006,105283,970700.0,501572.0,172147.0,256524.0,64622.0,0.0,8445.0,9687.0,113.0,123887.0,735888.0,89999.0,132.0,6/30/2011,0
24453,9926,247610.0,169966.0,34373.0,115637.0,14985.0,0.0,10600.0,5324.0,-6042.0,42073.0,159957.0,15887.0,47.0,6/30/2011,0
24659,4692,38361.0,23593.0,4890.0,3450.0,7521.0,32.0,393.0,479.0,289.0,10895.0,22618.0,0.0,9.0,6/30/2011,0
24668,20396,193902.0,108400.0,45386.0,40386.0,12797.0,0.0,1453.0,3804.0,772.0,20528.0,143794.0,59910.0,67.0,6/30/2011,0
24855,949,14051.0,5120.0,501.0,256.0,1466.0,0.0,77.0,188.0,26.0,6321.0,6750.0,0.0,4.0,6/30/2011,0
24949,73346,762562.0,555944.0,124866.0,306963.0,95144.0,727.0,10730.0,10042.0,1629.0,132325.0,548288.0,37433.0,211.0,6/30/2011,0
25357,11006,124212.0,49083.0,8197.0,36526.0,2092.0,0.0,1439.0,1971.0,289.0,39441.0,65868.0,7844.0,47.0,6/30/2011,0
25647,3354,67305.0,55053.0,19541.0,34018.0,1120.0,0.0,2599.0,1225.0,-76.0,10745.0,53047.0,9361.0,22.0,6/30/2011,0
26149,7854,94958.0,45956.0,12571.0,17172.0,8234.0,0.0,551.0,996.0,427.0,18659.0,66506.0,39952.0,17.0,6/30/2011,0
26242,56210,382842.0,237928.0,104342.0,102953.0,17736.0,861.0,2755.0,5832.0,2583.0,79083.0,237867.0,86333.0,124.0,6/30/2011,0
26457,2968,25122.0,17453.0,6182.0,8900.0,829.0,0.0,188.0,375.0,79.0,5869.0,16215.0,5789.0,7.0,6/30/2011,0
26765,26738,222676.0,154424.0,22764.0,103256.0,24230.0,0.0,3737.0,5889.0,-1420.0,52548.0,141962.0,35486.0,70.0,6/30/2011,0
26859,35233,325097.0,263334.0,38687.0,151961.0,39882.0,0.0,6130.0,6104.0,-989.0,92936.0,194562.0,0.0,94.0,6/30/2011,0
27548,53584,537211.0,333162.0,99851.0,98679.0,124442.0,0.0,6068.0,9664.0,1306.0,61436.0,400624.0,141612.0,162.0,6/30/2011,0
27614,29396,320238.0,157259.0,102786.0,24945.0,7082.0,289.0,1558.0,4553.0,2112.0,102306.0,169496.0,136069.0,93.0,6/30/2011,0
27847,46415,445168.0,286690.0,108137.0,130367.0,15024.0,0.0,6728.0,6402.0,1752.0,91786.0,280186.0,127889.0,128.0,6/30/2011,0
28152,6860,73783.0,48245.0,14522.0,24291.0,4203.0,0.0,757.0,848.0,595.0,19612.0,45451.0,8685.0,19.0,6/30/2011,0
28255,20157,248139.0,129833.0,9059.0,73359.0,35498.0,0.0,1809.0,2875.0,1086.0,129423.0,97998.0,14777.0,52.0,6/30/2011,0
28349,18522,178673.0,156130.0,40400.0,59992.0,37020.0,0.0,2816.0,2666.0,447.0,35736.0,114204.0,0.0,58.0,6/30/2011,0
28406,147897,911309.0,233626.0,223964.0,7789.0,1000.0,0.0,3201.0,9016.0,2114.0,84898.0,636000.0,494750.0,113.0,6/30/2011,0
28572,4357,51735.0,42552.0,35475.0,4012.0,0.0,0.0,1154.0,1298.0,-700.0,5357.0,34700.0,3329.0,12.0,6/30/2011,0
28732,8536,79829.0,45477.0,10025.0,23159.0,6237.0,0.0,1058.0,1231.0,193.0,21832.0,43848.0,20609.0,22.0,6/30/2011,0
29104,132426,1306882.0,701056.0,158885.0,426280.0,112000.0,0.0,9836.0,11514.0,6773.0,60785.0,907638.0,376944.0,167.0,6/30/2011,0
29636,81692,844978.0,413281.0,143827.0,189580.0,36468.0,968.0,6360.0,12503.0,3894.0,75227.0,473300.0,343153.0,262.0,6/30/2011,0
29953,10146,82616.0,59286.0,14061.0,34824.0,5540.0,0.0,1159.0,1039.0,725.0,19367.0,40482.0,7516.0,17.0,6/30/2011,0
30052,2900,21122.0,14415.0,3250.0,9278.0,1358.0,0.0,239.0,681.0,88.0,5531.0,10116.0,0.0,13.0,6/30/2011,0
30258,7096,417417.0,340397.0,82113.0,201411.0,39745.0,176.0,12556.0,13477.0,-8134.0,24901.0,354432.0,29510.0,108.0,6/30/2011,0
30418,41480,549453.0,214823.0,0.0,0.0,0.0,0.0,33.0,2511.0,1288.0,0.0,350714.0,318744.0,18.0,6/30/2011,0
30502,73236,777986.0,507293.0,163708.0,222315.0,55880.0,0.0,9744.0,12627.0,3998.0,51997.0,540254.0,204178.0,209.0,6/30/2011,0
30650,13072,141124.0,87042.0,20284.0,52402.0,15263.0,0.0,2802.0,2506.0,-492.0,32337.0,75512.0,29554.0,29.0,6/30/2011,0
30810,6762752,,,,,,,,,,,,,,6/30/2011,0
31134,15343,109679.0,53610.0,21934.0,11790.0,7428.0,230.0,772.0,1708.0,584.0,32465.0,49948.0,29151.0,37.0,6/30/2011,0
31255,37443,435612.0,217206.0,13191.0,137530.0,37413.0,0.0,3456.0,6555.0,2062.0,71309.0,298581.0,155790.0,89.0,6/30/2011,0
31657,11385,112978.0,41784.0,14282.0,11943.0,5621.0,0.0,468.0,1263.0,1065.0,34000.0,63758.0,0.0,30.0,6/30/2011,0
31826,37196,242732.0,150225.0,73076.0,45450.0,13467.0,0.0,3544.0,3054.0,1095.0,52189.0,151049.0,53803.0,70.0,6/30/2011,0
31835,12687,126588.0,73889.0,6773.0,10959.0,9185.0,0.0,1562.0,1839.0,691.0,36025.0,59658.0,27429.0,27.0,6/30/2011,0
32234,12138,93638.0,39202.0,17577.0,11390.0,2853.0,0.0,365.0,1215.0,289.0,31748.0,32952.0,35118.0,23.0,6/30/2011,0
