,Total equity capital,Total assets,Total loans,1-4 family residential loans,Other real estate loans,Commercial and industrial loans,Credit cards,Allowance for loan losses,Total noninterest expense,Net Income before,Total transaction deposits,Total nontransaction deposits,Available-for-sale Fair Value,Number of full-time employees,AsOfDate,Target
7009,51464,616324.0,277135.0,0.0,0.0,67177.0,0.0,0.0,13021.0,2994.0,63408.0,493566.0,332830.0,79.0,6/30/2011,0
7045,14878,138532.0,67810.0,26474.0,20330.0,3385.0,492.0,853.0,917.0,230.0,56589.0,66579.0,41579.0,45.0,6/30/2011,0
7157,4113,50450.0,25812.0,8423.0,4408.0,6171.0,0.0,386.0,261.0,73.0,9368.0,36637.0,21928.0,8.0,6/30/2011,0
7456,4879,55637.0,30009.0,2372.0,9749.0,9579.0,0.0,383.0,413.0,158.0,19302.0,31372.0,15173.0,15.0,6/30/2011,0
7634,3119,68144.0,48348.0,13943.0,23858.0,5396.0,0.0,1461.0,442.0,-343.0,16119.0,46763.0,5755.0,11.0,6/30/2011,0
8033,14789,165233.0,132137.0,35527.0,67357.0,19284.0,0.0,962.0,896.0,421.0,39869.0,92335.0,6857.0,36.0,6/30/2011,0
8462,14712,131337.0,33485.0,1831.0,6253.0,10049.0,0.0,462.0,539.0,434.0,57145.0,59312.0,71441.0,21.0,6/30/2011,0
8631,6429,57944.0,32433.0,13495.0,4374.0,6629.0,0.0,434.0,440.0,108.0,16226.0,34894.0,12383.0,21.0,6/30/2011,0
9357,67401,329224.0,198028.0,58708.0,48226.0,85621.0,0.0,5837.0,1731.0,1215.0,32401.0,221245.0,86950.0,45.0,6/30/2011,0
9553,8472,102064.0,70832.0,8021.0,24414.0,4793.0,0.0,823.0,449.0,222.0,28123.0,52928.0,18971.0,14.0,6/30/2011,0
9807,230044,2306966.0,1558193.0,500383.0,970148.0,86390.0,0.0,53368.0,11862.0,16717.0,110090.0,1604538.0,173647.0,236.0,6/30/2011,0
9955,12393,105575.0,53929.0,11575.0,23490.0,8390.0,0.0,1140.0,848.0,288.0,36234.0,54768.0,28988.0,26.0,6/30/2011,0
10250,27534,398147.0,308947.0,69260.0,171320.0,51728.0,312.0,14111.0,3676.0,-2242.0,30698.0,339185.0,43155.0,116.0,6/30/2011,0
10849,22773,271665.0,200521.0,42466.0,145035.0,10929.0,0.0,4267.0,1887.0,207.0,15882.0,221635.0,29731.0,59.0,6/30/2011,0
10858,37822,399916.0,259983.0,44561.0,102057.0,45803.0,0.0,2605.0,3574.0,893.0,22231.0,286066.0,84627.0,128.0,6/30/2011,0
11145,16993,171466.0,123999.0,74803.0,41433.0,2222.0,0.0,1669.0,1387.0,240.0,65521.0,81782.0,20316.0,56.0,6/30/2011,0
11640,30759,325620.0,189415.0,25786.0,74933.0,45950.0,0.0,3023.0,1980.0,1106.0,23397.0,249429.0,91474.0,58.0,6/30/2011,0
11837,10400,111013.0,34373.0,5867.0,25009.0,1625.0,117.0,985.0,660.0,98.0,42920.0,50532.0,67363.0,17.0,6/30/2011,0
12030,34541,327309.0,278102.0,54443.0,157288.0,33564.0,0.0,10454.0,2188.0,-25.0,74676.0,216821.0,4628.0,87.0,6/30/2011,0
12142,19396,181578.0,103887.0,27597.0,45934.0,16912.0,374.0,1754.0,1562.0,312.0,76560.0,78232.0,45107.0,70.0,6/30/2011,0
12245,13271,115058.0,79407.0,34491.0,36513.0,3262.0,57.0,1281.0,961.0,180.0,24282.0,73794.0,32787.0,42.0,6/30/2011,0
12311,3625966,,,,,,,,,,,,,,6/30/2011,0
12647,9627,91899.0,74100.0,22344.0,29228.0,15307.0,0.0,707.0,641.0,279.0,14729.0,60962.0,0.0,25.0,6/30/2011,0
12656,1354,17455.0,13053.0,7451.0,2474.0,1195.0,0.0,256.0,186.0,21.0,5066.0,10985.0,0.0,9.0,6/30/2011,0
12937,32081,204654.0,167944.0,56388.0,99306.0,10905.0,0.0,1958.0,1372.0,380.0,39964.0,125075.0,490.0,39.0,6/30/2011,0
12946,69738,691288.0,519838.0,144737.0,302729.0,40402.0,0.0,8750.0,3607.0,3096.0,76422.0,526925.0,117575.0,159.0,6/30/2011,0
12955,12263,110927.0,97341.0,16938.0,63227.0,15258.0,0.0,926.0,1261.0,356.0,31826.0,63682.0,7.0,53.0,6/30/2011,0
13037,24816,158620.0,97536.0,41514.0,35605.0,12381.0,231.0,2311.0,1189.0,144.0,38866.0,94562.0,37516.0,49.0,6/30/2011,0
13103,176228,1272372.0,903632.0,309630.0,322807.0,86969.0,0.0,10289.0,10123.0,2172.0,95203.0,871738.0,270943.0,288.0,6/30/2011,0
13251,3851,40055.0,19625.0,3994.0,6365.0,4087.0,0.0,604.0,197.0,171.0,6673.0,29425.0,4926.0,8.0,6/30/2011,0
13457,5833,20947.0,11723.0,263.0,5716.0,1002.0,0.0,136.0,122.0,117.0,5567.0,9452.0,4315.0,4.0,6/30/2011,0
14052,6421,63321.0,39668.0,12499.0,19297.0,3091.0,0.0,1160.0,612.0,-76.0,18464.0,37296.0,11352.0,19.0,6/30/2011,0
14155,14305,116932.0,95631.0,33479.0,36079.0,6000.0,0.0,1680.0,1124.0,430.0,31166.0,65565.0,6555.0,44.0,6/30/2011,0
14650,2735,26822.0,15723.0,4217.0,3264.0,2938.0,0.0,233.0,311.0,86.0,12775.0,11045.0,24.0,13.0,6/30/2011,0
14753,3375,42236.0,14621.0,1466.0,3091.0,1499.0,0.0,503.0,347.0,-23.0,8813.0,29643.0,11480.0,11.0,6/30/2011,0
14865,26832,249713.0,191521.0,15449.0,110833.0,18305.0,550.0,3206.0,2468.0,546.0,27145.0,194413.0,26930.0,97.0,6/30/2011,0
14977,7572,44394.0,21028.0,7197.0,6501.0,674.0,0.0,320.0,323.0,34.0,8450.0,27996.0,7737.0,17.0,6/30/2011,0
16458,33150,288725.0,140821.0,22365.0,95487.0,19598.0,0.0,2527.0,2483.0,468.0,27989.0,226584.0,79211.0,80.0,6/30/2011,0
16551,17372,159421.0,127786.0,44876.0,61028.0,11176.0,0.0,2511.0,1496.0,314.0,25548.0,106525.0,13681.0,56.0,6/30/2011,0
16748,6280,59535.0,27516.0,8966.0,7901.0,2256.0,0.0,456.0,431.0,121.0,17498.0,35283.0,10318.0,15.0,6/30/2011,0
16944,4127,37459.0,14806.0,8464.0,3691.0,697.0,0.0,215.0,294.0,89.0,12445.0,20679.0,16146.0,12.0,6/30/2011,0
16953,4695,34207.0,13751.0,1544.0,3187.0,2836.0,0.0,100.0,279.0,50.0,11856.0,17532.0,9111.0,8.0,6/30/2011,0
17110,18397,109234.0,74685.0,1905.0,0.0,10125.0,0.0,319.0,3990.0,1168.0,0.0,88332.0,19860.0,64.0,6/30/2011,0
17147,567722,4096921.0,2804303.0,538944.0,1289669.0,720965.0,0.0,80936.0,29007.0,7466.0,289380.0,2891888.0,572284.0,1113.0,6/30/2011,0
17259,7178,64871.0,32351.0,8980.0,13902.0,3448.0,0.0,192.0,574.0,260.0,13283.0,39521.0,26947.0,29.0,6/30/2011,0
17464,218613,1600712.0,1201236.0,103204.0,357414.0,165505.0,3693.0,42454.0,13944.0,-13610.0,206315.0,969289.0,126602.0,436.0,6/30/2011,0
17950,25199,277963.0,145406.0,29340.0,60901.0,12522.0,0.0,2354.0,1624.0,191.0,77405.0,170022.0,113931.0,81.0,6/30/2011,0
18050,39676,338265.0,201370.0,66768.0,101661.0,12765.0,0.0,2720.0,2552.0,1305.0,128939.0,168108.0,92272.0,111.0,6/30/2011,0
18135,19170,236788.0,141060.0,78632.0,8238.0,43216.0,0.0,1535.0,2145.0,334.0,68419.0,110590.0,39320.0,57.0,6/30/2011,0
18377,3294,44137.0,19728.0,19107.0,525.0,0.0,0.0,202.0,69.0,146.0,0.0,40735.0,8683.0,3.0,6/30/2011,0
18827,39728,405538.0,290403.0,131833.0,103392.0,28838.0,0.0,4434.0,2234.0,848.0,99476.0,265827.0,58526.0,85.0,6/30/2011,0
18836,13282,158111.0,122284.0,59053.0,43026.0,1888.0,0.0,2433.0,1327.0,150.0,27214.0,112262.0,9651.0,52.0,6/30/2011,0
18854,19324,178146.0,128288.0,9920.0,43345.0,59598.0,0.0,1056.0,1071.0,10110.0,40739.0,117306.0,12256.0,37.0,6/30/2011,0
18957,839,27185.0,20195.0,6495.0,7854.0,4403.0,0.0,489.0,293.0,-88.0,7758.0,17555.0,4419.0,9.0,6/30/2011,0
19356,8104,77167.0,41007.0,9971.0,15138.0,12234.0,0.0,924.0,564.0,118.0,23751.0,42109.0,28995.0,28.0,6/30/2011,0
19730,223889,2266470.0,1659122.0,266526.0,1211808.0,151756.0,0.0,42227.0,16069.0,-487.0,270828.0,1717087.0,156267.0,535.0,6/30/2011,0
19936,20789,241104.0,144307.0,41432.0,73533.0,14281.0,0.0,3796.0,1355.0,61.0,75882.0,139013.0,21209.0,50.0,6/30/2011,0
19972,12700,80696.0,35276.0,35145.0,524.0,143.0,0.0,250.0,310.0,165.0,0.0,67288.0,0.0,5.0,6/30/2011,0
20053,7976,67284.0,47748.0,16886.0,19041.0,3460.0,83.0,1155.0,579.0,143.0,13518.0,43789.0,11218.0,19.0,6/30/2011,0
20370,3772,173478.0,129173.0,34729.0,86605.0,6666.0,0.0,2525.0,1994.0,-435.0,34952.0,128351.0,5474.0,57.0,6/30/2011,0
20512,9560,100052.0,50080.0,32014.0,10207.0,1423.0,0.0,555.0,695.0,272.0,24432.0,61870.0,39991.0,26.0,6/30/2011,0
20633,25409,332553.0,208938.0,51604.0,135860.0,10028.0,0.0,2867.0,2412.0,266.0,64788.0,234242.0,66383.0,88.0,6/30/2011,0
20857,17462,193016.0,49227.0,2088.0,17749.0,6602.0,0.0,621.0,622.0,783.0,130011.0,39802.0,111760.0,17.0,6/30/2011,0
21256,1022,9738.0,5539.0,2153.0,2785.0,254.0,0.0,143.0,89.0,6.0,4137.0,4569.0,627.0,4.0,6/30/2011,0
21359,2383,24410.0,15283.0,3609.0,3753.0,2674.0,0.0,193.0,185.0,77.0,3653.0,18019.0,4181.0,7.0,6/30/2011,0
21630,8403,85320.0,29857.0,12036.0,9943.0,4592.0,0.0,336.0,573.0,238.0,21250.0,48572.0,43854.0,29.0,6/30/2011,0
21658,14150,143851.0,97081.0,30474.0,39739.0,7350.0,154.0,1558.0,1067.0,249.0,42019.0,86164.0,34928.0,45.0,6/30/2011,0
22048,18418,185625.0,120286.0,27795.0,63268.0,17724.0,0.0,2793.0,1671.0,283.0,49721.0,94138.0,46119.0,66.0,6/30/2011,0
22356,40560,360990.0,140798.0,28126.0,61900.0,23908.0,0.0,2312.0,2124.0,543.0,25918.0,244664.0,176786.0,74.0,6/30/2011,0
22459,10161,101339.0,72333.0,24004.0,11296.0,3949.0,0.0,1095.0,880.0,192.0,34296.0,51429.0,17271.0,41.0,6/30/2011,0
22543,13041,81857.0,54301.0,27338.0,23851.0,1453.0,0.0,883.0,548.0,192.0,35689.0,32329.0,8596.0,24.0,6/30/2011,0
22552,4728,56113.0,48499.0,5082.0,20863.0,8239.0,0.0,654.0,470.0,239.0,14837.0,36216.0,5321.0,13.0,6/30/2011,0
22730,12188,111992.0,72624.0,27668.0,21593.0,10362.0,0.0,699.0,1046.0,150.0,36310.0,59571.0,29061.0,47.0,6/30/2011,0
22936,19034,270798.0,199736.0,48706.0,118675.0,15235.0,0.0,6726.0,1792.0,4.0,57434.0,189790.0,14375.0,65.0,6/30/2011,0
22954,8301,81968.0,53999.0,12488.0,19728.0,7261.0,0.0,1371.0,588.0,219.0,23606.0,42396.0,18929.0,20.0,6/30/2011,0
23045,7353,38688.0,7275.0,3061.0,3091.0,529.0,0.0,191.0,292.0,51.0,9360.0,21890.0,27523.0,15.0,6/30/2011,0
23241,40532,2175584.0,1329782.0,320537.0,719403.0,181209.0,0.0,112487.0,24041.0,-45026.0,108966.0,1741759.0,511785.0,516.0,6/30/2011,0
23456,10209,91421.0,62326.0,18317.0,21628.0,10433.0,0.0,770.0,679.0,345.0,31901.0,49016.0,21891.0,23.0,6/30/2011,0
23504,81265,1071937.0,510647.0,146398.0,282885.0,71449.0,0.0,9015.0,7396.0,2404.0,117466.0,850780.0,325964.0,193.0,6/30/2011,0
23540,11943,191136.0,70522.0,37187.0,23666.0,6162.0,0.0,1134.0,1232.0,40.0,42583.0,134450.0,29075.0,40.0,6/30/2011,0
23643,15372,155784.0,109970.0,22435.0,45913.0,15730.0,0.0,1753.0,1138.0,726.0,48555.0,91182.0,41872.0,41.0,6/30/2011,0
23755,14533,159965.0,101703.0,38399.0,48344.0,7478.0,0.0,1256.0,1477.0,112.0,47737.0,97344.0,27837.0,56.0,6/30/2011,0
24006,105429,969570.0,506442.0,175018.0,256094.0,67786.0,0.0,4874.0,4876.0,1285.0,125010.0,729715.0,86302.0,131.0,6/30/2011,0
24453,14094,257240.0,182356.0,36022.0,121947.0,15213.0,0.0,10456.0,2590.0,-1851.0,35900.0,170799.0,11875.0,54.0,6/30/2011,0
24659,4545,37824.0,23587.0,3004.0,3763.0,6417.0,34.0,391.0,248.0,142.0,10494.0,22648.0,0.0,9.0,6/30/2011,0
24668,19907,199266.0,108256.0,46599.0,40098.0,11047.0,0.0,1457.0,1819.0,351.0,21943.0,146618.0,64411.0,70.0,6/30/2011,0
24855,939,12700.0,4806.0,537.0,284.0,778.0,0.0,77.0,91.0,16.0,5510.0,6217.0,0.0,4.0,6/30/2011,0
24949,72884,786189.0,566643.0,126489.0,320610.0,88295.0,751.0,11213.0,5425.0,1200.0,142102.0,560977.0,36029.0,209.0,6/30/2011,0
25357,10739,127424.0,50694.0,8611.0,36714.0,3298.0,0.0,840.0,1092.0,-167.0,39640.0,67834.0,6307.0,48.0,6/30/2011,0
25647,3475,66647.0,56652.0,19942.0,34704.0,1611.0,0.0,2532.0,565.0,46.0,9472.0,53469.0,7459.0,21.0,6/30/2011,0
26149,7311,95295.0,45923.0,13723.0,19351.0,8415.0,0.0,558.0,497.0,149.0,20136.0,65883.0,39437.0,17.0,6/30/2011,0
26242,55267,389128.0,241102.0,103805.0,106106.0,17414.0,878.0,2689.0,2928.0,1250.0,59764.0,263906.0,81946.0,125.0,6/30/2011,0
26457,2901,25102.0,17709.0,6012.0,9375.0,578.0,0.0,188.0,187.0,39.0,5671.0,16442.0,5338.0,7.0,6/30/2011,0
26765,27428,233012.0,153251.0,21180.0,101182.0,26549.0,0.0,3517.0,3058.0,-521.0,51485.0,152509.0,36914.0,73.0,6/30/2011,0
26859,35471,367917.0,274706.0,38410.0,163624.0,44664.0,0.0,6056.0,3021.0,-751.0,91899.0,238844.0,0.0,99.0,6/30/2011,0
27548,52627,557061.0,332837.0,102419.0,98744.0,121619.0,0.0,6223.0,4780.0,770.0,66709.0,413351.0,154523.0,161.0,6/30/2011,0
27614,27873,307805.0,159459.0,104277.0,25684.0,5734.0,272.0,1486.0,2392.0,886.0,97444.0,170602.0,121733.0,96.0,6/30/2011,0
27847,44445,458526.0,294171.0,107123.0,129963.0,16751.0,0.0,6012.0,3145.0,406.0,92608.0,294812.0,126063.0,131.0,6/30/2011,0
28152,6573,71591.0,48084.0,14066.0,24236.0,5013.0,0.0,772.0,438.0,280.0,17843.0,45295.0,8632.0,18.0,6/30/2011,0
28255,19709,243707.0,128845.0,9266.0,73633.0,35072.0,0.0,1718.0,1455.0,508.0,123737.0,99417.0,18439.0,53.0,6/30/2011,0
28349,18581,185258.0,159069.0,42224.0,58308.0,37138.0,0.0,2078.0,1293.0,506.0,34409.0,122093.0,0.0,60.0,6/30/2011,0
28406,144317,884511.0,203491.0,194538.0,7071.0,1000.0,0.0,2972.0,4311.0,1030.0,79038.0,652186.0,515362.0,110.0,6/30/2011,0
28572,4495,54274.0,43870.0,35048.0,4689.0,0.0,0.0,1156.0,633.0,-15.0,5556.0,34852.0,4286.0,18.0,6/30/2011,0
28732,8281,82241.0,47043.0,11059.0,23400.0,6400.0,0.0,1015.0,605.0,100.0,22426.0,44938.0,19027.0,22.0,6/30/2011,0
29104,126306,1288051.0,716568.0,160992.0,431866.0,119822.0,0.0,9591.0,5862.0,3093.0,60299.0,877717.0,410085.0,165.0,6/30/2011,0
29636,77214,831708.0,417991.0,144350.0,199049.0,30958.0,968.0,6524.0,6337.0,1987.0,79368.0,468444.0,336576.0,260.0,6/30/2011,0
29953,10255,82486.0,62232.0,14300.0,33248.0,4805.0,0.0,1137.0,592.0,231.0,19098.0,40468.0,9519.0,20.0,6/30/2011,0
30052,2847,20097.0,14592.0,3230.0,9426.0,1409.0,0.0,237.0,343.0,35.0,5103.0,9598.0,0.0,13.0,6/30/2011,0
30258,12170,436779.0,349468.0,84716.0,202486.0,44675.0,169.0,13687.0,3822.0,-2881.0,25373.0,368628.0,31318.0,116.0,6/30/2011,0
30418,40619,557340.0,215928.0,0.0,0.0,0.0,0.0,49.0,1223.0,788.0,0.0,348900.0,323322.0,19.0,6/30/2011,0
30502,70090,825598.0,507561.0,173363.0,224266.0,50984.0,0.0,9132.0,6205.0,1104.0,53255.0,583980.0,226621.0,215.0,6/30/2011,0
30650,12726,146008.0,87062.0,20567.0,52579.0,13877.0,0.0,3091.0,1260.0,-577.0,32767.0,80088.0,32642.0,30.0,6/30/2011,0
30810,6370576,,,,,,,,,,,,,,6/30/2011,0
31134,14758,117062.0,54570.0,22108.0,12526.0,8044.0,237.0,746.0,836.0,300.0,39513.0,50755.0,26548.0,36.0,6/30/2011,0
31255,35613,411401.0,216238.0,11299.0,140251.0,45019.0,0.0,3202.0,3268.0,883.0,65802.0,286965.0,150508.0,86.0,6/30/2011,0
31657,11227,105346.0,41453.0,14084.0,11559.0,5909.0,0.0,535.0,592.0,463.0,32154.0,61777.0,0.0,31.0,6/30/2011,0
31826,36527,242272.0,161016.0,74830.0,45650.0,14098.0,0.0,3192.0,1487.0,530.0,53200.0,150449.0,48106.0,71.0,6/30/2011,0
31835,12050,118719.0,66087.0,6926.0,10052.0,9417.0,0.0,1494.0,947.0,257.0,37203.0,54578.0,27600.0,27.0,6/30/2011,0
32234,11869,100471.0,39866.0,17631.0,11465.0,3062.0,0.0,365.0,620.0,95.0,36291.0,35670.0,41233.0,24.0,6/30/2011,0
32766,4645,52756.0,15089.0,2638.0,6019.0,2239.0,0.0,232.0,417.0,3.0,23328.0,24740.0,36.0,14.0,6/30/2011,0
33147,34212,375980.0,303097.0,73700.0,152242.0,52864.0,0.0,5460.0,2847.0,657.0,23521.0,302458.0,17975.0,92.0,6/30/2011,0
33259,48274,579815.0,414834.0,48352.0,307091.0,33371.0,0.0,14256.0,3422.0,341.0,36179.0,487593.0,51435.0,82.0,6/30/2011,0
33268,12313,129766.0,32564.0,5890.0,9177.0,6987.0,0.0,662.0,877.0,378.0,34736.0,77533.0,88069.0,39.0,6/30/2011,0
