,AsOfDate,Target,EQTA,EQTL,LLRTA,LLRGL,OEXTA,INCEMP,ROA,ROE,TDTL,TDTA,TATA
416,3/31/2012,1,-0.014758819294456443,-0.02074242711692911,0.023353131749460042,0.03282109656611649,0.026345392368610512,-150.6,-0.050823434125269976,3.4435975609756095,1.4174413457281982,1.0085493160547156,8.999280057595392e-05
1690,3/31/2012,1,0.04129770107226335,0.06342080599812558,0.022055547757523237,0.03387066541705717,0.008665987220720253,-4.09375,-0.0007994678351509529,-0.019358652283138763,1.4658106841611995,0.9544913614754148,0.06825380357502486
9257,3/31/2012,1,0.013394618938180468,0.024441902825433133,0.038326717273719155,0.06993688312788579,0.012535691900550178,-65.16666666666667,-0.01815353901153748,-1.3552859618717505,1.7919261236074047,0.9820089606982845,0.20946212596048935
23156,3/31/2012,1,0.014709084790054045,0.020446071079679138,0.038663314394314335,0.0537431720304352,0.01692633579474591,-18.128205128205128,-0.006998198483558688,-0.4757738896366083,1.363075991689484,0.9806089521509315,0.03071486548017342
23632,3/31/2012,1,0.0006421514394250036,0.0010773484248646824,0.029979961780384208,0.050297893329525833,0.02019295490240072,-59.878787878787875,-0.01528784631691334,-23.80722891566265,1.6747316364013967,0.998220544204003,0.0015550896304147679
26759,3/31/2012,1,0.01525298535024006,0.017682570038105295,0.03635356395420411,0.04214417217314362,0.010094792564323525,-17.06451612903226,-0.003256186138126308,-0.21347861178369654,1.0771596569096176,0.9291579465714638,0.03138003200787886
27405,3/31/2012,1,0.001115116615237567,0.0016642304915203494,0.03731215595112367,0.055685680573411056,0.011286868174335798,-77.76190476190476,-0.019269687118338062,-17.280423280423282,1.4090837046299067,0.944155667919452,0.14001498622329472
31495,3/31/2012,1,0.009690841669541221,0.01114347691354199,0.031137892376681613,0.035805392004958164,0.0063340807174887895,-70.5609756097561,-0.006237064505001725,-0.6436040044493883,1.135551286024171,0.9875237150741635,0.07561659192825113
32503,3/31/2012,1,-0.05192935835686209,-0.06718235209855322,0.029770802192326855,0.03851525569402665,0.02871892819575929,-382.93055555555554,-0.0635991621915887,1.224724591329069,1.2412948240462207,0.9594728634962816,0.02478132093229253
34515,3/31/2012,1,0.006071872057383599,0.009610588570614222,0.025716826044710886,0.04070471711557646,0.009189404142453584,-27.89516129032258,-0.006488293310623994,-1.0685820203892493,1.4034487672794642,0.8866846490619267,0.13251387132958428
35224,3/31/2012,1,0.002153123969507109,0.002940553141888312,0.03183131922487537,0.043472501854402885,0.01169670048299808,-27.0,-0.009427191434058154,-4.378378378378378,1.1960633675956343,0.8757783252187069,0.1113805210172056
35299,3/31/2012,1,0.01946185132682397,0.03989137813985064,0.011638690531392005,0.023856076035302105,0.007419085597700084,-14.789473684210526,-0.0018613955829943959,-0.095643294758339,2.0080923285811267,0.979690253176296,0.12403783733654827
35372,3/31/2012,1,0.020616850274952643,0.026784220963849664,0.020800765085612346,0.02702315246218909,0.008368123885016461,1.875,0.0005517444319791073,0.026761819803746655,1.2682961794853416,0.9762565979438325,0.0
35527,3/31/2012,1,0.016311577740938582,0.02848768631375773,0.011031292851149179,0.019265825499517462,0.010540103559075746,-21.545454545454547,-0.004850494259225149,-0.2973651191969887,1.7080458948421917,0.9779988129592109,0.005177953787274104
57766,3/31/2012,1,0.0075758040473809804,0.013120849933598938,0.015347904232022034,0.02658167330677291,0.011624411878370006,-73.7,-0.009041890822542158,-1.1935222672064778,1.5461779548472776,0.8927425637502377,0.24786681307086905
37,3/31/2012,0,0.21145105408420928,0.4792759217356582,0.01226143637324564,0.02779182749900173,0.006541781666568794,5.625,0.0015855305655059018,0.0074983337036214175,1.779661919339811,0.7851664807093781,0.4079863761818075
242,3/31/2012,0,0.1319052987598647,0.22193948366799296,0.004674567602496769,0.007865272508559267,0.005444496384084473,13.666666666666666,0.004509582863585118,0.03418803418803419,1.260618117886555,0.749223196854291,0.25349905133775125
279,3/31/2012,0,0.16356753664069829,0.3277783703071672,0.003399618125087319,0.006812606655290102,0.007311507474502864,7.975,0.0021222665007883655,0.012974863743593915,1.484828284982935,0.7409570823159982,0.075237341245817
354,3/31/2012,0,0.09555765595463138,0.2548525334005546,0.016351606805293007,0.04360978069069826,0.00888468809073724,-2.25,-0.0008506616257088847,-0.008902077151335312,2.4106377615326444,0.9038752362948961,0.533648393194707
457,3/31/2012,0,0.08777214119636441,0.10438662644544998,0.009960896216444727,0.01184640522875817,0.0063411540900443885,17.77777777777778,0.004227436060029592,0.048163756773028296,1.0036764705882353,0.8439283449587826,0.012074614246459522
505,3/31/2012,0,0.07751484386082234,0.12763179846513178,0.010466695037185645,0.017233900567233902,0.0071508906316493405,5.192660550458716,0.0014337244412020993,0.018496127577530146,1.3167751084417751,0.7997193345086834,0.1798437594990577
1155,3/31/2012,0,0.08658670061873171,0.14760827678646227,0.013111751435144856,0.022352197521838136,0.006611717929817507,8.584905660377359,0.002032656525720923,0.02347538953668352,1.4722139718369927,0.8635975786816771,0.10323214724474525
1351,3/31/2012,0,0.11520740169622205,0.2624715438014671,0.008808018504240555,0.020066889632107024,0.0040277563608326905,30.066666666666666,0.00556360832690825,0.048292108362779744,2.0075461622776203,0.8811781033153431,0.02218658442559753
1454,3/31/2012,0,0.09918850815784114,0.261975788345863,0.00507666333945473,0.0134084371790711,0.006864268268665911,14.67123287671233,0.003605508247053061,0.03635006024403075,2.374075835915584,0.8988656619945429,0.44480727699965156
1557,3/31/2012,0,0.08395162703744816,0.16870652461037247,0.005418589706140095,0.010889025857767604,0.004264766022083309,9.538461538461538,0.0018110650230764736,0.021572720946416143,1.761967655777641,0.8767891569784425,0.06603084652684466
1669,3/31/2012,0,0.18042246639288326,0.5386312401297151,0.01311576031432598,0.039155646104326654,0.005475668407089295,13.923076923076923,0.002923586966616998,0.016204118173679498,2.438355173536184,0.8167629754362161,0.24636469728356775
1829,3/31/2012,0,0.1079121063570346,0.18314425993263736,0.010278283793190266,0.017443906362585252,0.00694105043862897,7.739130434782608,0.0017574779204494403,0.01628619790475319,1.4295918025369907,0.8423428760435026,0.2409694761629715
1856,3/31/2012,0,0.16843501326259946,0.3521728025686868,0.007189724975568895,0.015032655890830809,0.02579226581041463,-383.57142857142856,-0.023427683931313694,-0.13909034397016162,1.187962929178677,0.5681715063520871,0.24809786402345385
2040,3/31/2012,0,0.10374390280100128,0.17021362942761598,0.017923044196653838,0.029406512775559234,0.005778116373638334,4.488372093023256,0.0009547743665344163,0.009203185351199275,1.266760819453914,0.7720810123576496,0.23357837559735237
2161,3/31/2012,0,0.10786085883079094,0.24454810495626822,0.004379390412368104,0.009929196168263224,0.006554389677571055,15.580645161290322,0.003549069746935896,0.032904148783977114,1.9961516034985423,0.8804264762072715,0.31845369308996857
2376,3/31/2012,0,0.1611286594554591,0.2311681317201716,0.0115871424051336,0.01662384625319092,0.0034004120179302114,41.598930481283425,0.0029798135729952814,0.018493380278006927,0.7736152977415552,0.5392248271064589,0.20792042798381655
2554,3/31/2012,0,0.09866275277234181,0.24439507170268632,0.008724722765818656,0.021611795596849122,0.005544683626875407,13.75,0.004484670580560991,0.045454545454545456,2.2280347404564735,0.8994618395303327,0.1515003261578604
2732,3/31/2012,0,0.14526519720319475,0.22015553527601275,0.011023781072756955,0.016707005322435284,0.005510955525261195,7.217391304347826,0.001241694763750741,0.008547778736113077,1.2887832085385693,0.8503776509902703,0.15268170538547704
2750,3/31/2012,0,0.08960329481441141,0.1363848305875039,0.013138412838884256,0.01999792767588851,0.006007590326588267,-24.1,-0.004101499344781225,-0.04577397910731244,1.258444720754326,0.8267839820282851,0.24093330383430622
3177,3/31/2012,0,0.10296002398279355,0.14206002090363093,0.0034264007903054786,0.004727607367072478,0.005387074642420974,8.335164835164836,0.0015260863179369969,0.014822124732527578,1.0676008988838905,0.7737589608529183,0.06593759242530024
3252,3/31/2012,0,0.12107952560557526,0.2603542008835924,0.009858546145693325,0.02119857912226424,0.004837496817436305,20.82857142857143,0.004316444528654915,0.03564966502029439,1.842239282940555,0.8567461468775349,0.4282339287934679
3458,3/31/2012,0,0.09537139141007153,0.2202559749249053,0.009161082364916447,0.02115711114013321,0.005372239658438658,4.909090909090909,0.001526847060819408,0.016009487103468723,1.7412824866135561,0.7539796985890802,0.284191477931405
3720,3/31/2012,0,0.13766052207754179,0.24797937688236996,0.007027785255819884,0.012659735574877911,0.00769844755845861,8.206349206349206,0.0024417775384804304,0.017737674546265483,1.4688526263846586,0.8154025626856719,0.22898866958546457
3953,3/31/2012,0,-0.014758819294456443,-0.02074242711692911,0.023353131749460042,0.03282109656611649,0.026345392368610512,-150.6,-0.050823434125269976,3.4435975609756095,1.4174413457281982,1.0085493160547156,8.999280057595392e-05
3971,3/31/2012,0,0.1478052274287382,0.23954977326971855,0.01932626832823833,0.031322323822486724,0.025605555911271,1.304054054054054,0.0011495399606595263,0.007777397191271585,1.2882913538416243,0.7948919923820642,0.15276820241433173
4156,3/31/2012,0,0.1064545486542339,0.17074193548387095,0.009684085618177522,0.015532258064516129,0.008150520657874227,9.890625,0.0031827758028589673,0.029897978462119782,1.3452983870967743,0.8387695278128346,0.22829502772987134
4231,3/31/2012,0,0.11537977966021783,0.2092608955904569,0.006372880290433607,0.01155830459196762,0.006310015873265335,1.0625,0.0002671737729651574,0.002315603078389975,1.5980816919875724,0.8811312451869431,0.33738546888997156
4437,3/31/2012,0,0.10207293666026872,0.1857492141110723,0.012921305182341651,0.023513796716730703,0.007001919385796545,-0.36666666666666664,-8.445297504798465e-05,-0.0008273787138021812,1.5867830946559554,0.8719692898272553,0.3562955854126679
