,1-4 family residential loans,Allowance for loan losses,AsOfDate,Available-for-sale Fair Value,Commercial and industrial loans,Credit cards,Net Income before,Number of full-time employees,Other real estate loans,Target,Total assets,Total equity capital,Total loans,Total noninterest expense,Total nontransaction deposits,Total transaction deposits
222147,1547997.0,190354.0,,1305872.0,982358.0,11.0,-3053.0,1948.0,2053669.0,,9354691.0,837183,5682545.0,200986.0,7025041.0,576639.0
222156,17670.0,1975.0,,69165.0,8190.0,0.0,563.0,28.0,35452.0,,142033.0,22993,65123.0,2483.0,86148.0,32093.0
222446,71613.0,5985.0,,66938.0,38453.0,523.0,2191.0,84.0,136654.0,,379267.0,40536,270295.0,7185.0,254086.0,61755.0
222558,7855.0,1374.0,,28171.0,21445.0,0.0,2191.0,20.0,23832.0,,121817.0,10405,73028.0,1267.0,100015.0,11142.0
222754,19860.0,2670.0,,34610.0,18529.0,0.0,2675.0,48.0,117496.0,,199253.0,23245,156813.0,4339.0,107605.0,52158.0
223322,207365.0,21680.0,,25676.0,81323.0,0.0,9882.0,278.0,540499.0,,1195612.0,120756,956195.0,21468.0,967238.0,86399.0
223331,72837.0,7329.0,,325736.0,192454.0,5130.0,3726.0,405.0,280204.0,,1221265.0,139695,638021.0,33837.0,904598.0,112796.0
223452,8627.0,722.0,,25424.0,2166.0,0.0,461.0,15.0,16485.0,,68579.0,7181,39087.0,759.0,44880.0,15729.0
223751,10860.0,1511.0,,8508.0,4427.0,0.0,301.0,16.0,17389.0,,64534.0,5961,43433.0,1341.0,46596.0,11350.0
223845,19895.0,596.0,,35797.0,3480.0,134.0,1267.0,26.0,9218.0,,115312.0,13234,39888.0,1651.0,78964.0,22806.0
224178,384360.0,6249.0,,1088998.0,12402.0,91.0,13878.0,272.0,155831.0,,1963608.0,218353,642346.0,20040.0,1112332.0,52940.0
224552,2132.0,243.0,,2127.0,3322.0,0.0,229.0,11.0,4684.0,,22516.0,1785,17273.0,902.0,11885.0,8758.0
224637,84951.0,5497.0,,52598.0,20138.0,0.0,18.0,104.0,174156.0,,437073.0,49838,307729.0,11480.0,268676.0,96301.0
224655,56603.0,6890.0,,67267.0,80043.0,0.0,5967.0,82.0,156281.0,,556279.0,50773,412171.0,11488.0,390791.0,67471.0
224954,22422.0,508.0,,0.0,1299.0,0.0,893.0,15.0,17845.0,,63514.0,8355,45011.0,1474.0,44253.0,10701.0
225054,20716.0,517.0,,4573.0,3650.0,0.0,166.0,21.0,19477.0,,63491.0,5436,50194.0,2017.0,37696.0,15872.0
225157,7675.0,1420.0,,55.0,21668.0,0.0,1789.0,32.0,45803.0,,120449.0,10844,109248.0,2585.0,77285.0,31603.0
225241,8170.0,462.0,,8315.0,3378.0,0.0,468.0,10.0,6365.0,,37435.0,4476,26600.0,909.0,23156.0,9138.0
225335,76481.0,13713.0,,178453.0,47104.0,0.0,-21356.0,104.0,346577.0,,742064.0,60637,470338.0,15511.0,568446.0,80615.0
225559,91908.0,6431.0,,132985.0,18265.0,0.0,-14226.0,99.0,73277.0,,371381.0,13086,187227.0,11570.0,258413.0,63106.0
225942,5627.0,122.0,,15549.0,3313.0,85.0,145.0,9.0,4531.0,,34424.0,3607,15173.0,996.0,22206.0,8478.0
226752,4929.0,951.0,,27111.0,3221.0,0.0,170.0,21.0,16581.0,,70097.0,7037,33618.0,1685.0,40856.0,17316.0
226949,3276.0,164.0,,600.0,4900.0,0.0,-37.0,8.0,3299.0,,17655.0,1435,13198.0,645.0,12465.0,3714.0
227151,33700.0,3126.0,,106099.0,21233.0,792.0,2482.0,65.0,29842.0,,233384.0,32887,94773.0,5278.0,109065.0,76567.0
227179,57145.0,5717.0,,257679.0,47982.0,5130.0,3966.0,164.0,221678.0,,720525.0,71018,352922.0,12900.0,524952.0,84447.0
227357,16710.0,2068.0,,125709.0,16890.0,0.0,2277.0,56.0,56409.0,,264645.0,26590,102177.0,5298.0,202818.0,24418.0
227656,10461.0,1499.0,,11554.0,4841.0,0.0,-388.0,17.0,30732.0,,69782.0,4687,48837.0,1883.0,51632.0,10555.0
228000,160993.0,3400.0,,13380.0,17590.0,0.0,2078.0,106.0,68144.0,,328742.0,78644,260969.0,9045.0,178638.0,63436.0
228055,2824.0,429.0,,12004.0,2363.0,0.0,250.0,9.0,6686.0,,38883.0,3856,21830.0,771.0,21595.0,13158.0
228158,49071.0,3061.0,,33568.0,39963.0,311.0,3451.0,70.0,105071.0,,267919.0,25077,214736.0,5743.0,172381.0,51963.0
228345,31964.0,2500.0,,0.0,1764.0,245.0,2012.0,19.0,88035.0,,155370.0,21959,125670.0,1397.0,119540.0,12818.0
229342,17356.0,1559.0,,47896.0,13163.0,0.0,1432.0,22.0,9827.0,,156249.0,15482,76123.0,1790.0,63820.0,52579.0
229454,13361.0,801.0,,36420.0,4413.0,0.0,1319.0,25.0,19038.0,,96534.0,8683,48338.0,2292.0,62835.0,24929.0
229801,2128401.0,135363.0,,768284.0,1659201.0,9036.0,110692.0,2779.0,4722593.0,,14211428.0,1415532,9642364.0,250739.0,6920359.0,2777334.0
229913,,,,,,,,,,,,1055782,,,,
229940,15385.0,492.0,,11546.0,4583.0,0.0,498.0,21.0,9698.0,,54119.0,6914,30736.0,1125.0,33750.0,13065.0
229959,450.0,67.0,,0.0,210.0,0.0,27.0,6.0,1094.0,,21364.0,2206,3267.0,403.0,10391.0,8691.0
230254,14805.0,485.0,,0.0,4856.0,18.0,173.0,22.0,13931.0,,73895.0,9146,36263.0,1449.0,41628.0,22541.0
230357,3029.0,463.0,,2934.0,7860.0,0.0,66.0,15.0,6965.0,,46466.0,2758,30878.0,1123.0,27610.0,16028.0
230423,60511.0,1598.0,,59905.0,10086.0,828.0,848.0,65.0,35717.0,,213963.0,38920,120733.0,5429.0,103538.0,62674.0
230535,30054.0,9299.0,,14623.0,35837.0,854.0,-4466.0,84.0,119847.0,,272630.0,2423,188693.0,9335.0,222693.0,46073.0
230610,61181.0,2674.0,,52832.0,20880.0,1070.0,1357.0,56.0,50809.0,,243126.0,23447,142809.0,5114.0,137738.0,78357.0
230740,6105.0,750.0,,24030.0,4565.0,0.0,576.0,10.0,35165.0,,78025.0,6902,48076.0,1258.0,55934.0,7758.0
230759,51635.0,7509.0,,399813.0,76260.0,0.0,10899.0,244.0,267975.0,,904913.0,128846,414716.0,14049.0,597096.0,24254.0
231149,44405.0,1686.0,,137702.0,9783.0,0.0,2790.0,68.0,45282.0,,327190.0,39507,143079.0,5648.0,172851.0,104919.0
231242,298425.0,36921.0,,465254.0,465701.0,0.0,2392.0,344.0,803995.0,,2357374.0,190386,1584072.0,49344.0,1805325.0,279396.0
231279,26718.0,437.0,,11707.0,805.0,0.0,379.0,18.0,4889.0,,84408.0,9209,33689.0,1359.0,57899.0,17210.0
231336,41785.0,1155.0,,71040.0,3060.0,0.0,676.0,37.0,17434.0,,153254.0,14928,64743.0,3459.0,96188.0,39584.0
232258,604.0,320.0,,10494.0,423.0,0.0,115.0,7.0,3662.0,,19612.0,3515,7383.0,399.0,9038.0,6019.0
232847,20751.0,628.0,,39818.0,5781.0,0.0,1175.0,37.0,32163.0,,146183.0,14831,73738.0,2772.0,86023.0,38171.0
232856,79887.0,3904.0,,55312.0,12361.0,0.0,6999.0,97.0,94066.0,,293337.0,40761,193837.0,6354.0,226617.0,23504.0
233031,,,,,,,,,,,,16047054,,,,
233246,4461.0,357.0,,10585.0,422.0,0.0,671.0,15.0,22385.0,,54715.0,7283,32109.0,956.0,25172.0,15745.0
233358,19421.0,1910.0,,22282.0,24539.0,0.0,3027.0,47.0,43092.0,,180470.0,22943,111683.0,3274.0,73662.0,82395.0
233442,6347.0,339.0,,4511.0,2230.0,0.0,36.0,11.0,6474.0,,27284.0,2842,18118.0,671.0,17922.0,6453.0
233451,3811.0,316.0,,948.0,4889.0,0.0,383.0,7.0,8591.0,,38543.0,4622,27943.0,392.0,24216.0,9366.0
233527,54320.0,1418.0,,16619.0,6304.0,39.0,957.0,32.0,30621.0,,141156.0,16393,104214.0,2683.0,55067.0,46521.0
233554,30198.0,6864.0,,39016.0,115001.0,1062.0,3359.0,133.0,148578.0,,463422.0,54392,320438.0,11101.0,300489.0,102010.0
234056,15356.0,592.0,,15226.0,7111.0,0.0,1149.0,13.0,10111.0,,95505.0,6957,48210.0,1342.0,49839.0,36955.0
234355,102466.0,9913.0,,237221.0,37781.0,0.0,4041.0,320.0,197118.0,,834080.0,97140,434804.0,27505.0,465418.0,259045.0
234506,61495.0,1754.0,,53445.0,9077.0,0.0,1203.0,55.0,23845.0,,206738.0,23283,113861.0,4079.0,139982.0,43137.0
234739,156733.0,6242.0,,60529.0,43533.0,2348.0,3205.0,216.0,243149.0,,650754.0,66766,464374.0,17053.0,482840.0,87630.0
234841,14346.0,683.0,,123591.0,5267.0,0.0,2680.0,12.0,26920.0,,190559.0,31372,57498.0,969.0,136147.0,10288.0
235017,41723.0,1040.0,,11924.0,6973.0,0.0,421.0,37.0,38654.0,,122731.0,14134,92111.0,3403.0,81216.0,23647.0
235231,35595.0,1235.0,,27109.0,14513.0,0.0,951.0,48.0,41352.0,,190192.0,20994,120742.0,3768.0,134920.0,32550.0
235316,11591.0,643.0,,2449.0,1703.0,0.0,-251.0,19.0,12110.0,,38238.0,3196,26286.0,1267.0,24098.0,7976.0
235446,23949.0,860.0,,79589.0,13427.0,1.0,1538.0,55.0,37707.0,,194563.0,20983,102257.0,3666.0,115429.0,56118.0
235530,47002.0,3166.0,,110363.0,26913.0,0.0,1277.0,121.0,85193.0,,341521.0,34358,187182.0,9911.0,258499.0,32886.0
235558,1312.0,90.0,,0.0,1346.0,0.0,121.0,5.0,2753.0,,15890.0,1220,13152.0,428.0,8487.0,2789.0
235950,2443.0,684.0,,30705.0,2655.0,0.0,337.0,19.0,7815.0,,67770.0,10538,27383.0,1556.0,35832.0,21193.0
236050,2302.0,296.0,,12830.0,1200.0,0.0,260.0,15.0,4975.0,,50859.0,5098,25647.0,1247.0,28615.0,14870.0
236153,109075.0,13500.0,,182742.0,138026.0,9317.0,9117.0,311.0,270587.0,,1056942.0,94410,719374.0,27291.0,837022.0,92563.0
236256,7512.0,372.0,,42152.0,2548.0,0.0,476.0,21.0,6365.0,,76806.0,10074,24376.0,1144.0,38019.0,20609.0
236452,11087.0,4273.0,,0.0,14641.0,0.0,-3525.0,18.0,55177.0,,129003.0,2499,84133.0,2870.0,85804.0,35155.0
236603,48287.0,766.0,,126948.0,4768.0,826.0,1230.0,54.0,22932.0,,238902.0,22600,80488.0,4480.0,175606.0,35817.0
236706,443661.0,13843.0,,311382.0,26611.0,0.0,9613.0,293.0,481754.0,,1574163.0,117566,964400.0,32803.0,1255179.0,143886.0
236957,32710.0,2076.0,,57867.0,6764.0,85.0,1645.0,33.0,54347.0,,185059.0,28135,103063.0,3082.0,76028.0,71139.0
237066,27182.0,5048.0,,159090.0,103570.0,0.0,-259.0,137.0,125901.0,,670967.0,72492,313528.0,12734.0,407102.0,188330.0
237150,55444.0,2327.0,,68828.0,6896.0,670.0,3071.0,35.0,39416.0,,202628.0,23483,113659.0,3560.0,140311.0,19208.0
237619,256395.0,8359.0,,54997.0,38108.0,0.0,2339.0,238.0,209453.0,,772875.0,79697,526158.0,18278.0,608420.0,64799.0
237954,16231.0,935.0,,53904.0,5399.0,534.0,1252.0,28.0,25480.0,,116916.0,12388,56341.0,1814.0,45927.0,37046.0
238045,561.0,165.0,,12019.0,553.0,0.0,76.0,8.0,1748.0,,27711.0,2462,8548.0,493.0,7759.0,17430.0
238139,31192.0,1909.0,,26310.0,2443.0,0.0,211.0,39.0,31407.0,,135678.0,14884,72623.0,3335.0,81129.0,39112.0
238241,52642.0,3477.0,,41425.0,16663.0,0.0,452.0,56.0,44728.0,,206327.0,34738,121582.0,5312.0,90002.0,76905.0
238250,2335.0,805.0,,37247.0,1831.0,0.0,726.0,15.0,7887.0,,71732.0,6957,27452.0,883.0,30798.0,33762.0
238737,15628.0,2510.0,,89317.0,5256.0,0.0,980.0,70.0,146577.0,,272384.0,25698,167668.0,7752.0,235983.0,10046.0
238755,20173.0,722.0,,9973.0,7178.0,0.0,945.0,31.0,33604.0,,110676.0,11850,66819.0,2788.0,54896.0,43148.0
239015,14138.0,2255.0,,231075.0,80660.0,0.0,2526.0,34.0,68891.0,,419896.0,31526,164302.0,5510.0,316849.0,18102.0
239042,8422.0,193.0,,825.0,540.0,36.0,-302.0,8.0,4704.0,,26241.0,2438,16266.0,712.0,16752.0,6507.0
239275,307287.0,20337.0,,192842.0,11561.0,0.0,-18897.0,171.0,330308.0,,910141.0,62572,652079.0,18730.0,739762.0,28325.0
239556,50691.0,4112.0,,32376.0,15156.0,94.0,3026.0,48.0,44772.0,,172955.0,28409,127359.0,3777.0,76195.0,48596.0
239613,129742.0,23106.0,,204203.0,194357.0,0.0,1117.0,309.0,302437.0,,1129125.0,73158,702034.0,29574.0,900494.0,85790.0
239659,50215.0,3049.0,,6646.0,55600.0,0.0,3085.0,88.0,72044.0,,252800.0,22787,192054.0,6359.0,177122.0,31752.0
239752,1436.0,1005.0,,6730.0,6603.0,0.0,1300.0,29.0,21244.0,,114571.0,14964,63421.0,2175.0,56646.0,33608.0
240356,9440.0,704.0,,55647.0,4299.0,0.0,1427.0,32.0,27391.0,,110077.0,14011,43881.0,1935.0,52986.0,23709.0
240459,11962.0,567.0,,21940.0,2941.0,0.0,428.0,11.0,1947.0,,50458.0,9172,21375.0,936.0,29381.0,9582.0
240954,1796.0,642.0,,13298.0,66048.0,0.0,2857.0,36.0,29226.0,,183182.0,16469,102709.0,3096.0,83799.0,78743.0
241009,18060.0,694.0,,51980.0,4245.0,473.0,1112.0,32.0,4960.0,,117459.0,14329,38383.0,2092.0,71687.0,30435.0
241157,105366.0,4312.0,,147956.0,51319.0,0.0,3946.0,192.0,153647.0,,538216.0,51017,330986.0,13699.0,355218.0,36688.0
241559,10906.0,965.0,,13187.0,20149.0,400.0,617.0,29.0,10861.0,,98155.0,8804,62046.0,2007.0,53673.0,28241.0
241607,277024.0,6710.0,,186435.0,66284.0,296.0,1770.0,184.0,233010.0,,904034.0,78558,584505.0,19877.0,625505.0,17281.0
242248,43305.0,915.0,,15416.0,10818.0,790.0,430.0,45.0,8007.0,,112444.0,13693,74746.0,3141.0,66147.0,31906.0
242257,58158.0,1581.0,,24971.0,6917.0,0.0,1022.0,58.0,46110.0,,159410.0,16110,117893.0,3477.0,97266.0,43953.0
242444,320250.0,9900.0,,0.0,22444.0,0.0,7440.0,441.0,364983.0,,1115891.0,117329,724067.0,31586.0,807523.0,183412.0
242949,10628.0,525.0,,22853.0,5433.0,0.0,391.0,23.0,20533.0,,73720.0,7209,39591.0,1751.0,40301.0,25800.0
242958,20802.0,666.0,,24975.0,10351.0,76.0,454.0,29.0,10172.0,,81219.0,9304,46801.0,1932.0,31974.0,36350.0
243375,3530.0,188.0,,0.0,7498.0,0.0,-322.0,8.0,2137.0,,42032.0,5971,15446.0,997.0,17935.0,17988.0
243414,19650.0,1495.0,,32398.0,12573.0,517.0,515.0,40.0,45043.0,,134397.0,12169,82160.0,3301.0,64887.0,53360.0
243647,939.0,242.0,,12891.0,1832.0,0.0,99.0,10.0,3458.0,,28605.0,3050,11650.0,767.0,17789.0,7680.0
243955,7152.0,347.0,,196.0,2400.0,0.0,342.0,17.0,5806.0,,25582.0,3285,21508.0,1186.0,17913.0,3150.0
244037,24936.0,994.0,,10044.0,2875.0,0.0,512.0,22.0,16089.0,,73957.0,7583,47584.0,1793.0,46165.0,17362.0
244149,40193.0,2212.0,,18224.0,17457.0,0.0,2815.0,390.0,49844.0,,235110.0,23510,166070.0,20944.0,130977.0,52841.0
244158,8157.0,2862.0,,74093.0,29772.0,0.0,2370.0,43.0,28711.0,,212588.0,24443,121179.0,3794.0,125674.0,60482.0
244251,31861.0,3781.0,,210553.0,25719.0,1209.0,6359.0,77.0,61116.0,,424441.0,34646,183155.0,6060.0,354963.0,29710.0
245016,,,,,,,,,,,,67830,,,,
245276,1017647.0,73109.0,,3227424.0,117006.0,3753.0,49432.0,671.0,501194.0,,6937573.0,681610,1693940.0,80708.0,1386293.0,1041882.0
245351,7147.0,1436.0,,211269.0,18571.0,0.0,2987.0,62.0,31656.0,,288752.0,33106,63890.0,4344.0,125846.0,67532.0
245557,145755.0,4358.0,,179335.0,39903.0,0.0,3963.0,108.0,65926.0,,508502.0,56823,290955.0,8211.0,333985.0,104251.0
245856,209.0,266.0,,12403.0,1517.0,64.0,296.0,8.0,6187.0,,34436.0,4133,14354.0,515.0,19241.0,8751.0
246022,60736.0,2974.0,,54719.0,54004.0,0.0,2461.0,74.0,95284.0,,373598.0,31192,215425.0,6507.0,313021.0,27898.0
246134,54376.0,2236.0,,97915.0,7373.0,0.0,1462.0,84.0,89820.0,,328769.0,33358,191785.0,6172.0,224814.0,51941.0
246237,4359.0,99.0,,1.0,1698.0,106.0,46.0,8.0,785.0,,25573.0,3806,9299.0,621.0,11313.0,10366.0
246451,8703.0,522.0,,12877.0,5242.0,0.0,128.0,24.0,17214.0,,56433.0,4900,31608.0,1694.0,33046.0,18219.0
246657,36664.0,4412.0,,245385.0,25510.0,1023.0,2221.0,131.0,162618.0,,507798.0,65077,223568.0,15938.0,327806.0,31098.0
246947,18499.0,433.0,,34779.0,3780.0,0.0,412.0,20.0,7242.0,,84074.0,8659,36767.0,1714.0,46252.0,27902.0
246956,6706.0,2061.0,,60109.0,9651.0,0.0,3177.0,38.0,49353.0,,204067.0,35591,125978.0,2548.0,104375.0,56699.0
247140,33408.0,6234.0,,14019.0,10031.0,422.0,-2775.0,29.0,91704.0,,179058.0,19826,137441.0,3225.0,107826.0,38913.0
247355,73774.0,4032.0,,110564.0,49868.0,0.0,4331.0,225.0,234756.0,,639559.0,101906,396597.0,17282.0,465778.0,38054.0
247476,22256.0,247.0,,2.0,0.0,958.0,127.0,18.0,20583.0,,58698.0,8171,46563.0,1427.0,37694.0,7906.0
247551,15234.0,1630.0,,11727.0,6813.0,0.0,494.0,37.0,32993.0,,96528.0,10269,70072.0,2473.0,50605.0,31508.0
247908,289310.0,10517.0,,81051.0,16639.0,0.0,3158.0,269.0,348445.0,,832570.0,81957,657959.0,23919.0,551591.0,124794.0
248240,100133.0,5672.0,,2301.0,116661.0,0.0,2132.0,209.0,271541.0,,742420.0,55400,545396.0,16933.0,595419.0,55020.0
248352,769.0,284.0,,8108.0,3532.0,0.0,574.0,9.0,7544.0,,35172.0,4478,22201.0,796.0,21141.0,6192.0
248455,14614.0,1905.0,,102238.0,27883.0,654.0,3277.0,54.0,70781.0,,320768.0,26090,142134.0,3889.0,149829.0,133483.0
248633,32918.0,1817.0,,37100.0,7406.0,0.0,1337.0,45.0,58503.0,,215919.0,18055,119843.0,3492.0,140416.0,40258.0
248745,31657.0,2426.0,,6867.0,34346.0,1587.0,1071.0,36.0,50659.0,,171760.0,22104,130981.0,3476.0,109304.0,24843.0
248969,,,,,,,,,,,,32129,,,,
249153,3998.0,739.0,,5593.0,9026.0,0.0,413.0,16.0,23494.0,,105924.0,9114,51506.0,1840.0,75563.0,20986.0
249304,23769.0,274.0,,6834.0,9041.0,0.0,-780.0,25.0,5367.0,,51757.0,2341,39419.0,2330.0,34371.0,11581.0
249416,66189.0,782.0,,44139.0,2167.0,0.0,620.0,37.0,8064.0,,132260.0,12880,80717.0,2738.0,91159.0,26641.0
249546,3528.0,413.0,,4146.0,8788.0,0.0,167.0,15.0,13047.0,,47224.0,4166,30190.0,1248.0,33353.0,9537.0
249564,23360.0,783.0,,108080.0,3409.0,0.0,1337.0,17.0,30347.0,,179788.0,18599,60575.0,2490.0,107657.0,51693.0
249612,808224.0,8594.0,,577634.0,901151.0,0.0,24161.0,629.0,1627489.0,,7079332.0,687727,3450640.0,63390.0,6049190.0,134885.0
249658,11723.0,1457.0,,62788.0,3459.0,0.0,-391.0,27.0,16026.0,,118210.0,2410,36892.0,3759.0,94876.0,16593.0
249872,751069.0,12383.0,,5259.0,33569.0,1676.0,6016.0,401.0,156230.0,,1793424.0,141634,986774.0,23400.0,1369232.0,118723.0
249957,1343.0,295.0,,10821.0,1834.0,0.0,578.0,7.0,9748.0,,37695.0,4932,17903.0,558.0,19497.0,9895.0
250047,21683.0,973.0,,63956.0,11837.0,0.0,1289.0,26.0,33550.0,,171795.0,13264,78751.0,2160.0,88804.0,44514.0
250430,14380.0,338.0,,34458.0,4250.0,0.0,771.0,40.0,3211.0,,96264.0,14129,35215.0,2180.0,56700.0,23054.0
250850,4304.0,444.0,,34626.0,4065.0,0.0,649.0,10.0,8721.0,,72997.0,7037,30875.0,1055.0,42383.0,23206.0
251352,9656.0,2361.0,,180670.0,14451.0,386.0,1812.0,61.0,33998.0,,277604.0,36661,70439.0,7010.0,137266.0,103438.0
251558,58178.0,1782.0,,78569.0,27033.0,637.0,1227.0,73.0,69796.0,,291965.0,26079,167616.0,5724.0,173101.0,60688.0
251745,18608.0,2291.0,,102269.0,2466.0,811.0,2352.0,105.0,44837.0,,333959.0,38324,143835.0,6399.0,168248.0,125235.0
251857,1429.0,867.0,,28440.0,2073.0,1.0,363.0,15.0,6499.0,,62168.0,6812,24542.0,1026.0,34602.0,17955.0
252041,34021.0,1607.0,,80321.0,10933.0,0.0,2126.0,61.0,80260.0,,233249.0,22183,135103.0,4961.0,136151.0,59760.0
252256,2800.0,46.0,,1426.0,658.0,0.0,-18.0,4.0,743.0,,15995.0,1535,5064.0,366.0,11322.0,3099.0
252452,10250.0,523.0,,26155.0,4376.0,0.0,1009.0,21.0,17673.0,,73523.0,7613,36992.0,1524.0,45499.0,19458.0
252658,7511.0,835.0,,15594.0,18026.0,0.0,63.0,24.0,21531.0,,77469.0,8441,50072.0,2106.0,38574.0,27412.0
253262,26466.0,1757.0,,81475.0,31867.0,0.0,2489.0,63.0,51742.0,,284070.0,22563,169440.0,5199.0,159894.0,99245.0
253356,33868.0,6417.0,,303873.0,66077.0,0.0,4331.0,265.0,324045.0,,871378.0,88681,433927.0,24037.0,657886.0,73461.0
253440,36759.0,1654.0,,15914.0,12718.0,0.0,745.0,70.0,59938.0,,179835.0,16269,131449.0,4807.0,111406.0,51292.0
253468,160728.0,25080.0,,370097.0,64230.0,0.0,8037.0,140.0,306923.0,,1082104.0,123356,561064.0,19632.0,801041.0,69404.0
253646,10196.0,877.0,,43239.0,25838.0,212.0,2154.0,28.0,13927.0,,147683.0,13184,92863.0,2496.0,93239.0,36659.0
253730,13145.0,686.0,,9907.0,10067.0,0.0,681.0,34.0,31232.0,,85423.0,8186,60965.0,2534.0,54026.0,19931.0
253776,6217.0,106.0,,5672.0,0.0,0.0,-21.0,5.0,372.0,,14909.0,1615,7436.0,339.0,12984.0,248.0
254317,4043.0,842.0,,58400.0,18275.0,0.0,9705.0,35.0,22612.0,,900888.0,123170,51979.0,4536.0,731780.0,28064.0
254504,48318.0,1340.0,,51455.0,15681.0,0.0,855.0,65.0,28344.0,,182138.0,15279,98556.0,5025.0,92606.0,69605.0
254652,9316.0,1085.0,,7554.0,6600.0,0.0,1421.0,54.0,39931.0,,120135.0,10989,67488.0,3306.0,68614.0,39242.0
254670,5952.0,8.0,,12670.0,0.0,0.0,65.0,5.0,401.0,,19867.0,3938,6353.0,522.0,12750.0,37.0
254849,21626.0,2188.0,,18658.0,55500.0,86.0,-1546.0,80.0,21657.0,,170134.0,14954,99100.0,7142.0,40981.0,105232.0
255136,52516.0,6684.0,,49940.0,8856.0,538.0,-11100.0,108.0,117011.0,,310084.0,15677,188224.0,8069.0,183750.0,72725.0
255350,15357.0,1021.0,,36696.0,10008.0,26.0,668.0,34.0,53428.0,,135355.0,11874,80697.0,2785.0,87802.0,34749.0
255547,27186.0,1050.0,,17719.0,6028.0,0.0,539.0,14.0,15684.0,,74478.0,9053,50819.0,1255.0,45066.0,16283.0
255556,21033.0,906.0,,26163.0,9509.0,0.0,1655.0,56.0,46732.0,,185010.0,18696,88836.0,4580.0,47470.0,94633.0
255574,312744.0,7773.0,,331454.0,494.0,45.0,-2497.0,245.0,87578.0,,934180.0,126481,407141.0,21960.0,681459.0,123552.0
255659,226717.0,26098.0,,642701.0,88154.0,1160.0,23248.0,446.0,807939.0,,2079753.0,219950,1217825.0,37058.0,1547223.0,176124.0
255873,54896.0,1080.0,,3440.0,3079.0,154.0,-494.0,40.0,39534.0,,135276.0,9780,100764.0,3664.0,94032.0,23708.0
256049,1567.0,58.0,,4861.0,0.0,0.0,103.0,4.0,1397.0,,9585.0,1035,3181.0,293.0,5293.0,3095.0
256058,31360.0,2591.0,,127968.0,20500.0,538.0,3256.0,96.0,53850.0,,294703.0,30061,137320.0,6160.0,183817.0,68801.0
256179,7512.0,1093.0,,4202.0,5399.0,0.0,447.0,18.0,13589.0,,57498.0,8063,35396.0,1616.0,30493.0,18494.0
256553,159005.0,17143.0,,290197.0,241037.0,0.0,12264.0,473.0,591858.0,,1816178.0,175024,1373994.0,37163.0,1462878.0,125233.0
256964,31680.0,2421.0,,20259.0,27447.0,0.0,3327.0,86.0,127152.0,,270474.0,28679,205719.0,6403.0,148415.0,85743.0
257233,48049.0,3457.0,,156125.0,15563.0,925.0,3205.0,47.0,91547.0,,400543.0,50490,171770.0,4692.0,239221.0,76303.0
257345,36647.0,1641.0,,20853.0,10462.0,82.0,1598.0,43.0,46249.0,,160240.0,16391,107786.0,3116.0,111048.0,32061.0
257466,9498.0,553.0,,15159.0,19306.0,0.0,655.0,32.0,36152.0,,114894.0,11597,76893.0,2298.0,53805.0,47992.0
257653,2754.0,482.0,,12826.0,4872.0,0.0,350.0,10.0,5307.0,,52838.0,5276,22054.0,671.0,25364.0,22085.0
257756,15482.0,1413.0,,22526.0,18998.0,0.0,825.0,34.0,24271.0,,99862.0,11447,68120.0,2384.0,46999.0,26228.0
257868,91021.0,14367.0,,193209.0,111257.0,2078.0,-389.0,290.0,264755.0,,927050.0,83168,552324.0,28985.0,679341.0,74067.0
258146,3250.0,255.0,,6593.0,4269.0,0.0,179.0,13.0,4943.0,,33413.0,3723,18459.0,757.0,20357.0,8934.0
258306,176441.0,3995.0,,17709.0,23143.0,0.0,1002.0,93.0,76816.0,,371890.0,39783,285660.0,9926.0,238398.0,86638.0
258351,35650.0,2009.0,,11488.0,5873.0,423.0,333.0,48.0,48566.0,,141233.0,16684,98011.0,3082.0,86314.0,33246.0
258379,34674.0,985.0,,15277.0,1638.0,0.0,-1032.0,30.0,25102.0,,90930.0,7251,63212.0,2199.0,65617.0,15445.0
258445,59509.0,6551.0,,0.0,47741.0,0.0,5498.0,183.0,347121.0,,582761.0,53910,466206.0,13326.0,458511.0,34801.0
258539,14106.0,449.0,,52514.0,860.0,0.0,811.0,11.0,3342.0,,86645.0,10052,29681.0,1054.0,63375.0,12991.0
258632,19442.0,524.0,,10540.0,3261.0,0.0,496.0,24.0,16984.0,,70900.0,6321,46760.0,2131.0,29727.0,30946.0
258771,724974.0,53167.0,,333331.0,63734.0,0.0,7828.0,588.0,765269.0,,2297919.0,135712,1556393.0,68039.0,1982358.0,76746.0
259059,8529.0,423.0,,61909.0,1121.0,0.0,650.0,18.0,11523.0,,97299.0,10660,26549.0,1338.0,54563.0,30998.0
259330,85237.0,15261.0,,139978.0,38995.0,242.0,777.0,306.0,214817.0,,637642.0,76648,409583.0,20857.0,490888.0,40567.0
259442,55661.0,2361.0,,35408.0,17657.0,723.0,1036.0,64.0,82976.0,,248379.0,24134,186260.0,5271.0,148363.0,55745.0
259657,25296.0,59097.0,,151487.0,74031.0,0.0,8319.0,421.0,1455914.0,,2477006.0,185150,1573765.0,52158.0,1979194.0,181916.0
259956,21446.0,1081.0,,44283.0,11554.0,0.0,869.0,28.0,19812.0,,123048.0,13402,60281.0,2085.0,39323.0,54408.0
