,Total equity capital,Total assets,Total loans,1-4 family residential loans,Other real estate loans,Commercial and industrial loans,Credit cards,Allowance for loan losses,Total noninterest expense,Net Income before,Total transaction deposits,Total nontransaction deposits,Available-for-sale Fair Value,Number of full-time employees,AsOfDate,Target
3458,5147,56227.0,41218.0,7251.0,12377.0,11674.0,0.0,356.0,731.0,204.0,13309.0,36091.0,3680.0,16.0,6/30/2019,0
3720,40607,277883.0,149273.0,36220.0,79914.0,14603.0,0.0,1725.0,3466.0,1942.0,133926.0,98125.0,77121.0,56.0,6/30/2019,0
3971,103703,811238.0,658100.0,135350.0,402171.0,64342.0,0.0,1729.0,28210.0,3170.0,36768.0,557586.0,57433.0,304.0,6/30/2019,0
4156,23597,222745.0,157171.0,51100.0,72243.0,20517.0,0.0,1686.0,3518.0,746.0,87531.0,106389.0,34141.0,52.0,6/30/2019,0
4231,17941,118639.0,43353.0,14265.0,21431.0,1961.0,0.0,796.0,1530.0,587.0,45539.0,54789.0,40541.0,26.0,6/30/2019,0
5069,202510,455664.0,323028.0,63642.0,275819.0,5568.0,0.0,8758.0,2047.0,9622.0,56233.0,189215.0,28461.0,26.0,6/30/2019,0
5135,75022,519895.0,365136.0,78678.0,150360.0,31360.0,635.0,5115.0,6105.0,3487.0,140694.0,270076.0,57495.0,93.0,6/30/2019,0
5210,168160,1665469.0,1291735.0,532315.0,577741.0,70917.0,0.0,14057.0,20145.0,11967.0,122452.0,1263439.0,175712.0,337.0,6/30/2019,0
5461,66733,633351.0,436924.0,50703.0,325786.0,41746.0,0.0,6137.0,8748.0,4440.0,53196.0,507096.0,145096.0,112.0,6/30/2019,0
5751,36543,203416.0,149728.0,30622.0,58423.0,32301.0,0.0,2069.0,2617.0,2204.0,50765.0,114372.0,36115.0,37.0,6/30/2019,0
6039,31515,288804.0,205369.0,29535.0,147426.0,15871.0,542.0,3005.0,6008.0,1136.0,128661.0,126697.0,21683.0,102.0,6/30/2019,0
6329,79238,836950.0,688194.0,134359.0,261111.0,53971.0,0.0,12710.0,20344.0,5426.0,314239.0,437105.0,24268.0,288.0,6/30/2019,0
7009,82821,806721.0,247576.0,0.0,0.0,77314.0,0.0,0.0,34733.0,14196.0,58659.0,657254.0,256526.0,129.0,6/30/2019,0
7045,22744,205060.0,82079.0,38852.0,17471.0,4765.0,474.0,1350.0,2394.0,863.0,100004.0,77646.0,109744.0,48.0,6/30/2019,0
7072,37282,326309.0,267206.0,168609.0,78447.0,14841.0,0.0,2092.0,4803.0,1514.0,65527.0,200283.0,22622.0,74.0,6/30/2019,0
7456,9288,95452.0,74981.0,6438.0,22613.0,11216.0,0.0,842.0,1457.0,628.0,38772.0,47171.0,10089.0,24.0,6/30/2019,0
7634,10101,70140.0,51494.0,14761.0,16903.0,7088.0,0.0,1147.0,950.0,664.0,16652.0,43207.0,11626.0,11.0,6/30/2019,0
8033,40504,294452.0,277365.0,121155.0,123170.0,18701.0,0.0,1395.0,3304.0,2641.0,80339.0,151281.0,5641.0,50.0,6/30/2019,0
8462,24756,179348.0,56092.0,9674.0,13118.0,14178.0,0.0,1102.0,1441.0,1486.0,115161.0,39138.0,99328.0,21.0,6/30/2019,0
8631,7129,65117.0,35867.0,16177.0,9977.0,4441.0,0.0,425.0,897.0,226.0,23043.0,34170.0,11931.0,15.0,6/30/2019,0
9357,92367,568976.0,390662.0,1848.0,97411.0,175124.0,0.0,4397.0,8279.0,5031.0,46566.0,349156.0,63759.0,92.0,6/30/2019,0
9553,16597,171652.0,105632.0,6294.0,40779.0,8095.0,0.0,1210.0,1112.0,1346.0,43271.0,61597.0,22106.0,14.0,6/30/2019,0
9807,378361,2296454.0,1682627.0,324001.0,1315681.0,42151.0,0.0,32881.0,22980.0,25282.0,154939.0,1724591.0,307223.0,251.0,6/30/2019,0
9955,20528,156345.0,86324.0,4708.0,56144.0,13405.0,0.0,1809.0,1709.0,1119.0,40482.0,74663.0,46409.0,23.0,6/30/2019,0
10250,42307,435648.0,289290.0,55783.0,147117.0,75463.0,190.0,3100.0,6926.0,3020.0,51824.0,340414.0,122874.0,99.0,6/30/2019,0
10849,26989,249845.0,129667.0,32086.0,90565.0,5649.0,0.0,1479.0,3092.0,1491.0,27168.0,195173.0,90597.0,53.0,6/30/2019,0
11145,25407,262942.0,216426.0,68765.0,77193.0,15652.0,0.0,2499.0,3966.0,1502.0,98296.0,107263.0,19235.0,67.0,6/30/2019,0
11640,49267,371734.0,214219.0,29627.0,115046.0,22249.0,0.0,3541.0,4360.0,2338.0,28515.0,291070.0,100650.0,50.0,6/30/2019,0
11837,14868,96421.0,50690.0,13496.0,20585.0,13193.0,84.0,833.0,1195.0,382.0,45578.0,35735.0,39537.0,17.0,6/30/2019,0
12030,62588,391720.0,281417.0,40886.0,183469.0,33668.0,170.0,10309.0,5192.0,5248.0,139208.0,186925.0,24436.0,85.0,6/30/2019,0
12142,24306,232609.0,128293.0,40480.0,53245.0,21604.0,361.0,1732.0,3355.0,1351.0,125072.0,78835.0,70435.0,61.0,6/30/2019,0
12179,7822,44285.0,31624.0,18667.0,9190.0,2313.0,0.0,118.0,938.0,-8.0,12598.0,23319.0,421.0,11.0,6/30/2019,0
12311,12269299,,,,,,,,,,,,,,6/30/2019,0
12647,18598,157719.0,101903.0,19105.0,62553.0,11190.0,412.0,1072.0,2530.0,585.0,48066.0,90797.0,0.0,47.0,6/30/2019,0
12656,1959,17839.0,10828.0,5891.0,1460.0,1179.0,0.0,204.0,314.0,68.0,7343.0,8519.0,0.0,9.0,6/30/2019,0
12946,161218,1621234.0,1248940.0,311786.0,686115.0,188493.0,1010.0,19276.0,18416.0,8846.0,387244.0,1005978.0,225446.0,258.0,6/30/2019,0
13103,297365,2249087.0,1743707.0,795223.0,504195.0,147949.0,0.0,16215.0,34183.0,13519.0,205841.0,1608741.0,360503.0,406.0,6/30/2019,0
13251,5536,47814.0,28732.0,10048.0,10188.0,3418.0,0.0,508.0,622.0,506.0,12395.0,29187.0,1836.0,11.0,6/30/2019,0
13457,6169,23039.0,10296.0,10.0,5728.0,749.0,0.0,93.0,330.0,79.0,7115.0,9586.0,5721.0,4.0,6/30/2019,0
14155,23581,228989.0,192003.0,64575.0,70619.0,11248.0,0.0,3020.0,3364.0,2339.0,96024.0,95007.0,13156.0,50.0,6/30/2019,0
14650,4883,39685.0,27019.0,982.0,1609.0,10700.0,0.0,680.0,753.0,290.0,16569.0,17901.0,0.0,17.0,6/30/2019,0
14753,5160,44259.0,23127.0,690.0,2532.0,2731.0,0.0,512.0,681.0,102.0,12778.0,24425.0,6286.0,9.0,6/30/2019,0
14865,44799,469401.0,359671.0,20567.0,200938.0,40103.0,815.0,4092.0,9444.0,1948.0,219235.0,202657.0,27182.0,141.0,6/30/2019,0
14977,9692,48463.0,41234.0,7468.0,9582.0,5805.0,0.0,620.0,915.0,154.0,10244.0,27050.0,0.0,17.0,6/30/2019,0
16551,40596,318612.0,242334.0,81416.0,111567.0,25051.0,571.0,3043.0,5362.0,2936.0,106089.0,168430.0,29580.0,106.0,6/30/2019,0
16748,9553,79990.0,47890.0,13632.0,29313.0,3294.0,0.0,633.0,1149.0,276.0,26869.0,42830.0,9188.0,16.0,6/30/2019,0
17110,26244,133446.0,78897.0,889.0,0.0,7821.0,0.0,279.0,18690.0,3543.0,0.0,97983.0,35102.0,92.0,6/30/2019,0
17147,1513662,10719271.0,7385315.0,1255745.0,3520651.0,1953515.0,408.0,81274.0,110430.0,84850.0,746085.0,7693773.0,1397856.0,1739.0,6/30/2019,0
17259,5761,57423.0,37060.0,10296.0,11053.0,6375.0,0.0,151.0,1272.0,203.0,16181.0,33751.0,9214.0,30.0,6/30/2019,0
17950,56049,528168.0,255781.0,48556.0,132754.0,24969.0,0.0,4407.0,5366.0,2323.0,164439.0,304706.0,235921.0,100.0,6/30/2019,0
17978,118446,294854.0,130899.0,103002.0,25856.0,0.0,0.0,1445.0,1930.0,2044.0,31911.0,142610.0,0.0,31.0,6/30/2019,0
18050,65021,606360.0,351798.0,101815.0,218527.0,14263.0,0.0,5140.0,8091.0,5002.0,276366.0,260764.0,186306.0,126.0,6/30/2019,0
18135,25453,302936.0,84921.0,34260.0,6391.0,37578.0,1941.0,1173.0,3900.0,-9.0,128153.0,121545.0,67781.0,42.0,6/30/2019,0
18827,143673,1315731.0,1079297.0,354358.0,481182.0,103976.0,0.0,8083.0,16042.0,9778.0,96046.0,1028605.0,112966.0,278.0,6/30/2019,0
18836,17561,159445.0,130623.0,70182.0,23458.0,13531.0,0.0,1045.0,3109.0,441.0,41262.0,94117.0,7380.0,47.0,6/30/2019,0
18854,97870,797419.0,615727.0,47482.0,298011.0,242035.0,0.0,7836.0,7572.0,10493.0,294825.0,401633.0,0.0,81.0,6/30/2019,0
19356,9321,89983.0,68234.0,26553.0,30483.0,6043.0,0.0,874.0,1392.0,579.0,34557.0,45725.0,13689.0,32.0,6/30/2019,0
19936,30956,326883.0,176387.0,35112.0,80830.0,39748.0,0.0,3556.0,3600.0,2293.0,143705.0,143079.0,46198.0,50.0,6/30/2019,0
19972,20346,97437.0,44207.0,44207.0,363.0,214.0,0.0,400.0,694.0,230.0,0.0,75870.0,0.0,6.0,6/30/2019,0
20053,14129,106078.0,86280.0,26585.0,40521.0,8700.0,67.0,1280.0,1351.0,612.0,29919.0,61616.0,9936.0,25.0,6/30/2019,0
20633,33159,297161.0,203319.0,47375.0,131970.0,20340.0,0.0,3051.0,4607.0,1212.0,118860.0,133176.0,46097.0,72.0,6/30/2019,0
20857,16524,140826.0,73011.0,4797.0,27008.0,7256.0,0.0,842.0,1216.0,1245.0,42099.0,57006.0,60786.0,17.0,6/30/2019,0
21256,1245,10757.0,4291.0,1911.0,715.0,1167.0,0.0,72.0,164.0,48.0,6284.0,3227.0,2894.0,3.0,6/30/2019,0
21359,6039,52496.0,35420.0,6522.0,9116.0,4653.0,0.0,388.0,842.0,331.0,18150.0,27146.0,7431.0,14.0,6/30/2019,0
21658,17572,180563.0,129503.0,33301.0,66411.0,4958.0,79.0,1916.0,2456.0,1090.0,67775.0,83545.0,27799.0,50.0,6/30/2019,0
22048,22070,214085.0,158583.0,41087.0,74649.0,31239.0,0.0,1593.0,3096.0,1695.0,82577.0,96032.0,35151.0,51.0,6/30/2019,0
22543,23717,209055.0,166414.0,85705.0,60812.0,17472.0,0.0,1092.0,4939.0,-232.0,94882.0,89379.0,9107.0,88.0,6/30/2019,0
22552,8893,102864.0,88649.0,9204.0,42363.0,10177.0,0.0,1109.0,1521.0,414.0,29166.0,47144.0,1144.0,24.0,6/30/2019,0
22730,17729,188730.0,95192.0,19216.0,40355.0,13486.0,0.0,1168.0,2409.0,927.0,94234.0,71406.0,81512.0,49.0,6/30/2019,0
23456,26769,209471.0,140185.0,34171.0,69086.0,13346.0,398.0,1722.0,2662.0,1526.0,84814.0,96677.0,58548.0,43.0,6/30/2019,0
23504,551283,4714355.0,3405597.0,596941.0,2135585.0,613608.0,51.0,31171.0,46483.0,25414.0,585801.0,3254567.0,642897.0,490.0,6/30/2019,0
23643,20937,209563.0,122146.0,28966.0,51055.0,24566.0,0.0,999.0,2674.0,1085.0,75232.0,102030.0,73962.0,39.0,6/30/2019,0
23755,19744,203389.0,138895.0,49220.0,66840.0,11525.0,0.0,1748.0,3508.0,923.0,87349.0,94162.0,45254.0,60.0,6/30/2019,0
24006,211205,1636970.0,964441.0,293548.0,604623.0,62620.0,0.0,5664.0,17250.0,3622.0,321350.0,971005.0,72229.0,172.0,6/30/2019,0
24378,7404,61914.0,43873.0,39201.0,3021.0,593.0,0.0,192.0,1027.0,64.0,12835.0,41545.0,8199.0,19.0,6/30/2019,0
24453,37888,297967.0,221312.0,69442.0,89644.0,23546.0,33.0,3493.0,3409.0,1577.0,96252.0,162837.0,14771.0,38.0,6/30/2019,0
24659,6841,58632.0,37510.0,2321.0,13283.0,10754.0,25.0,427.0,677.0,571.0,22055.0,29413.0,0.0,11.0,6/30/2019,0
24668,247242,1711111.0,1323931.0,334372.0,403849.0,540034.0,0.0,13496.0,11499.0,13811.0,93308.0,1359284.0,268780.0,118.0,6/30/2019,0
24949,43066,370864.0,259430.0,44849.0,159534.0,34132.0,201.0,4782.0,5268.0,2247.0,134138.0,189972.0,58144.0,101.0,6/30/2019,0
25357,44730,442235.0,369803.0,81428.0,192215.0,23173.0,0.0,3572.0,6258.0,3600.0,47049.0,349674.0,25808.0,110.0,6/30/2019,0
25647,18065,159660.0,122498.0,30555.0,87066.0,4776.0,0.0,1642.0,1708.0,655.0,18277.0,116495.0,11294.0,30.0,6/30/2019,0
26176,51412,427516.0,377919.0,88203.0,289466.0,239.0,0.0,2771.0,5776.0,437.0,35644.0,262756.0,14110.0,64.0,6/30/2019,0
26457,3395,32979.0,22133.0,5253.0,13328.0,975.0,0.0,213.0,442.0,92.0,9008.0,20526.0,8480.0,7.0,6/30/2019,0
26765,279443,1945414.0,1442370.0,99133.0,1145443.0,174590.0,0.0,13374.0,31319.0,11455.0,149637.0,1507211.0,127238.0,470.0,6/30/2019,0
27070,138013,585419.0,366567.0,352189.0,7788.0,0.0,943.0,1000.0,4825.0,1530.0,37677.0,405090.0,119026.0,83.0,6/30/2019,0
27548,84456,848168.0,560583.0,87693.0,240903.0,216455.0,0.0,7749.0,14700.0,4666.0,156044.0,589466.0,201852.0,195.0,6/30/2019,0
27614,42333,419569.0,207929.0,137983.0,25891.0,1795.0,0.0,1322.0,5617.0,1637.0,160510.0,199462.0,173076.0,84.0,6/30/2019,0
27847,65478,631677.0,445600.0,120057.0,264726.0,35403.0,0.0,4599.0,8041.0,3896.0,166163.0,377589.0,136741.0,149.0,6/30/2019,0
28013,615427,4766815.0,3272873.0,398641.0,2812776.0,59712.0,0.0,27832.0,37491.0,16945.0,252476.0,3109833.0,1049660.0,372.0,6/30/2019,0
28152,14008,144254.0,107143.0,27747.0,50191.0,12329.0,0.0,1373.0,1730.0,1089.0,47434.0,80819.0,18731.0,32.0,6/30/2019,0
28675,18083,157756.0,73118.0,35770.0,28502.0,2617.0,0.0,629.0,1442.0,718.0,33009.0,82014.0,75113.0,20.0,6/30/2019,0
28732,12185,103629.0,77634.0,28842.0,31518.0,9361.0,0.0,964.0,1773.0,585.0,38801.0,48614.0,13081.0,28.0,6/30/2019,0
29476,10582,102918.0,85360.0,12191.0,61354.0,8643.0,0.0,949.0,830.0,726.0,18927.0,66204.0,1956.0,15.0,6/30/2019,0
29636,94261,1033753.0,456176.0,87047.0,272418.0,52687.0,1573.0,3821.0,12718.0,2821.0,147902.0,648520.0,483906.0,242.0,6/30/2019,0
29878,633871,1920133.0,1801545.0,949080.0,852464.0,0.0,0.0,12947.0,17141.0,13358.0,130527.0,1098744.0,31526.0,195.0,6/30/2019,0
30052,4372,28899.0,20320.0,1332.0,18505.0,390.0,0.0,316.0,726.0,205.0,12303.0,11934.0,0.0,11.0,6/30/2019,0
30502,104577,929935.0,639502.0,228716.0,291772.0,47466.0,0.0,7312.0,14874.0,4925.0,76311.0,673503.0,195173.0,207.0,6/30/2019,0
30650,15491,116792.0,88806.0,15916.0,61209.0,6851.0,0.0,1375.0,1477.0,752.0,39954.0,60699.0,16262.0,18.0,6/30/2019,0
30810,11157388,,,,,,,,,,,,,,6/30/2019,0
31134,24590,135287.0,86773.0,34653.0,16692.0,7875.0,250.0,1164.0,2164.0,1175.0,61427.0,47486.0,16043.0,35.0,6/30/2019,0
31255,72907,750239.0,594528.0,234265.0,226704.0,84157.0,0.0,6198.0,14766.0,5009.0,84113.0,582270.0,111404.0,149.0,6/30/2019,0
31657,20333,150575.0,79448.0,33233.0,21664.0,9530.0,0.0,938.0,1740.0,1253.0,60772.0,69211.0,0.0,33.0,6/30/2019,0
31826,40581,301575.0,200799.0,81295.0,81796.0,18451.0,0.0,2841.0,4797.0,704.0,111607.0,136883.0,47393.0,90.0,6/30/2019,0
31835,14490,145805.0,92832.0,11367.0,20722.0,8094.0,0.0,2185.0,2530.0,693.0,49933.0,62642.0,28127.0,30.0,6/30/2019,0
32234,18734,181329.0,22604.0,10510.0,8380.0,1528.0,0.0,46.0,1987.0,2215.0,50210.0,110451.0,148077.0,27.0,6/30/2019,0
32766,6461,62514.0,16987.0,8184.0,6205.0,1208.0,0.0,213.0,784.0,206.0,32323.0,23567.0,4.0,10.0,6/30/2019,0
32971,32651,266237.0,196922.0,98197.0,70356.0,9494.0,0.0,1742.0,4567.0,829.0,67490.0,153495.0,32851.0,73.0,6/30/2019,0
33147,26033,276073.0,214549.0,51213.0,79434.0,38965.0,0.0,3605.0,3364.0,2811.0,17362.0,216081.0,14465.0,48.0,6/30/2019,0
33259,83684,835632.0,639417.0,64327.0,486310.0,77071.0,0.0,7295.0,7426.0,7598.0,105306.0,634620.0,82770.0,92.0,6/30/2019,0
33268,18485,161678.0,72144.0,24076.0,24217.0,12140.0,0.0,1184.0,2367.0,1262.0,70745.0,72054.0,76957.0,40.0,6/30/2019,0
33370,3838,24446.0,12668.0,9374.0,2592.0,0.0,0.0,116.0,397.0,-46.0,2768.0,16797.0,0.0,5.0,6/30/2019,0
33839,4224,33611.0,20149.0,6625.0,2820.0,3332.0,0.0,103.0,395.0,236.0,11248.0,18024.0,4790.0,6.0,6/30/2019,0
33857,94017,825757.0,704438.0,88266.0,368850.0,102586.0,0.0,7558.0,7485.0,4759.0,197310.0,477986.0,58011.0,119.0,6/30/2019,0
34425,121960,1089450.0,918024.0,342410.0,380826.0,176232.0,0.0,7479.0,13970.0,4075.0,197120.0,685231.0,80866.0,157.0,6/30/2019,0
34434,33899,339197.0,263361.0,90245.0,126069.0,25150.0,1494.0,2155.0,5265.0,2008.0,78363.0,225568.0,20287.0,84.0,6/30/2019,0
34537,957074,6824961.0,4841751.0,1347986.0,2515065.0,748951.0,488.0,33505.0,84235.0,47479.0,687636.0,4853636.0,914615.0,852.0,6/30/2019,0
34555,30238,272844.0,155692.0,23210.0,86845.0,11055.0,90.0,2682.0,3327.0,1672.0,106269.0,131204.0,89508.0,61.0,6/30/2019,0
34742,38460,447535.0,366012.0,168096.0,176688.0,9877.0,0.0,3633.0,7340.0,1691.0,23245.0,356969.0,20732.0,106.0,6/30/2019,0
35057,16420,161708.0,131559.0,45925.0,68893.0,6551.0,0.0,1471.0,2919.0,836.0,65260.0,79566.0,7807.0,48.0,6/30/2019,0
35301,26602000,,,,,,,,,,,,,,6/30/2019,0
35570,2642768,27074788.0,21569495.0,5900125.0,14396417.0,763004.0,0.0,231937.0,205812.0,93812.0,1227560.0,16702064.0,2679709.0,1962.0,6/30/2019,0
35646,13155,60663.0,24498.0,6107.0,8223.0,4720.0,74.0,234.0,562.0,320.0,15262.0,31781.0,3877.0,9.0,6/30/2019,0
35879,22186,246558.0,180563.0,114742.0,7024.0,79.0,89.0,895.0,3313.0,77.0,35418.0,157921.0,37748.0,51.0,6/30/2019,0
36456,15772,124336.0,86788.0,8109.0,30216.0,7604.0,0.0,1580.0,2064.0,642.0,37884.0,70249.0,22111.0,30.0,6/30/2019,0
36933,12903,154772.0,115785.0,46349.0,45662.0,16429.0,0.0,1305.0,2627.0,1056.0,75037.0,65819.0,18035.0,34.0,6/30/2019,0
37051,12346,86265.0,69591.0,10991.0,35259.0,4920.0,0.0,198.0,1110.0,474.0,11474.0,60251.0,1506.0,17.0,6/30/2019,0
37341,6054,51558.0,38900.0,13510.0,12132.0,3832.0,0.0,639.0,648.0,480.0,10743.0,28028.0,8919.0,11.0,6/30/2019,0
37435,157124,1430678.0,671770.0,218017.0,355209.0,55378.0,3065.0,11766.0,21005.0,17256.0,273903.0,993681.0,405909.0,394.0,6/30/2019,0
37640,494559,3945922.0,2674922.0,632581.0,1389922.0,463321.0,10399.0,16239.0,51497.0,31392.0,737072.0,2425949.0,836822.0,758.0,6/30/2019,0
37659,5488,43880.0,32771.0,6895.0,6673.0,6524.0,0.0,448.0,799.0,304.0,17814.0,19849.0,273.0,12.0,6/30/2019,0
37949,27447,228140.0,106160.0,4148.0,42895.0,33925.0,405.0,2195.0,1911.0,2529.0,74047.0,111933.0,109583.0,38.0,6/30/2019,0
38740,22148,235856.0,168684.0,74184.0,69887.0,14538.0,0.0,1884.0,3693.0,1006.0,87491.0,107219.0,26791.0,66.0,6/30/2019,0
39327,85499,521787.0,352570.0,107644.0,211134.0,18766.0,0.0,709.0,5271.0,4296.0,50349.0,384196.0,36443.0,108.0,6/30/2019,0
39756,58105,700910.0,532959.0,101191.0,243436.0,129707.0,0.0,6106.0,10027.0,4674.0,300580.0,286662.0,69335.0,132.0,6/30/2019,0
40033,9480,56561.0,22882.0,5700.0,6931.0,6417.0,0.0,402.0,1058.0,498.0,24353.0,21211.0,17385.0,16.0,6/30/2019,0
40499,385058,3740401.0,3072330.0,1151098.0,1267999.0,193507.0,0.0,22261.0,66147.0,8501.0,202456.0,2778773.0,202457.0,666.0,6/30/2019,0
40855,11297,111513.0,83329.0,13263.0,39424.0,12823.0,7.0,1053.0,1313.0,798.0,18264.0,72108.0,15471.0,19.0,6/30/2019,0
41245,7568,54468.0,33661.0,15266.0,8652.0,2451.0,25.0,492.0,707.0,235.0,13309.0,32699.0,10168.0,9.0,6/30/2019,0
41553,15090,96187.0,29191.0,3195.0,13320.0,883.0,0.0,751.0,904.0,934.0,52275.0,28057.0,44264.0,21.0,6/30/2019,0
41629,25429,215397.0,172963.0,64801.0,70641.0,10789.0,649.0,2275.0,3845.0,1146.0,88330.0,95389.0,12663.0,63.0,6/30/2019,0
41825,44405,473135.0,377830.0,121259.0,172986.0,81615.0,0.0,3825.0,6822.0,1208.0,167327.0,256618.0,45809.0,118.0,6/30/2019,0
41937,7694,57813.0,32712.0,5854.0,15027.0,3776.0,0.0,278.0,823.0,309.0,19507.0,30150.0,19150.0,17.0,6/30/2019,0
41955,3546,35153.0,21174.0,0.0,2652.0,123.0,0.0,277.0,523.0,91.0,13048.0,14923.0,6077.0,8.0,6/30/2019,0
42037,10182,69727.0,46786.0,11839.0,15212.0,12286.0,0.0,444.0,1387.0,266.0,27767.0,31595.0,12460.0,27.0,6/30/2019,0
42354,19048,152092.0,79695.0,27363.0,31037.0,7936.0,0.0,1238.0,2087.0,1226.0,81901.0,50756.0,58674.0,32.0,6/30/2019,0
42372,62843,398664.0,332940.0,285575.0,42073.0,2933.0,85.0,1992.0,4237.0,2387.0,53940.0,272850.0,21257.0,47.0,6/30/2019,0
42420,1049262,8052299.0,5949319.0,1585483.0,2536542.0,957746.0,10956.0,51061.0,99465.0,55208.0,567464.0,5613495.0,864933.0,1438.0,6/30/2019,0
42448,172777,1626779.0,1296315.0,384470.0,646182.0,118227.0,4442.0,20196.0,18198.0,10020.0,454645.0,872376.0,137943.0,268.0,6/30/2019,0
42457,6460,51880.0,33268.0,277.0,6202.0,13048.0,0.0,616.0,659.0,288.0,17310.0,25618.0,9098.0,8.0,6/30/2019,0
43052,18842,103111.0,71083.0,11635.0,41566.0,13361.0,56.0,904.0,1436.0,620.0,23522.0,54815.0,20569.0,16.0,6/30/2019,0
43351,28798,254619.0,186967.0,30001.0,79532.0,28555.0,0.0,258.0,5468.0,429.0,58878.0,154660.0,12419.0,53.0,6/30/2019,0
43856,5949,66705.0,30073.0,16519.0,8578.0,1625.0,0.0,243.0,973.0,244.0,31241.0,28915.0,16630.0,16.0,6/30/2019,0
43959,21568,210525.0,74520.0,18012.0,44569.0,9648.0,0.0,710.0,2140.0,1156.0,76011.0,112501.0,115474.0,37.0,6/30/2019,0
44040,41982,322503.0,204664.0,39035.0,101966.0,11497.0,0.0,4766.0,3411.0,1373.0,102849.0,156455.0,95544.0,53.0,6/30/2019,0
44433,37170,378532.0,288915.0,102052.0,142403.0,33376.0,114.0,5200.0,6019.0,-501.0,73368.0,225743.0,62734.0,74.0,6/30/2019,0
44741,52115,485714.0,361405.0,43359.0,102136.0,11167.0,0.0,5079.0,6703.0,2315.0,62978.0,369248.0,99423.0,126.0,6/30/2019,0
44750,17600,153979.0,113975.0,36920.0,55409.0,18455.0,0.0,1327.0,1927.0,713.0,46796.0,86979.0,20417.0,42.0,6/30/2019,0
44929,17077,154507.0,82754.0,53253.0,20543.0,857.0,0.0,1054.0,2179.0,499.0,69287.0,66955.0,30180.0,50.0,6/30/2019,0
45038,18482,154827.0,89809.0,7863.0,50794.0,26546.0,0.0,1884.0,1189.0,996.0,25621.0,95176.0,52283.0,17.0,6/30/2019,0
45047,24995,178321.0,144666.0,48514.0,62097.0,8807.0,653.0,2101.0,3057.0,1593.0,56772.0,96016.0,10120.0,51.0,6/30/2019,0
45056,11709,83735.0,46071.0,3468.0,7816.0,9130.0,0.0,472.0,919.0,537.0,25351.0,46159.0,6864.0,12.0,6/30/2019,0
