,AsOfDate,Target,EQTA,EQTL,LLRTA,LLRGL,OEXTA,INCEMP,ROA,ROE,TDTL,TDTA,TATA
10216,9/30/2011,1,0.011352725488000419,0.014571865443425076,0.028716558301546496,0.036859327217125384,0.046409179387357856,-93.09821428571429,-0.024842574745725158,-2.1882476390346275,1.1746788990825687,0.9151750082792699,0.06507148762398057
14194,9/30/2011,1,0.01645555798209216,0.027244458907329065,0.025081895610395283,0.04152655747188777,0.04886438086918541,-69.51515151515152,-0.025049137366237168,-1.522229595222296,1.4818490797989659,0.8950316663026862,0.1017689451845381
19397,9/30/2011,1,0.0028093330190902665,0.005038124059578353,0.046853641291539,0.08402508918155843,0.05047372142352109,-179.60526315789474,-0.0643412679707754,-22.90268456375839,1.7829718169368882,0.9942116427056328,0.307923638934716
19657,9/30/2011,1,0.006402493135525093,0.009904588089460275,0.021058016558261904,0.03257652535905646,0.06300439535199356,-121.08125,-0.05056481839157262,-7.897676314716674,1.4040086730759136,0.907574935009344,0.014853888477078397
20115,9/30/2011,1,0.04186724022168357,0.05809620061270252,0.0405528433079558,0.05627230521428797,0.024828445597623844,-120.78151260504201,-0.04089140008876447,-0.9766920358793151,1.107953289328238,0.7984506048501815,0.1511584900936579
21132,9/30/2011,1,0.017314303914864118,0.021986311961965335,0.03616338944732248,0.04592154359196006,0.025925787141559013,-119.32851985559567,-0.025804003859593243,-1.4903286893006897,1.2288602686059376,0.9677321142514543,0.016698361546460323
32347,9/30/2011,1,0.00887691259369386,0.015291368326699604,0.029436907637985503,0.05070801276237021,0.02432633339527969,-71.8048780487805,-0.018237006752152635,-2.0544312630844384,1.703370930393862,0.9888372669268414,0.0
34392,9/30/2011,1,0.008730717185385655,0.016250251863792062,0.01651420838971583,0.03073745718315535,0.02814614343707713,-142.94444444444446,-0.027853856562922868,-3.190328580285183,1.7332460205520854,0.9312151556156969,0.23727740189445196
35395,9/30/2011,1,-0.03375308920495913,-0.03999003742042086,0.1211481075094599,0.14353404286339116,0.018755704133638237,-425.5,-0.06545012664458505,1.9390855233176363,1.0985262671915246,0.9271973091871161,0.1896951300798835
57036,9/30/2011,1,0.011440429303470848,0.014572047253196064,0.014217350006957426,0.018109101557382733,0.04242215244629169,-80.28125,-0.015542286028882395,-1.3585404547858275,1.2160685525818955,0.9547283276161437,0.00045374521298800297
57087,9/30/2011,1,0.06397382888818211,0.09886483323581041,0.0353794659760401,0.054675248683440605,0.023586310650693405,-187.85,-0.03793397650456126,-0.5929608585858586,1.319563097327872,0.8538678621372064,0.10246313376850884
57256,9/30/2011,1,0.006658525676782601,0.011014680698954228,0.0285035151990271,0.04715114635808935,0.033790133321272606,-369.1363636363636,-0.04081048077068038,-6.129056603773585,1.4861339717691655,0.8983883855210988,0.14712577829370882
57537,9/30/2011,1,-0.0169434770961693,-0.02280600090142296,0.023784011327542,0.03201339256969931,0.03226053346599824,-236.76190476190476,-0.047568022655084,2.8074534161490683,1.3661966389801043,1.0150013394053041,0.15145325475488883
57759,9/30/2011,1,0.02014367816091954,0.026463815168560535,0.06043103448275862,0.0793914455056816,0.04298850574712643,-126.11111111111111,-0.03261494252873563,-1.6191155492154066,1.1530069085280683,0.8776436781609196,0.08695402298850574
57860,9/30/2011,1,0.02186493115111489,0.032952431570555406,0.022009201224692625,0.03316985963810306,0.02848532452751551,-8.583333333333334,-0.0016510908420563294,-0.07551319648093842,1.3506148382576764,0.8961736370485549,0.14473494381482135
57917,9/30/2011,1,0.01052974114642173,0.011343192761521773,0.06446166314651997,0.069441504841526,0.03876049904219264,-269.4782608695652,-0.038054423105260575,-3.61399416909621,0.9556788718979841,0.8871445061152315,0.021483127855002702
58046,9/30/2011,1,0.010674895231741133,0.014012041598248495,0.03476117006859454,0.04562807881773399,0.03464128599128495,-51.44,-0.00670308362696245,-0.6279296875,1.286938970990695,0.9804380459937869,0.11300898609344703
58343,9/30/2011,1,-0.008573061535530578,-0.01240238860817639,0.02373467962151521,0.03433624253559945,0.03252206769543405,-189.6086956521739,-0.03461770495967486,4.037962962962963,1.2867478180983005,0.8894551343112974,0.12171365974471328
37,9/30/2011,0,0.21209800016498345,0.42852380952380953,0.012809785875060396,0.02588095238095238,0.019880504849334762,18.88,0.005562298926429169,0.02622513612623625,1.5800476190476191,0.7820450876179926,0.36249219274779926
242,9/30/2011,0,0.13352576129311589,0.21466357308584688,0.004878048780487805,0.007842227378190255,0.019310145764179536,32.5,0.01125703564727955,0.08430609597924774,1.2014385150812066,0.7473228460095251,0.2708615961899264
279,9/30/2011,0,0.1638371966481663,0.3262453612157001,0.003244368266405485,0.006460438280466993,0.023601588856241158,20.53846153846154,0.0054480901077375125,0.03325307206908004,1.4424248990979764,0.7243715311785831,0.08938676678637501
354,9/30/2011,0,0.10655162034714558,0.25978473581213307,0.019464231965486103,0.0474559686888454,0.02698906391090599,1.75,0.0007023176482391894,0.006591337099811676,2.1756360078277885,0.8923447376341929,0.542490217718471
457,9/30/2011,0,0.09610113107119095,0.11495240823862732,0.012348636061210911,0.014770954700283322,0.01953426480372588,79.11111111111111,0.018948769128409846,0.19717529770146774,0.9975169515805559,0.833932135728543,0.0
505,9/30/2011,0,0.07588383713939346,0.12689903539097364,0.010824356156552764,0.018101356056516776,0.020244231773785003,17.623853211009173,0.004733345817604794,0.06237620547455921,1.343608486581592,0.8034589645282424,0.17581385951252204
1155,9/30/2011,0,0.093022924270073,0.14463573222993942,0.013054098236009733,0.020297029702970298,0.020372376824817517,32.67307692307692,0.00807386709245742,0.08679438058748404,1.3090365006649918,0.8419109260948905,0.10676608120437957
1351,9/30/2011,0,0.1346458219945073,0.2993213361889133,0.008977222253501742,0.01995661001863544,0.012042615218112094,64.96666666666667,0.012192756914337907,0.09055429075872323,1.9144438572580869,0.8611877459352264,0.028908532427478432
1454,9/30/2011,0,0.10042356949515577,0.2560402715055473,0.006345523652712217,0.01617856850790074,0.020779317976488954,43.53061224489796,0.011402697515783622,0.11354602881680743,2.28718435662817,0.8970745728220563,0.3946876509088836
1557,9/30/2011,0,0.09680296377607026,0.17481261227776745,0.009107436882546652,0.016446757108344173,0.015779363336992317,50.25,0.01034234357848518,0.10683912119064494,1.5406368085238185,0.8531318605927553,0.06097351811196487
1669,9/30/2011,0,0.18526209496820006,0.5576185398973001,0.012760690233633824,0.03840827481402503,0.015635306476437103,39.09803921568628,0.00811895862344156,0.043824175824175825,2.440628944691594,0.8108697953566397,0.24682611421917117
1829,9/30/2011,0,0.10604178680743467,0.18166350728908515,0.009815808799972398,0.016815769586381885,0.020829328641066208,23.97752808988764,0.005259085106487848,0.04959445955053569,1.4133014721714423,0.8249813935836204,0.19181859853021632
1856,9/30/2011,0,0.15394270231501772,0.5505652669580088,0.0044892483829408565,0.016055481664449932,0.007656957670903561,837.3333333333334,0.03336388147321725,0.21672921789396488,1.7369371081132434,0.48566229695448326,0.19434593776148543
2040,9/30/2011,0,0.1068695274806627,0.1534739126609379,0.016899394991448193,0.024268997272487314,0.02207132463686723,15.208333333333334,0.0037270569014372142,0.03487483279189757,1.0949497023198522,0.7624537308860695,0.22110637428841293
2161,9/30/2011,0,0.1137392816216857,0.24443349921024474,0.004702256292725333,0.010105470541279573,0.02080847196427866,45.40625,0.011482988896352788,0.10095886603668705,1.867711747821804,0.8690797012684237,0.31966649543604536
2376,9/30/2011,0,0.16611401999279476,0.2556844138509399,0.010656942045815564,0.016403275175364353,0.008678016787198976,114.2784090909091,0.007782972961782441,0.046853197352758245,0.8364282553264484,0.5434138821181234,0.2700308138088275
2554,9/30/2011,0,0.09867681397561187,0.21327102803738318,0.008129378189051285,0.017570093457943924,0.01625875637810257,25.75,0.0089077229092796,0.09027169149868536,1.9420560747663551,0.898555738130243,0.14442618697569834
2732,9/30/2011,0,0.14441395650429462,0.20872313527180783,0.011513792782154477,0.016641015775298192,0.016176355936876653,21.073684210526316,0.0038068725268163937,0.026360835330366313,1.2288902325070081,0.8502598447206741,0.16225035225930848
2750,9/30/2011,0,0.0918800244309084,0.150387722568966,0.009293649614552897,0.015211693820755991,0.017679393849353735,31.09090909090909,0.005645520725003714,0.06144448436938556,1.2627327010888654,0.7714719622311362,0.28077386553095957
3252,9/30/2011,0,0.13046940267335005,0.2471501693825573,0.010344872598162072,0.019596449148141737,0.016010077276524644,74.77142857142857,0.01708046157059315,0.13091545772886443,1.5935436809178805,0.8412241541353384,0.43645572263993315
3458,9/30/2011,0,0.1027575841231864,0.21605933569816188,0.010981258243612159,0.02308932602386327,0.01702401766816969,15.272727272727273,0.0051532161590135276,0.05014925373134328,1.5564656562399226,0.7402533664611515,0.24594337597006227
3720,9/30/2011,0,0.14852895380358483,0.2554794520547945,0.00776491849643406,0.013356164383561644,0.022243096573940302,30.43103448275862,0.009010572745697642,0.06066542929813707,1.373340358271865,0.7984235326550303,0.22177240263221037
3953,9/30/2011,0,0.02925872998424389,0.0330067791005291,0.025667802572276573,0.028955853174603176,0.07156205342420578,-437.625,-0.1282840496867099,-4.384470882905448,1.074384093915344,0.9523835696749844,7.328423289729215e-05
