,RIAD3210,RCON2170,RCON3360,RCONC410,RCONC411,RCON3123,RIAD4093,RIAD4340,RCON2215,RCON2385,RCON3545,Target,AsOfDate
354,110832,23966,77193,908,98448,0,0,0,9252,3304,676,0,9/30/2010
355,29237,9280,16482,74,13118,0,0,0,3264,583,247,0,9/30/2010
356,57938,15040,32497,725,36310,0,591,0,9946,1165,369,0,9/30/2010
357,130603,39443,69221,848,90962,0,0,0,12601,3327,-423,0,9/30/2010
358,89770,20436,54411,292,54119,0,0,0,14696,2121,440,0,9/30/2010
359,5341,0,500,0,0,0,0,0,4805,78,139,0,9/30/2010
360,18941,5350,11445,123,6413,0,0,0,2020,424,-135,0,9/30/2010
361,109415,31927,61467,392,69411,0,196,0,14050,2482,1207,0,9/30/2010
362,80054,27811,42514,677,48828,0,158,0,9064,1599,1383,0,9/30/2010
363,74131,28204,38847,313,15637,0,0,0,6614,983,466,0,9/30/2010
364,105631,27881,65755,937,67535,0,62,0,9522,2160,892,0,9/30/2010
365,38715,12043,21199,253,22039,0,0,0,5165,855,349,0,9/30/2010
366,71933,14491,35206,602,38834,0,0,0,9259,2301,298,0,9/30/2010
367,431091,16917,341607,4750,310421,0,1934,0,45058,8736,3349,0,9/30/2010
368,31237,9948,17424,201,14824,0,0,0,3775,929,8,0,9/30/2010
369,51144,19207,20433,180,18285,0,0,0,5302,1240,492,0,9/30/2010
370,129187,32002,80739,951,103370,0,0,0,12396,3504,1181,0,9/30/2010
371,282195,48034,192927,2150,187817,0,0,0,32941,5329,3674,0,9/30/2010
372,245009,76252,147985,1121,124208,0,1027,8,20056,5021,2091,0,9/30/2010
373,54910,6618,44286,1103,44357,0,3952,1185,3959,1166,-1380,0,9/30/2010
374,496990,73509,340649,5918,342020,0,559,0,46239,6582,2813,0,9/30/2010
375,101634,34661,43913,745,71408,10975,215,0,11616,3089,738,0,9/30/2010
376,93151,15026,65568,373,67083,0,0,90,12047,2380,546,0,9/30/2010
377,107978,22081,76450,1055,84680,0,0,0,9110,1410,1323,0,9/30/2010
378,26805,5707,17907,230,21872,0,0,0,2473,623,228,0,9/30/2010
379,45017,6381,31412,255,30740,0,0,0,6422,742,621,0,9/30/2010
380,23246,7292,13050,157,16623,0,0,0,2282,458,182,0,9/30/2010
381,43439,10773,28676,395,33885,0,0,0,3781,1425,341,0,9/30/2010
382,111505,29825,69764,978,54219,0,0,0,11580,2979,894,0,9/30/2010
383,184860,47181,94594,2744,135399,0,0,0,18201,5207,664,0,9/30/2010
384,15493,4067,9395,89,7523,0,0,0,2000,293,142,0,9/30/2010
385,203998,19304,147623,2322,146106,0,182,0,21094,4466,1274,0,9/30/2010
386,70110,7406,54761,904,49742,0,0,0,7789,1574,264,0,9/30/2010
387,161482,55808,70416,3961,124969,0,832,233,20779,4046,2603,0,9/30/2010
388,446098,143105,261685,2578,265041,0,3524,0,36821,9045,5656,0,9/30/2010
389,45495,8562,28444,659,30126,0,0,0,5987,828,462,0,9/30/2010
390,65708,29381,28441,1253,48635,0,300,0,5186,1871,-142,0,9/30/2010
391,24547,6479,14706,143,15548,0,0,0,3289,447,141,0,9/30/2010
392,68048,29625,31834,298,22796,0,0,0,6323,1183,570,0,9/30/2010
393,77485,21487,46770,319,42188,0,0,0,8475,1556,510,0,9/30/2010
394,80098,7697,62337,700,53965,0,0,0,9832,1848,204,0,9/30/2010
395,66086,13276,39178,481,46106,0,0,0,7032,1888,464,0,9/30/2010
396,237554,67826,145615,1760,137520,0,1419,0,20859,5997,1379,0,9/30/2010
397,39967,11014,17787,351,23640,0,0,0,6120,630,515,0,9/30/2010
398,35467,9140,22569,261,26331,0,0,0,3703,523,500,0,9/30/2010
399,54114,11046,37650,416,44345,0,161,0,4761,1583,219,0,9/30/2010
400,149659,50148,72279,895,70721,0,206,0,19880,3257,913,0,9/30/2010
401,108758,19178,76178,935,71186,0,1407,35,11844,2856,698,0,9/30/2010
402,27905,6191,15705,274,13991,0,0,0,5948,565,124,0,9/30/2010
403,49737,9711,34730,918,40936,0,338,0,5095,751,484,0,9/30/2010
404,60890,19540,25844,575,14281,0,0,0,9379,1143,150,0,9/30/2010
405,42931,12363,24967,100,16333,0,7,0,5273,845,190,0,9/30/2010
406,71245,23845,40740,408,42025,0,0,0,6331,1721,279,0,9/30/2010
407,205003,52439,119020,1364,131503,0,54,0,17738,4620,2834,0,9/30/2010
408,58424,24488,27593,617,33555,0,0,0,6129,851,798,0,9/30/2010
409,119730,24600,70388,1109,95574,0,0,0,12927,3427,787,0,9/30/2010
410,171268,38443,117328,3140,122802,0,0,0,15066,2560,1713,0,9/30/2010
411,24758,9230,12783,212,13976,0,0,0,2202,581,74,0,9/30/2010
412,47003,13936,25768,361,28447,0,0,0,4203,605,685,0,9/30/2010
413,103677,20713,68285,587,42740,0,0,0,14059,2363,834,0,9/30/2010
414,36305,11263,21050,379,28143,0,0,0,3062,1018,-330,0,9/30/2010
415,31264,7776,17625,399,21736,0,32,0,5672,737,114,0,9/30/2010
416,61995,21269,31905,448,37859,0,0,0,7542,1246,470,0,9/30/2010
417,121811,25680,82272,1130,65755,0,0,0,11258,2428,221,0,9/30/2010
418,133303,39944,70832,2113,104457,0,51,0,13155,3839,-22,0,9/30/2010
419,146709,22078,103789,1432,71499,0,0,0,20165,1854,1558,0,9/30/2010
420,30085,9710,17284,264,24260,0,129,16,2811,880,314,0,9/30/2010
421,50273,13067,20845,466,27292,0,0,0,9367,1023,332,0,9/30/2010
422,73753,32545,30042,390,20986,0,0,0,9856,1221,444,0,9/30/2010
423,26859,9540,14491,270,11784,0,0,0,2586,703,-12,0,9/30/2010
424,171145,22937,92716,2262,105063,0,0,0,20063,2307,2391,0,9/30/2010
425,157723,24871,106334,1378,136350,0,0,0,25304,2213,1784,0,9/30/2010
426,52133,14484,26946,316,28742,0,0,0,4527,1109,360,0,9/30/2010
427,49280,7587,33410,195,27481,0,0,280,8231,1105,308,0,9/30/2010
428,25869,6128,16464,159,8133,0,0,0,3085,471,168,0,9/30/2010
429,10357,3441,5318,244,7950,0,0,0,1357,319,101,0,9/30/2010
430,222788,58132,128557,4102,153130,0,0,0,32782,4344,3714,0,9/30/2010
431,20117,5626,10865,220,13112,0,0,0,2222,510,234,0,9/30/2010
432,52269,13813,28282,677,26466,0,0,0,7800,1147,162,0,9/30/2010
433,157028,27583,114212,1482,100018,0,308,0,14258,3243,934,0,9/30/2010
434,314634,64296,216207,2550,197426,0,0,0,32276,5976,1251,0,9/30/2010
435,94159,32902,50442,722,53255,0,186,0,10435,2848,90,0,9/30/2010
436,64751,14216,40096,2383,51937,0,171,0,9987,1761,-189,0,9/30/2010
437,118953,25065,65315,1760,53586,0,371,0,13090,2098,945,0,9/30/2010
438,85551,10208,60211,1000,67183,0,21,0,6065,1405,606,0,9/30/2010
439,118280,36841,60555,1306,77244,0,0,0,14893,3025,522,0,9/30/2010
440,92689,37352,43434,492,44041,3250,0,0,11684,1967,543,0,9/30/2010
441,47474,9677,30553,559,25024,0,0,0,6830,1067,359,0,9/30/2010
442,81175,15702,49110,716,60972,0,0,0,6537,1805,242,0,9/30/2010
443,21263,1760,14443,254,14459,0,0,0,4862,584,45,0,9/30/2010
444,267059,33915,181316,4197,182685,0,1575,1029,29861,6016,-1620,0,9/30/2010
445,25563,5524,16670,344,19984,0,118,0,2811,771,-96,0,9/30/2010
446,273732,45675,181105,3709,163306,0,981,0,44693,3723,3510,0,9/30/2010
447,36625,7358,25516,328,30444,0,201,203,3626,881,202,0,9/30/2010
448,415244,86081,253922,7876,308667,0,3227,0,40700,9223,-569,0,9/30/2010
449,29197,9268,17442,81,8554,0,0,0,2453,589,31,0,9/30/2010
450,162575,61798,56956,2114,126170,0,760,465,18323,2158,1012,0,9/30/2010
451,239107,80695,128453,1641,119620,0,0,0,28384,5963,2461,0,9/30/2010
452,108328,20784,62343,925,77614,0,0,0,9470,2574,1393,0,9/30/2010
453,53927,11111,36017,291,22258,0,0,0,5274,1089,290,0,9/30/2010
454,27093,4707,18966,275,19506,0,0,0,2634,643,183,0,9/30/2010
455,98711,14834,70858,505,43710,0,0,0,12806,1863,207,0,9/30/2010
456,40643,11145,23884,292,29604,0,0,0,4825,860,300,0,9/30/2010
457,137243,47871,64520,909,60152,0,285,0,19284,3288,1323,0,9/30/2010
458,89385,26579,51777,453,69967,0,0,0,6514,2137,901,0,9/30/2010
459,22308,4829,15784,516,15203,0,1085,0,1625,731,-241,0,9/30/2010
460,197001,49091,121987,1644,116561,0,137,0,19147,5771,1137,0,9/30/2010
461,107781,11952,86343,1282,60976,0,0,0,9149,1115,2053,0,9/30/2010
462,345066,86135,167849,3045,215271,0,1107,0,39153,7272,2318,0,9/30/2010
463,57782,19990,28129,763,40055,0,92,0,5154,1303,487,0,9/30/2010
464,46273,7575,28600,288,30180,0,0,0,4258,946,747,0,9/30/2010
465,33144,6733,21527,283,19167,0,0,0,4303,630,261,0,9/30/2010
466,107583,21135,72577,1571,62614,0,258,0,13393,2133,1056,0,9/30/2010
467,58048,11473,40425,503,41361,0,516,0,5566,1157,642,0,9/30/2010
468,78157,28192,41093,790,32962,0,0,0,8674,1508,538,0,9/30/2010
469,61912,20878,32077,179,10234,0,1,0,8192,1481,493,0,9/30/2010
470,708045,50421,578854,12358,521419,0,12860,0,68326,36651,-17816,0,9/30/2010
471,82495,15349,59011,763,48293,0,0,0,7246,1748,479,0,9/30/2010
472,34537,3097,27873,96,14580,0,0,0,3309,616,111,0,9/30/2010
473,86204,16211,50112,891,64542,0,0,0,17393,1723,732,0,9/30/2010
474,129944,23296,49371,564,66355,0,113,0,14085,2088,890,0,9/30/2010
475,141780,56744,65487,258,83237,0,83,0,17023,3228,1761,0,9/30/2010
476,25227,5513,9099,351,20679,0,0,0,10500,629,300,0,9/30/2010
477,70736,7823,37508,591,52147,0,0,0,25065,901,1588,0,9/30/2010
478,143030,21974,108875,1900,116151,0,0,0,11103,3297,-140,0,9/30/2010
479,161420,26294,105389,2277,130079,0,424,0,16967,4292,1078,0,9/30/2010
480,80090,14372,50478,212,31128,0,0,0,14276,578,1589,0,9/30/2010
481,203111,53309,111618,1848,141278,0,202,0,21202,4465,1475,0,9/30/2010
482,26963,5906,16987,155,9301,0,0,0,2880,599,97,0,9/30/2010
483,137316,31313,89244,1013,80356,0,46,467,11460,2786,563,0,9/30/2010
484,117154,42270,60842,411,63687,0,0,0,12492,1821,1438,0,9/30/2010
485,82850,15651,40530,326,37157,0,0,0,10754,1516,862,0,9/30/2010
486,27263,12150,11017,118,11600,0,0,0,3964,437,212,0,9/30/2010
487,43226,16445,21580,415,24433,0,0,0,5112,1211,391,0,9/30/2010
488,27255,9282,13794,208,13288,0,0,0,4086,867,84,0,9/30/2010
489,150432,48713,72586,503,91859,0,0,0,28394,3741,-592,0,9/30/2010
490,54615,6982,24481,626,23055,0,0,0,18710,861,892,0,9/30/2010
491,53393,9190,39170,361,34884,0,0,0,4890,1096,382,0,9/30/2010
492,333947,47185,235387,3255,207185,0,2645,0,32154,6176,1471,0,9/30/2010
493,65466,14785,34484,381,26843,0,0,0,9128,1087,964,0,9/30/2010
494,465869,43774,375683,6209,257617,0,238,0,45214,11142,4016,0,9/30/2010
495,54662,19001,31003,407,41421,0,0,0,4378,796,557,0,9/30/2010
496,133270,49525,67425,202,83194,0,13,0,13549,2284,1513,0,9/30/2010
497,50825,10327,29254,530,41513,0,0,0,3933,1371,74,0,9/30/2010
498,60647,16297,35884,662,36868,0,154,0,6327,1212,448,0,9/30/2010
499,243788,22651,198624,1781,159904,0,138,0,20857,5774,2607,0,9/30/2010
500,108423,27983,57391,999,65488,0,0,0,16013,2153,1659,0,9/30/2010
501,64222,12089,38582,437,39778,0,0,0,9629,687,1300,0,9/30/2010
502,143711,46276,83408,1270,107461,0,0,0,13652,2966,1455,0,9/30/2010
503,177543,91296,61483,1204,68801,0,115,0,23805,3129,882,0,9/30/2010
504,7294,3086,3385,32,4094,0,0,0,802,219,12,0,9/30/2010
505,31941,4246,21425,225,28538,0,0,0,2533,500,321,0,9/30/2010
506,330137,85977,181103,3132,225012,0,0,0,33721,5647,3068,0,9/30/2010
507,18246,7737,7865,191,10139,0,28,0,2634,439,90,0,9/30/2010
508,63319,16533,39194,806,45489,0,0,0,7203,1895,105,0,9/30/2010
509,60631,11539,38375,434,32749,0,228,0,9505,1040,437,0,9/30/2010
510,43723,16451,22391,207,13402,0,10,0,4589,754,244,0,9/30/2010
511,71942,18697,36411,843,43814,0,0,23,9508,1694,667,0,9/30/2010
512,337584,60232,222380,2660,267823,0,0,0,29480,7046,2746,0,9/30/2010
513,47361,8133,33577,27,4658,0,0,0,5450,461,364,0,9/30/2010
514,197384,73153,92318,2131,146337,0,2234,0,19498,4221,1782,0,9/30/2010
515,127873,18123,86740,818,96087,0,2293,0,14644,2275,906,0,9/30/2010
516,25945,9432,14000,304,13019,0,500,0,2454,832,-136,0,9/30/2010
517,232449,57717,148484,1184,83620,0,1241,0,22672,4413,1188,0,9/30/2010
518,53267,9771,36257,197,32505,0,0,0,5981,1252,564,0,9/30/2010
519,65930,13103,42009,391,33601,0,0,0,10533,929,339,0,9/30/2010
520,13722,2653,8742,135,7712,0,0,0,2154,332,122,0,9/30/2010
521,299044,113033,155241,1606,116547,0,9,0,29595,5022,1492,0,9/30/2010
522,45328,10154,27351,50,27018,0,47,0,7655,1604,192,0,9/30/2010
523,122766,17586,84254,675,89081,0,0,0,12494,2591,720,0,9/30/2010
524,10839,5042,3797,62,2018,0,0,0,1963,153,61,0,9/30/2010
525,114985,16740,79502,698,59379,0,0,0,15902,1573,985,0,9/30/2010
526,77895,19968,48490,643,61633,0,0,0,9089,1796,468,0,9/30/2010
527,71659,15639,46218,446,41859,0,0,0,6465,1334,487,0,9/30/2010
528,90939,39884,40743,1240,63716,0,131,0,9156,2109,-357,0,9/30/2010
529,76096,6365,62143,467,27517,0,0,0,7370,1519,840,0,9/30/2010
530,27944,11745,8471,167,7987,0,0,0,7697,587,38,0,9/30/2010
531,145374,35406,92718,944,84860,0,12,1,16309,3789,1451,0,9/30/2010
532,56946,17444,31949,349,39387,0,0,0,4873,1100,483,0,9/30/2010
533,36897,9035,24307,154,21967,0,0,0,3472,1005,345,0,9/30/2010
534,34709,3423,22037,272,15588,0,0,0,9156,998,-230,0,9/30/2010
535,263818,24651,195073,2600,151088,0,49,0,41481,6967,3354,0,9/30/2010
536,211074,48031,91851,1102,178402,0,15,0,24635,4505,2093,0,9/30/2010
537,174279,37653,116762,811,68304,0,0,0,18804,2403,1537,0,9/30/2010
538,81764,16420,38309,820,36809,0,64,0,24865,1483,523,0,9/30/2010
539,529550,124257,328443,4610,400929,0,4048,925,73749,9086,2279,0,9/30/2010
540,64053,13224,36729,1235,51990,0,22,0,13974,953,26,0,9/30/2010
541,146785,39335,82040,1910,97111,0,367,0,12774,2912,402,0,9/30/2010
542,115592,25714,67005,935,80002,0,2097,0,12764,3434,320,0,9/30/2010
543,136905,54269,60561,1017,71470,0,0,0,13988,2523,1287,0,9/30/2010
544,84849,18828,48152,1150,58570,0,134,0,8245,1793,609,0,9/30/2010
545,80876,13484,58932,438,51045,0,0,0,8383,1696,137,0,9/30/2010
546,208875,77268,98639,2315,152871,0,0,0,18718,5569,3021,0,9/30/2010
547,59916,14019,38152,760,41168,0,0,0,7357,1120,241,0,9/30/2010
548,249606,82478,113867,940,117927,0,942,173,35285,6422,1805,0,9/30/2010
549,33729,8763,22324,167,18733,0,0,0,2531,983,161,0,9/30/2010
550,32515,7642,22016,158,13228,0,0,0,2781,1117,218,0,9/30/2010
551,76548,31094,35015,875,48741,0,0,0,7309,2444,-156,0,9/30/2010
552,25920,6845,15387,254,19212,0,0,0,2504,538,135,0,9/30/2010
553,26360,10919,9795,275,12469,0,0,0,5443,575,133,0,9/30/2010
554,39084,11474,22301,377,23131,0,18,0,4736,889,291,0,9/30/2010
555,29661,6676,18667,352,17742,0,0,0,4067,586,190,0,9/30/2010
556,684886,63082,442956,6183,311697,0,440,0,106130,15023,6315,0,9/30/2010
557,103753,34377,48798,567,29870,0,94,0,19443,1457,994,0,9/30/2010
558,29799,5582,17074,415,21979,0,0,0,3159,619,341,0,9/30/2010
559,34221,7982,17697,68,5767,0,0,0,8311,488,111,0,9/30/2010
560,90332,16620,54630,828,76650,0,0,0,8799,1665,655,0,9/30/2010
561,48410,14215,28855,215,19536,0,0,0,5076,1071,101,0,9/30/2010
562,39321,15910,12972,185,27237,0,0,0,3586,960,307,0,9/30/2010
563,39754,7595,21767,411,27014,0,68,0,6132,761,549,0,9/30/2010
564,49374,8660,28623,641,22319,0,0,0,8836,933,453,0,9/30/2010
565,96215,23640,58564,831,65945,0,0,0,11260,1681,1106,0,9/30/2010
566,32379,8334,20607,419,11296,0,609,0,3304,721,-56,0,9/30/2010
567,57385,6807,39058,1114,55577,0,3,0,6414,958,1296,0,9/30/2010
568,43352,12215,26843,249,25798,0,0,0,4176,1155,69,0,9/30/2010
569,310440,26549,227620,1484,238938,0,0,0,23126,5358,959,0,9/30/2010
570,67632,21107,41277,522,45406,0,86,0,5055,1903,705,0,9/30/2010
571,79482,33246,31341,741,25224,0,5,0,14862,1325,1241,0,9/30/2010
572,50000,9317,35047,476,33063,0,0,0,5367,990,221,0,9/30/2010
573,112465,25867,74979,2802,76311,0,0,1986,10457,2718,450,0,9/30/2010
574,167418,36945,114197,1122,142823,0,2444,0,15737,4644,-732,0,9/30/2010
575,234998,30216,163385,724,134705,0,0,0,22297,2937,2139,0,9/30/2010
576,19742,1850,15528,55,12943,0,0,0,2318,339,32,0,9/30/2010
577,63094,24615,32552,262,46229,0,0,0,4822,1952,163,0,9/30/2010
578,293028,24169,213073,3461,149336,0,111,0,39789,6518,4263,0,9/30/2010
579,17843,8178,7998,155,10101,0,61,0,1551,435,77,0,9/30/2010
580,168187,42821,98463,2461,130067,0,0,0,19624,3179,1192,0,9/30/2010
581,69304,11428,50338,841,59908,0,0,0,7265,1592,-437,0,9/30/2010
582,38283,471,23250,145,17159,0,0,0,8110,537,257,0,9/30/2010
583,103406,11808,66282,258,39322,0,0,0,10299,1384,677,0,9/30/2010
584,16410,3098,12033,105,12681,0,0,0,1241,542,44,0,9/30/2010
585,141046,15756,99547,1881,110836,0,0,0,12844,2873,1067,0,9/30/2010
586,67041,16551,42505,655,43594,0,0,0,7475,1404,504,0,9/30/2010
587,28554,9083,16870,108,15194,0,0,0,2430,583,239,0,9/30/2010
588,111129,29552,68342,672,35909,0,0,0,12939,2896,1241,0,9/30/2010
589,42811,7014,27889,356,31744,0,0,0,7271,691,425,0,9/30/2010
590,81022,18869,45753,227,18746,0,64,0,15812,1156,432,0,9/30/2010
591,139173,28950,86707,1525,114022,0,0,0,16473,2149,1692,0,9/30/2010
592,305713,14007,243342,3278,254685,0,0,0,29507,4101,1043,0,9/30/2010
593,305656,78598,170669,1880,171155,0,1312,0,30764,4736,2157,0,9/30/2010
594,323705,170090,116634,6773,234491,0,0,0,26203,6126,-4136,0,9/30/2010
595,115112,34496,65150,732,66746,0,0,0,14549,2340,1205,0,9/30/2010
596,75849,18013,42221,348,30248,0,2,0,8448,1631,840,0,9/30/2010
597,217263,19282,176251,1151,154584,0,3975,104,19388,4377,358,0,9/30/2010
598,248646,74329,140752,1268,156993,0,318,0,27427,5935,2007,0,9/30/2010
599,291598,84910,127467,2257,169794,0,0,0,42850,4629,3171,0,9/30/2010
600,243776,108614,106742,1246,79529,0,1803,0,26091,5911,1487,0,9/30/2010
601,37880,7079,26220,302,25796,0,0,0,4423,1262,183,0,9/30/2010
602,104305,20470,57455,1624,83994,0,83,0,8963,2822,848,0,9/30/2010
603,41202,16209,13548,348,5648,0,0,0,11357,563,383,0,9/30/2010
604,30291,10046,13726,219,19937,0,0,0,3086,853,353,0,9/30/2010
605,107465,30563,63196,1016,72150,0,0,0,12791,1921,842,0,9/30/2010
606,38963,6321,29282,379,29618,0,16,170,3129,837,190,0,9/30/2010
607,143645,63667,60948,3305,80302,0,0,0,14476,4452,180,0,9/30/2010
608,24645,2722,20016,49,17293,0,0,0,1855,395,12,0,9/30/2010
609,78803,21634,41344,598,28346,0,66,0,10416,1772,532,0,9/30/2010
610,91568,22165,54837,591,35720,0,132,0,14267,1551,1157,0,9/30/2010
611,447715,82531,322150,1606,298586,0,1242,0,38697,9458,1040,0,9/30/2010
612,120136,34331,62976,1126,50178,0,0,0,20257,2677,1579,0,9/30/2010
613,190084,62434,99265,2803,120637,0,0,0,21045,5473,-26,0,9/30/2010
614,67706,28136,28531,495,42282,0,199,12,5711,2160,333,0,9/30/2010
615,10898,3524,5305,108,4162,0,0,0,2045,301,-21,0,9/30/2010
616,147912,39061,82989,2510,103921,194,1456,0,7820,3874,701,0,9/30/2010
617,158131,27510,89189,378,26516,0,0,0,20588,2308,2608,0,9/30/2010
618,116053,23506,75996,1404,78838,0,0,0,13180,2649,696,0,9/30/2010
619,61538,17730,35116,502,24813,0,0,0,7547,1632,460,0,9/30/2010
620,105098,29311,64058,570,80653,0,49,0,10681,2806,541,0,9/30/2010
621,44856,7486,29383,230,24072,0,0,0,7914,556,521,0,9/30/2010
622,131724,35798,81068,1615,81061,0,762,564,14038,3000,905,0,9/30/2010
623,58683,14389,36940,587,39842,0,0,0,6291,1214,325,0,9/30/2010
624,43703,17617,22018,304,33007,0,0,0,3963,916,734,0,9/30/2010
625,62330,10772,41653,532,47339,0,738,0,7898,2239,-1748,0,9/30/2010
626,52209,13450,31263,489,27593,0,279,0,5237,1357,400,0,9/30/2010
627,112007,28251,67609,538,42450,0,0,0,10693,1819,770,0,9/30/2010
628,196211,67876,92989,1773,131774,0,1187,0,15864,3343,1745,0,9/30/2010
629,65394,16071,41670,234,37634,0,0,0,7412,1126,612,0,9/30/2010
630,78885,17742,53243,797,57199,0,0,0,7335,1320,747,0,9/30/2010
631,102610,20293,70829,1220,73341,0,0,0,10809,2281,554,0,9/30/2010
632,174368,36716,109845,2042,128007,0,0,0,18037,3117,1218,0,9/30/2010
633,102163,13337,69259,813,52912,0,0,53,11106,2384,106,0,9/30/2010
634,25229,5387,15441,145,5691,0,0,0,3383,571,61,0,9/30/2010
635,56963,13802,36008,983,48967,0,0,0,6844,1982,20,0,9/30/2010
636,72932,25935,36920,532,36527,0,279,0,9650,1570,276,0,9/30/2010
637,80366,22577,45999,1045,50488,0,0,0,8350,1852,261,0,9/30/2010
638,56850,20299,30792,587,33204,0,0,0,5650,903,558,0,9/30/2010
639,83613,40023,36432,1301,63103,0,0,0,6932,1493,1797,0,9/30/2010
640,46319,10075,26717,361,34563,0,0,0,4643,1214,141,0,9/30/2010
641,93557,24153,50225,661,62625,0,0,0,8821,1652,632,0,9/30/2010
642,39228,7756,25718,228,23412,0,0,0,2727,755,365,0,9/30/2010
643,221591,77514,126153,1490,180006,0,198,0,14364,7967,1709,0,9/30/2010
644,49352,9952,31226,436,29248,0,118,0,7614,905,512,0,9/30/2010
645,736277,75838,508045,9066,474680,0,1966,0,90672,14912,3184,0,9/30/2010
646,175161,63744,82513,1544,108965,0,0,0,22093,4696,-9,0,9/30/2010
647,30165,15230,11575,208,9298,0,0,0,3032,451,293,0,9/30/2010
648,229480,52142,135195,2068,90442,0,99,0,31913,4592,2872,0,9/30/2010
649,84688,9508,67081,767,59777,0,0,0,7769,1984,541,0,9/30/2010
650,36938,14109,17151,467,22099,0,0,0,5054,1706,313,0,9/30/2010
651,51369,13516,32650,261,29310,0,0,0,4546,849,387,0,9/30/2010
652,47961,19231,24173,121,26049,0,0,0,3779,1149,231,0,9/30/2010
653,17468,4746,10487,52,11607,0,0,0,2050,275,67,0,9/30/2010
654,529774,85251,382207,9813,454783,0,1782,0,54841,8820,2031,0,9/30/2010
655,15433,5439,7509,91,3333,0,0,0,2392,199,72,0,9/30/2010
656,43984,4302,35193,109,21806,0,0,0,4330,987,-7,0,9/30/2010
657,111656,33020,54610,450,36984,0,304,87,11988,2151,1000,0,9/30/2010
658,32997,6662,22474,390,18002,0,0,0,3789,980,149,0,9/30/2010
659,57468,12714,34651,632,37170,0,0,0,9694,1732,-284,0,9/30/2010
660,29386,8493,15947,130,7244,0,0,0,4556,492,251,0,9/30/2010
661,85969,26029,52129,569,63287,0,0,0,7176,1955,1306,0,9/30/2010
662,27747,2871,21576,231,20364,0,0,95,2214,996,-481,0,9/30/2010
663,84539,22310,48837,597,57913,0,0,0,12355,1500,1050,0,9/30/2010
664,119131,21629,76242,711,81650,0,0,0,12491,2344,1853,0,9/30/2010
665,523853,15383,383661,6692,366263,0,3390,0,55255,13710,1755,0,9/30/2010
666,69085,4126,38710,756,49420,0,0,0,20970,1522,244,0,9/30/2010
667,1903379,201172,1411809,29997,1144150,0,7147,0,206547,44058,9610,0,9/30/2010
668,61084,12522,41103,1274,41301,0,13,0,5718,1644,304,0,9/30/2010
669,73950,27614,37211,1012,55215,0,345,0,7626,1710,562,0,9/30/2010
670,481611,89246,341757,5515,282745,0,4216,0,46120,13053,-933,0,9/30/2010
671,42465,2119,26362,240,29885,0,0,0,7070,790,240,0,9/30/2010
672,185819,61814,105584,1300,120101,0,1908,0,17570,3143,1671,0,9/30/2010
673,76085,15928,48903,707,54114,0,1243,4,9067,2498,145,0,9/30/2010
674,281961,26692,205473,1605,227393,0,0,0,34634,4040,2557,0,9/30/2010
675,181915,28257,95840,1547,103761,0,701,0,19583,4015,1365,0,9/30/2010
676,133724,41507,74975,669,91079,0,97,0,15602,3360,536,0,9/30/2010
677,46146,15164,25125,490,33959,0,0,0,5355,1039,425,0,9/30/2010
678,179205,37786,104156,1548,116824,0,69,0,16556,4355,470,0,9/30/2010
679,63592,17407,33899,525,52354,0,0,0,5393,1634,747,0,9/30/2010
680,31864,8478,21530,433,25002,0,82,0,1746,1378,-312,0,9/30/2010
681,118226,25802,69315,957,49527,0,50,0,13361,2404,269,0,9/30/2010
682,165672,52809,92294,1872,98445,0,24,0,17233,5113,880,0,9/30/2010
683,29790,5108,22337,187,18093,0,0,0,2282,593,151,0,9/30/2010
684,99597,41310,49319,496,36700,0,0,0,8664,1760,1661,0,9/30/2010
685,62238,14758,37897,406,34616,0,0,0,6135,1691,465,0,9/30/2010
