,Total equity capital,Total assets,Total loans,1-4 family residential loans,Other real estate loans,Commercial and industrial loans,Credit cards,Allowance for loan losses,Total noninterest expense,Net Income before,Total transaction deposits,Total nontransaction deposits,Available-for-sale Fair Value,Number of full-time employees,AsOfDate,Target
12245,13799,118595.0,80459.0,34553.0,36353.0,4106.0,63.0,1368.0,905.0,233.0,25220.0,73546.0,34810.0,41.0,3/31/2012,0
12311,4231396,,,,,,,,,,,,,,3/31/2012,0
12647,9901,104649.0,69098.0,19162.0,27469.0,13790.0,0.0,931.0,673.0,204.0,16317.0,75530.0,0.0,25.0,3/31/2012,0
12656,1466,17124.0,12561.0,7176.0,2374.0,1025.0,0.0,238.0,157.0,58.0,5260.0,10366.0,0.0,9.0,3/31/2012,0
12937,32689,218209.0,158512.0,55575.0,91355.0,10203.0,0.0,1830.0,1411.0,260.0,49527.0,129544.0,0.0,40.0,3/31/2012,0
12946,79319,753265.0,510971.0,150294.0,291723.0,40118.0,0.0,11792.0,4143.0,2829.0,70831.0,582733.0,188873.0,165.0,3/31/2012,0
12955,12783,120816.0,98711.0,21557.0,59163.0,14192.0,0.0,1211.0,1280.0,611.0,35377.0,68412.0,5.0,55.0,3/31/2012,0
13103,182269,1354466.0,907206.0,359921.0,280969.0,87796.0,0.0,9939.0,11676.0,1979.0,107773.0,927509.0,284319.0,320.0,3/31/2012,0
13251,3490,43035.0,18823.0,3390.0,6307.0,3700.0,0.0,583.0,248.0,74.0,7490.0,31940.0,4062.0,8.0,3/31/2012,0
13457,6053,22406.0,10000.0,144.0,4106.0,904.0,0.0,168.0,120.0,90.0,5662.0,10524.0,5788.0,4.0,3/31/2012,0
14052,6555,58909.0,35238.0,12275.0,16061.0,2809.0,0.0,633.0,449.0,-54.0,16813.0,34434.0,12866.0,19.0,3/31/2012,0
14155,14534,119282.0,96624.0,22415.0,38298.0,4588.0,0.0,1573.0,1207.0,419.0,32567.0,66462.0,6081.0,43.0,3/31/2012,0
14650,2906,28355.0,14912.0,3736.0,3222.0,2427.0,0.0,390.0,315.0,89.0,12922.0,11920.0,24.0,13.0,3/31/2012,0
14753,3704,43495.0,14268.0,1661.0,2691.0,1887.0,0.0,409.0,357.0,-16.0,12300.0,27057.0,8492.0,11.0,3/31/2012,0
14865,28072,268213.0,199199.0,14327.0,118813.0,20037.0,546.0,2615.0,2383.0,781.0,35906.0,202796.0,19000.0,100.0,3/31/2012,0
14977,7754,45118.0,20853.0,8101.0,5334.0,1020.0,0.0,329.0,332.0,28.0,7899.0,29168.0,8100.0,15.0,3/31/2012,0
16458,34703,292744.0,130016.0,20816.0,86792.0,19434.0,0.0,2539.0,2407.0,442.0,24903.0,232450.0,70416.0,82.0,3/31/2012,0
16551,21982,224855.0,167192.0,57627.0,75235.0,12519.0,271.0,2577.0,1816.0,517.0,54872.0,140724.0,33627.0,79.0,3/31/2012,0
16748,6763,61264.0,30024.0,8498.0,9342.0,2933.0,0.0,478.0,455.0,151.0,20526.0,33471.0,9813.0,16.0,3/31/2012,0
16944,4094,40503.0,13479.0,8390.0,3303.0,1274.0,0.0,225.0,308.0,-13.0,12461.0,23682.0,20330.0,12.0,3/31/2012,0
16953,5166,37998.0,13376.0,1377.0,2889.0,3027.0,0.0,113.0,274.0,40.0,14648.0,18084.0,10560.0,8.0,3/31/2012,0
17110,18671,125064.0,61755.0,984.0,0.0,7915.0,0.0,279.0,4454.0,852.0,0.0,104018.0,41682.0,66.0,3/31/2012,0
17147,614956,4222251.0,2763887.0,522076.0,1342435.0,671573.0,0.0,70369.0,30146.0,15706.0,346924.0,2952106.0,545482.0,1084.0,3/31/2012,0
17259,7493,66882.0,33712.0,10462.0,12957.0,4360.0,0.0,254.0,592.0,200.0,14258.0,40134.0,22609.0,28.0,3/31/2012,0
17464,134331,1313087.0,884560.0,85666.0,271314.0,131482.0,3381.0,43950.0,12854.0,2146.0,194592.0,899476.0,241759.0,456.0,3/31/2012,0
17950,29708,311436.0,144501.0,28353.0,65973.0,17063.0,0.0,3075.0,1675.0,688.0,100033.0,179159.0,144864.0,79.0,3/31/2012,0
17978,98361,326337.0,170404.0,116364.0,50230.0,0.0,0.0,2580.0,1233.0,810.0,23379.0,197304.0,0.0,39.0,3/31/2012,0
18050,43208,412284.0,196258.0,61668.0,107827.0,11710.0,0.0,2974.0,2717.0,1692.0,175542.0,192041.0,155036.0,110.0,3/31/2012,0
18135,21072,226396.0,128880.0,69246.0,9810.0,40646.0,0.0,1499.0,2239.0,396.0,73401.0,96333.0,51078.0,52.0,3/31/2012,0
18377,3562,49140.0,19844.0,19201.0,2602.0,0.0,0.0,249.0,101.0,66.0,0.0,45413.0,9208.0,4.0,3/31/2012,0
18827,41060,392188.0,304503.0,147008.0,94840.0,37646.0,0.0,4698.0,2401.0,1076.0,109898.0,240212.0,45022.0,85.0,3/31/2012,0
18836,13484,154978.0,117830.0,59275.0,38917.0,2073.0,0.0,2416.0,1354.0,162.0,30372.0,107460.0,15209.0,48.0,3/31/2012,0
18854,21923,226737.0,174189.0,14902.0,47411.0,91517.0,0.0,2141.0,1763.0,1460.0,69183.0,131395.0,4774.0,55.0,3/31/2012,0
18957,563,25107.0,16519.0,5996.0,6796.0,1638.0,0.0,401.0,246.0,-106.0,7726.0,16457.0,1320.0,8.0,3/31/2012,0
19356,8749,79243.0,37956.0,9191.0,14396.0,11107.0,0.0,911.0,659.0,313.0,24754.0,42750.0,35058.0,28.0,3/31/2012,0
19730,215358,2157483.0,1537380.0,275120.0,1100681.0,130919.0,0.0,50524.0,16062.0,-4730.0,282540.0,1618406.0,139224.0,543.0,3/31/2012,0
19936,21749,233717.0,139750.0,36686.0,76366.0,14104.0,0.0,2931.0,1398.0,525.0,82697.0,128677.0,16357.0,48.0,3/31/2012,0
19972,13526,89718.0,35376.0,35246.0,1076.0,130.0,0.0,300.0,321.0,198.0,0.0,75460.0,0.0,6.0,3/31/2012,0
20053,8679,72599.0,50505.0,17017.0,22559.0,3368.0,85.0,908.0,495.0,218.0,17111.0,44936.0,12170.0,17.0,3/31/2012,0
20512,9629,99489.0,49909.0,32119.0,10457.0,1024.0,0.0,574.0,733.0,180.0,27038.0,57379.0,39058.0,24.0,3/31/2012,0
20633,28088,325753.0,206198.0,47717.0,137127.0,11105.0,0.0,2899.0,2431.0,433.0,71479.0,218000.0,73423.0,85.0,3/31/2012,0
20857,21225,197607.0,46850.0,2689.0,20105.0,4776.0,0.0,416.0,652.0,781.0,115570.0,54017.0,118738.0,17.0,3/31/2012,0
21256,1094,10851.0,5150.0,2171.0,2353.0,303.0,0.0,144.0,80.0,15.0,5117.0,4629.0,925.0,4.0,3/31/2012,0
21359,2622,26703.0,14864.0,4106.0,3855.0,2605.0,0.0,201.0,179.0,113.0,4076.0,19692.0,5301.0,7.0,3/31/2012,0
21630,9187,93517.0,37504.0,11937.0,14893.0,7050.0,0.0,314.0,588.0,276.0,25826.0,51934.0,45697.0,30.0,3/31/2012,0
21658,14945,150441.0,93300.0,25593.0,43018.0,6039.0,129.0,1459.0,1035.0,308.0,136.0,134138.0,38427.0,43.0,3/31/2012,0
22048,19299,199484.0,115058.0,25065.0,65261.0,15751.0,0.0,3056.0,1596.0,340.0,61586.0,96440.0,58506.0,62.0,3/31/2012,0
22356,44570,403045.0,128604.0,25929.0,54582.0,24432.0,0.0,2224.0,2087.0,870.0,23548.0,269286.0,245347.0,77.0,3/31/2012,0
22543,14376,85599.0,50975.0,24289.0,23924.0,1347.0,0.0,847.0,613.0,119.0,41283.0,29795.0,13576.0,23.0,3/31/2012,0
22552,7301,82796.0,65010.0,7660.0,27881.0,9872.0,0.0,977.0,595.0,347.0,22809.0,51571.0,9374.0,21.0,3/31/2012,0
22730,12678,121775.0,70823.0,27828.0,24472.0,5615.0,0.0,702.0,1027.0,139.0,43020.0,61191.0,34203.0,45.0,3/31/2012,0
22936,9957,210776.0,150849.0,38833.0,75420.0,20814.0,0.0,5898.0,1701.0,179.0,59317.0,139216.0,14138.0,57.0,3/31/2012,0
22954,9272,88300.0,53563.0,12052.0,19263.0,5892.0,0.0,1424.0,586.0,255.0,29328.0,43737.0,18577.0,20.0,3/31/2012,0
23045,7926,41120.0,6838.0,2967.0,2952.0,528.0,0.0,191.0,269.0,13.0,10856.0,22268.0,28833.0,14.0,3/31/2012,0
23456,11300,95996.0,61726.0,18493.0,22924.0,9654.0,0.0,709.0,741.0,411.0,32745.0,51671.0,26363.0,22.0,3/31/2012,0
23504,113194,1382524.0,628783.0,148585.0,379321.0,92036.0,0.0,11316.0,8183.0,3182.0,137682.0,1077434.0,507011.0,219.0,3/31/2012,0
23540,12716,216765.0,93219.0,36368.0,48503.0,4979.0,0.0,2328.0,1562.0,94.0,49549.0,146883.0,71963.0,36.0,3/31/2012,0
23643,16710,160389.0,100666.0,21315.0,44260.0,15290.0,0.0,1906.0,1147.0,732.0,48111.0,94960.0,46634.0,40.0,3/31/2012,0
23755,15397,166567.0,104883.0,38752.0,53057.0,7248.0,0.0,1388.0,1571.0,305.0,53520.0,94834.0,33168.0,52.0,3/31/2012,0
24006,107748,967994.0,472718.0,163057.0,241155.0,61128.0,0.0,4985.0,4994.0,739.0,125548.0,728417.0,83717.0,130.0,3/31/2012,0
24378,6519,66582.0,45902.0,40291.0,2930.0,718.0,0.0,210.0,469.0,47.0,7983.0,51948.0,9628.0,19.0,3/31/2012,0
24453,19968,231680.0,128707.0,32986.0,84323.0,7726.0,0.0,1791.0,677.0,-1913.0,60144.0,113093.0,15501.0,35.0,3/31/2012,0
24659,4693,39928.0,22385.0,3650.0,4172.0,5096.0,43.0,393.0,219.0,149.0,11445.0,23675.0,0.0,10.0,3/31/2012,0
24668,21247,219621.0,116243.0,42688.0,48010.0,14164.0,0.0,1512.0,1962.0,333.0,24064.0,164883.0,74549.0,73.0,3/31/2012,0
24855,1019,15969.0,4994.0,360.0,217.0,1639.0,0.0,27.0,98.0,64.0,8573.0,6347.0,0.0,4.0,3/31/2012,0
24949,71102,751020.0,540405.0,131047.0,304384.0,72315.0,345.0,14758.0,5106.0,-3549.0,146575.0,526244.0,61200.0,203.0,3/31/2012,0
25357,11395,128472.0,48855.0,7800.0,38088.0,1682.0,0.0,1443.0,907.0,565.0,42982.0,68695.0,7214.0,49.0,3/31/2012,0
25647,2665,64511.0,51189.0,18389.0,31660.0,906.0,0.0,2277.0,592.0,-17.0,10768.0,50432.0,222.0,20.0,3/31/2012,0
26176,32038,408875.0,345128.0,75929.0,262138.0,6666.0,0.0,17752.0,3017.0,444.0,40659.0,250629.0,18027.0,71.0,3/31/2012,0
26242,55887,395076.0,235324.0,104488.0,98152.0,13473.0,867.0,2918.0,3006.0,1218.0,87390.0,241739.0,98343.0,119.0,3/31/2012,0
26457,3008,26940.0,18121.0,5799.0,10254.0,794.0,0.0,188.0,192.0,43.0,6475.0,17369.0,4623.0,7.0,3/31/2012,0
26765,26094,235900.0,171297.0,20004.0,116816.0,30345.0,0.0,3924.0,2849.0,113.0,71766.0,136541.0,32976.0,71.0,3/31/2012,0
26859,31406,333555.0,212184.0,24238.0,126160.0,36574.0,0.0,6156.0,3208.0,-352.0,91835.0,208080.0,0.0,90.0,3/31/2012,0
27070,104819,616663.0,371718.0,367187.0,0.0,0.0,851.0,800.0,1544.0,1937.0,16367.0,494321.0,28.0,68.0,3/31/2012,0
27548,54672,564042.0,339772.0,107432.0,130667.0,94632.0,0.0,7302.0,5121.0,795.0,105323.0,392428.0,134227.0,159.0,3/31/2012,0
27614,32800,331204.0,150763.0,96007.0,22210.0,8200.0,271.0,1453.0,2315.0,939.0,107371.0,173534.0,147275.0,94.0,3/31/2012,0
27847,50158,430429.0,259930.0,98127.0,119732.0,11270.0,0.0,7829.0,3014.0,1379.0,100821.0,256125.0,135701.0,124.0,3/31/2012,0
28013,353397,2401657.0,988508.0,103718.0,833340.0,49493.0,0.0,27100.0,12444.0,4971.0,82353.0,1431456.0,1179154.0,273.0,3/31/2012,0
28152,7112,77358.0,49373.0,14927.0,23934.0,5096.0,0.0,757.0,439.0,328.0,19053.0,49959.0,10189.0,18.0,3/31/2012,0
28255,21254,287384.0,123837.0,8075.0,72440.0,35048.0,0.0,1821.0,1398.0,377.0,161879.0,103724.0,9938.0,53.0,3/31/2012,0
28349,16674,176105.0,149769.0,42823.0,59184.0,36007.0,0.0,2985.0,1439.0,218.0,38990.0,107204.0,0.0,55.0,3/31/2012,0
28406,159536,978512.0,290690.0,268361.0,11956.0,5501.0,0.0,3752.0,6130.0,2245.0,87538.0,678671.0,572173.0,135.0,3/31/2012,0
28572,2310,47505.0,35785.0,26601.0,9118.0,0.0,0.0,1283.0,604.0,-596.0,5817.0,32531.0,76.0,10.0,3/31/2012,0
28675,10510,85789.0,46669.0,28736.0,12020.0,1683.0,0.0,637.0,527.0,128.0,16544.0,55984.0,32460.0,15.0,3/31/2012,0
28732,8627,81154.0,45453.0,11040.0,23497.0,5256.0,0.0,1083.0,613.0,99.0,23250.0,43762.0,21241.0,24.0,3/31/2012,0
29104,145797,1475904.0,755812.0,158118.0,461038.0,132047.0,0.0,9754.0,5750.0,4297.0,68629.0,1086065.0,454680.0,170.0,3/31/2012,0
29476,5265,44040.0,28937.0,12556.0,10367.0,3590.0,0.0,367.0,253.0,82.0,15525.0,23146.0,1858.0,10.0,3/31/2012,0
29636,83247,845341.0,387095.0,131327.0,180568.0,36921.0,973.0,7072.0,6368.0,1698.0,79167.0,506037.0,379785.0,254.0,3/31/2012,0
29878,465411,1756370.0,1531391.0,1106652.0,424103.0,0.0,0.0,11115.0,6300.0,6563.0,96708.0,1175357.0,0.0,207.0,3/31/2012,0
29953,10146,79503.0,58682.0,15538.0,32889.0,6829.0,0.0,1059.0,495.0,499.0,19972.0,37229.0,6062.0,19.0,3/31/2012,0
30052,3043,22941.0,14209.0,3125.0,9315.0,1191.0,0.0,244.0,340.0,37.0,6607.0,12751.0,2292.0,13.0,3/31/2012,0
30418,44157,556373.0,211951.0,0.0,0.0,0.0,0.0,61.0,1467.0,-12.0,0.0,342419.0,329092.0,20.0,3/31/2012,0
30502,84911,814803.0,506095.0,174654.0,202471.0,67090.0,0.0,11029.0,6331.0,1461.0,54131.0,571262.0,248408.0,211.0,3/31/2012,0
30650,13065,129493.0,77004.0,19877.0,45831.0,12283.0,0.0,2564.0,1079.0,145.0,33991.0,67143.0,27400.0,27.0,3/31/2012,0
30810,7262089,69489820.0,56853154.0,10776.0,0.0,211241.0,46081023.0,1970626.0,607709.0,623206.0,162636.0,40396500.0,7061713.0,7967.0,3/31/2012,0
30874,162814,1010755.0,670818.0,269337.0,279982.0,113843.0,0.0,11298.0,5556.0,1281.0,48539.0,640427.0,267103.0,134.0,3/31/2012,0
31134,16268,117412.0,54028.0,21958.0,12742.0,7502.0,228.0,748.0,804.0,346.0,38307.0,50762.0,24210.0,37.0,3/31/2012,0
31255,39049,457504.0,241163.0,15603.0,148904.0,44091.0,0.0,4140.0,3559.0,1452.0,87950.0,305165.0,156331.0,91.0,3/31/2012,0
31657,12346,115974.0,41869.0,13933.0,13215.0,5428.0,0.0,538.0,611.0,520.0,37065.0,65940.0,0.0,30.0,3/31/2012,0
31826,38689,240781.0,144960.0,71272.0,42573.0,13133.0,0.0,3116.0,1643.0,614.0,60700.0,138647.0,56604.0,70.0,3/31/2012,0
31835,13189,117000.0,58078.0,7213.0,8764.0,9782.0,0.0,1742.0,976.0,361.0,39067.0,55636.0,26986.0,27.0,3/31/2012,0
32234,12814,101608.0,37647.0,16455.0,11528.0,3735.0,0.0,280.0,587.0,263.0,34615.0,37937.0,36705.0,22.0,3/31/2012,0
32766,4938,53481.0,17300.0,3197.0,8388.0,1654.0,0.0,229.0,376.0,86.0,24439.0,24044.0,31.0,14.0,3/31/2012,0
